50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,51be69a0-2d77-49ba-a013-10436e00f71d,1,,,,69321,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,United States Women's,1214,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5021, 'name': ""Kelley Maureen O'Hara""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 3}, {'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",United States Women's,1214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b3dbb748-2cbd-4649-9527-6a7ea988ac51,2,,,,69321,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,United States Women's,1214,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10652, 'name': 'Anouk Dekker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10656, 'name': 'Lineth Beerensteyn'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Netherlands Women's,851,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,af47fc02-356b-435f-a754-bf9031aacc08,3,,,,69321,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,United States Women's,1214,['0722b93e-4794-4a60-b002-f06c354b66e8'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0722b93e-4794-4a60-b002-f06c354b66e8,4,,,,69321,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,United States Women's,1214,['af47fc02-356b-435f-a754-bf9031aacc08'],0,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,34bc419a-db14-4f2f-abb6-fb561e5f0853,1555,,,,69321,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Netherlands Women's,851,['59f16011-aebf-4184-9e70-25b786413a80'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,59f16011-aebf-4184-9e70-25b786413a80,1556,,,,69321,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Netherlands Women's,851,['34bc419a-db14-4f2f-abb6-fb561e5f0853'],0,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.000,Half Start,
,,,,,,,,,,,,,1.2136,,,,,,,,,,,,,,,7c15d5a9-2e85-42db-affa-52e2be65e909,5,,,"[60.0, 40.0]",69321,0,,,,,2.9892247,,Right Foot,,,"[33.3, 44.1]",,Ground Pass,,27.01296,,,Abby Dahlkemper,5081.0,,,,,,Kick Off,1,From Kick Off,Alexandra Morgan Carrasco,5085.0,Center Forward,2,United States Women's,1214,['01c3af97-22f8-4beb-9a03-b77c463608f1'],0,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.140,Pass,
,,,,,,,,,,,,,2.6382,,,,,,,,,,,,,,,9b8b4a5d-7dad-4ee8-9390-0de6f4237412,8,,,"[35.7, 44.8]",69321,0,,,,,-0.45125154,,Right Foot,,,"[84.4, 21.2]",,High Pass,,54.117004,,,Samantha June Mewis,5087.0,,,,,,,1,From Kick Off,Abby Dahlkemper,5081.0,Right Center Back,2,United States Women's,1214,['ae5a39b3-b134-4068-af96-a9f85a2d00e6'],2,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:02.589,Pass,
,,,,,,,,,,,,,2.2157,,,,,,,,,,,,,,,84c53af1-3801-43ce-8485-8f075df1cc2c,10,,,"[84.4, 21.2]",69321,0,,,,True,-0.0784901,,,,,"[102.2, 19.8]",,High Pass,,17.85497,Incomplete,,,,,,,,,,1,From Kick Off,Samantha June Mewis,5087.0,Left Center Midfield,2,United States Women's,1214,"['02d15436-3308-4aca-b373-98b7ac8cb5ea', '13c7a366-85cb-4d79-9e98-3a72a4bade9c']",5,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:05.264,Pass,True
,,,,,,,,,,,,,1.248558,,,,,,,,,,,,,,,02d15436-3308-4aca-b373-98b7ac8cb5ea,12,,,"[17.9, 60.3]",69321,0,,,,,0.91955674,,Right Foot,,,"[32.0, 78.8]",,High Pass,,23.260696,Out,,,,,,,,,Recovery,1,From Kick Off,Desiree van Lunteren,10657.0,Right Back,2,United States Women's,1214,['84c53af1-3801-43ce-8485-8f075df1cc2c'],7,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:07.480,Pass,
,,,,,,,,,,,,,0.696898,,,,,,,,,,,,,,,a5d70ec4-e608-47bb-8605-0b982b8bf117,13,,,"[99.0, 0.1]",69321,0,,,,,2.9798963,,,,,"[84.9, 2.4]",,Low Pass,,14.286357,,,Crystal Alyssia Dunn Soubrier,5088.0,,,,,,Throw-in,1,From Throw In,Megan Anna Rapinoe,8298.0,Left Wing,3,United States Women's,1214,['56250edd-3fac-449b-896e-7ffb5e005cd1'],13,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:13.847,Pass,
,,,,,,,,,,,,,1.244497,,,,,,,,,,,,,,,08a109af-b6ad-4065-92d6-cc672ee8ac96,16,,,"[85.4, 3.7]",69321,0,,,,,-0.14888994,,Right Foot,,,"[97.4, 1.9]",,Ground Pass,,12.134249,,,Megan Anna Rapinoe,8298.0,,,,,,,1,From Throw In,Crystal Alyssia Dunn Soubrier,5088.0,Left Back,3,United States Women's,1214,['8baeba84-6501-490b-a6cb-2fb148e53a63'],15,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:15.770,Pass,
,,,,,,,,,,,,,1.0588,,,,,,,,,,,,,,,d4db1906-525d-4310-8610-82114273efa6,19,,,"[98.1, 2.3]",69321,0,,,,,3.1415927,,Left Foot,,,"[88.8, 2.3]",,Ground Pass,,9.3,,,Crystal Alyssia Dunn Soubrier,5088.0,,,,,,,1,From Throw In,Megan Anna Rapinoe,8298.0,Left Wing,3,United States Women's,1214,['bd92ba3e-e74d-4b6e-ba57-1782e447be14'],17,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:17.358,Pass,
