ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,41706674-a341-454f-8d5c-11700e5873a2,1,,,,69202,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10129, 'name': 'Sarah Bouhaddi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 25446, 'name': 'Marion Torrent'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10271, 'name': 'Griedge Mbock Bathy Nka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15249, 'name': 'Amel Majri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 10}, {'player': {'id': 10123, 'name': 'Amandine Henry'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10114, 'name': 'Elise Bussaglia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 10113, 'name': 'Gaëtane Thiney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",France Women's,861,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,538470d9-00ce-4d8f-b629-54dad69a2bd0,2,,,,69202,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5021, 'name': ""Kelley Maureen O'Hara""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 3}, {'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",United States Women's,1214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,58411576-1cfb-426e-b4de-cf8405fb64fb,3,,,,69202,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['9b9d5dbb-46ec-4cdf-9c16-32c3559accf9'],0,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9b9d5dbb-46ec-4cdf-9c16-32c3559accf9,4,,,,69202,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['58411576-1cfb-426e-b4de-cf8405fb64fb'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,02a5a717-4bc7-4ae0-b5e1-46745c0eae33,1524,,,,69202,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,101,France Women's,861,['c3fe301a-214f-4e76-8cc9-32552a61d54e'],0,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c3fe301a-214f-4e76-8cc9-32552a61d54e,1525,,,,69202,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,101,France Women's,861,['02a5a717-4bc7-4ae0-b5e1-46745c0eae33'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.377211,,,,,,,,,,,e628e0c3-2376-44af-a453-b73ccb9ec22c,5,,,"[60.0, 40.0]",69202,0,,,,,-2.6011732,,Right Foot,,,"[54.5, 36.7]",,Ground Pass,,6.4140472,,Amandine Henry,10123.0,,,,,,Kick Off,1,From Kick Off,Valérie Gauvin,25442.0,Center Forward,2,France Women's,861,['daa2e8a9-9a06-48bc-b733-609d4de79132'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.062,Pass,
,,,,,,,,,,,,,,,2.765875,,,,,,,,,,,8166caff-460b-4a10-b433-7f51f6f0babd,8,,,"[54.5, 36.9]",69202,0,,,,,-0.7923716,,Right Foot,,,"[90.1, 0.8]",,High Pass,,50.70079,Out,,,,,,,,,1,From Kick Off,Amandine Henry,10123.0,Right Center Midfield,2,France Women's,861,,1,,,,,,,,,,,,,,,,,,France Women's,861,00:00:01.445,Pass,
,,,,,,,,,,,,,,,0.9365,,,,,,,,,,,2756ee97-a419-47ae-8434-edaf33140901,9,,,"[36.6, 80.0]",69202,0,,,,,-0.80552965,,,,,"[43.9, 72.4]",,Low Pass,,10.538027,,Julie Beth Ertz,6811.0,,,,,,Throw-in,1,From Throw In,Kelley Maureen O'Hara,5021.0,Right Back,3,United States Women's,1214,['a8c3b45b-56f9-43b1-bf60-d1d6bbf95335'],18,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:18.091,Pass,
,,,,,,,,,,,,,,,0.5788,,,,,,,,,,,371b9c42-c9d6-45cb-a96d-8363d9f4c350,13,,,"[75.8, 7.7]",69202,0,,,,,0.0,,Left Foot,,,"[79.1, 7.7]",,Low Pass,,3.3,Incomplete,Valérie Gauvin,25442.0,,,,,,Recovery,1,From Throw In,Elise Bussaglia,10114.0,Left Center Midfield,3,United States Women's,1214,"['167ea14a-be43-466d-974e-98542c589e3a', 'baa519ee-ec1c-4aaf-92db-5623151deb6e']",19,,,,,,,,,,,,,,,,,,France Women's,861,00:00:19.415,Pass,
