50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d9453d89-3a73-4384-a12a-c0b2ee8bb777,1,,,3829420,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3544, 'name': 'Grégory Sertic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 13}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f39f4251-e474-42f9-862b-c169af1ee900,2,,,3829420,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 401454, 'name': 'Kossi Agassa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 95699, 'name': 'Alexi Peuget'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 401453, 'name': ""David N'Gog""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,04f0abba-fc47-4e42-805f-9a1f658822bf,3,,,3829420,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['bd0e4945-47b5-475c-bef3-1d3083979e69'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bd0e4945-47b5-475c-bef3-1d3083979e69,4,,,3829420,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['04f0abba-fc47-4e42-805f-9a1f658822bf'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,04b87c70-7a7c-41d3-895a-5a5f5fcee55c,1770,,,3829420,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Stade de Reims,156,['5352282b-bfb1-46bb-98cd-3ef470797779'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5352282b-bfb1-46bb-98cd-3ef470797779,1771,,,3829420,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Stade de Reims,156,['04b87c70-7a7c-41d3-895a-5a5f5fcee55c'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.043646,,,,,,,,,,,,,69fbb357-b8ab-4365-8837-65f3532845c3,5,,"[60.0, 40.0]",3829420,0,,,,,2.0988708,,Left Foot,,,,"[59.3, 41.2]",,Ground Pass,,1.3892444,,,Cheick Tidiane Diabaté,7130.0,,,,,Kick Off,1,From Kick Off,Thomas Touré,3408.0,Left Center Forward,2,Bordeaux,146,['93586c15-542e-4c0c-a625-8989d800ae22'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.080,Pass,
,,,,,,,,,,,,,,,,,,,0.685126,,,,,,,,,,,,,d0b466e3-a601-42a0-871f-51f9daf1ad33,8,,"[59.2, 41.8]",3829420,0,,,,,-2.8387077,,Right Foot,,,,"[51.2, 39.3]",,Ground Pass,,8.381527,,,Clément Chantôme,7552.0,,,,,,1,From Kick Off,Cheick Tidiane Diabaté,7130.0,Right Center Forward,2,Bordeaux,146,['2debbb55-c3b5-466a-9694-b3afecbba0fa'],1,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.624,Pass,
,,,,,,,,,,,,,,,,,,,1.778981,,,,,,,,,,,,,af01214c-9ad4-42c5-b052-aeb625d5e034,11,,"[49.2, 45.5]",3829420,0,,,,,1.8036101,,Right Foot,,,,"[42.3, 74.6]",,Ground Pass,,29.906855,,,Frédéric Guilbert,2946.0,,,,,,1,From Kick Off,Clément Chantôme,7552.0,Right Defensive Midfield,2,Bordeaux,146,['79451b53-885b-4115-aa53-fb266df85bf8'],3,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:03.162,Pass,
,,,,,,,,,,,,,,,,,,,1.503859,,,,,,,,,,,,,4921277a-3c74-4a7a-805d-82125a5a28ef,14,,"[35.8, 69.8]",3829420,0,,,,,-1.9743313,,Right Foot,,,,"[28.2, 52.0]",,Ground Pass,,19.354586,,,Grégory Sertic,3544.0,,,,,,1,From Kick Off,Frédéric Guilbert,2946.0,Right Back,2,Bordeaux,146,['8e0012aa-e271-4d38-a1c4-e0f116ed83cd'],6,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:06.364,Pass,
,,,,,,,,,,,,,,,,,,,1.409364,,,,,,,,,,,,,d2b1aee5-e89b-481f-8aef-bc9262e4cf89,17,,"[35.3, 47.0]",3829420,0,,,,,-1.1895306,,Right Foot,,,,"[44.4, 24.3]",,Ground Pass,,24.456083,,,Henri Saivet,5110.0,,,,,,1,From Kick Off,Grégory Sertic,3544.0,Right Center Back,2,Bordeaux,146,['ae4c5e0d-78d3-4111-8f39-42a8466287c2'],9,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:09.734,Pass,
,,,,,,,,,,,,,,,,,,,0.677942,,,,,,,,,,,,,6f1d511b-5858-4634-88ef-16f8e9b3779a,20,,"[44.4, 24.3]",3829420,0,,,,,-2.8430936,,Right Foot,,,,"[35.3, 21.5]",,Ground Pass,,9.521029,,,Nicolas Pallois,3256.0,,,,,,1,From Kick Off,Henri Saivet,5110.0,Left Defensive Midfield,2,Bordeaux,146,['99cca276-0cf7-466d-9417-e94251b8c349'],11,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:11.336,Pass,
,,,,,,,,,,,,,,,,,,,1.170057,,,,,,,,,,,,,4330f4c8-abf6-44b7-9b3d-b672e267c1ee,23,,"[35.3, 21.5]",3829420,0,,,,,0.6454735,,Left Foot,,,,"[43.4, 27.6]",,Ground Pass,,10.140019,,,Henri Saivet,5110.0,,,,,,1,From Kick Off,Nicolas Pallois,3256.0,Left Center Back,2,Bordeaux,146,['4216cc19-3899-4ac1-8c67-c6413c8a06c8'],12,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:12.239,Pass,
,,,,,,,,,,,,,,,,,,,1.48111,,,,,,,,,,,,,4e52e756-64fb-4d81-ae8f-05470cf09084,27,,"[55.1, 23.5]",3829420,0,,,,,-1.1952733,,Right Foot,,,,"[63.3, 2.7]",,Ground Pass,,22.357996,,,Maxime Poundjé,4442.0,,,,,,1,From Kick Off,Henri Saivet,5110.0,Left Defensive Midfield,2,Bordeaux,146,['8c130ca1-84c1-4606-a2eb-75891cd8a574'],16,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:16.445,Pass,
,,,,,,,,,,,,,,,,,,,1.670528,,,,,,,,,,,,,24517aa6-366b-4f89-b115-59c035def49e,30,,"[63.7, 2.4]",3829420,0,,,,,3.0778494,,Left Foot,,,,"[49.6, 3.3]",,Ground Pass,,14.128695,,,Nicolas Pallois,3256.0,,,,,,1,From Kick Off,Maxime Poundjé,4442.0,Left Back,2,Bordeaux,146,['3cb7bd2f-3b2a-445d-b60c-2b312a74c9b8'],19,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:19.819,Pass,
