50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5024f500-f886-4854-bee0-230f1ceb364d,1,,,,3901185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7641, 'name': 'Johann Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 131849, 'name': 'Antoine Conte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 26775, 'name': 'Thievy Guivane Bifouma Koulossa'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,61cc6875-206e-4d50-9d1e-f895c3ac6ad6,2,,,,3901185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3363, 'name': 'Marcus Coco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b116de3d-388f-400f-a5a6-ce0372ebe888,3,,,,3901185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['57ec2ca0-3e00-48b0-a034-0a4443f1b058'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,57ec2ca0-3e00-48b0-a034-0a4443f1b058,4,,,,3901185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['b116de3d-388f-400f-a5a6-ce0372ebe888'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bc745f48-6158-451a-af4c-4f749367d8c2,1812,,,,3901185,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Stade de Reims,156,['f874bf54-3f49-4b2b-9a97-34f1ea861c2a'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f874bf54-3f49-4b2b-9a97-34f1ea861c2a,1813,,,,3901185,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Stade de Reims,156,['bc745f48-6158-451a-af4c-4f749367d8c2'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.539909,,,,,,,,,,,,,00d85be2-9683-4230-a9ed-07dbcf6e687d,5,,,"[61.0, 40.1]",3901185,0,,,,,0.8379812,,Right Foot,,,,"[62.8, 42.1]",,Ground Pass,,2.6907248,,,,Yannis Salibur,3122.0,,,,,,Kick Off,1,From Kick Off,Jimmy Briand,3213.0,Left Center Forward,2,Guingamp,142,['fb2f698f-c3e7-425b-a7ff-59e9d3a8445f'],1,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.045,Pass,
,,,,,,,,,,,,,,,,,1.078993,,,,,,,,,,,,,3f667256-a468-4055-ae82-ff61e177ace8,8,,,"[62.9, 41.8]",3901185,0,,,,,-3.1100242,,Left Foot,,,,"[53.4, 41.5]",,Ground Pass,,9.504736,,,,Younousse Sankharé,3348.0,,,,,,,1,From Kick Off,Yannis Salibur,3122.0,Right Center Forward,2,Guingamp,142,['d9150490-ffda-48f3-a831-6f317bf01fd9'],1,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.625,Pass,
,,,,,,,,,,,,,,,,,0.901408,,,,,,,,,,,,,437b35d0-7db7-4151-a564-ff6e42db68e0,11,,,"[54.1, 42.4]",3901185,0,,,,,2.5259728,,Left Foot,,,,"[45.9, 48.2]",,Ground Pass,,10.043903,,,,Moustapha Elhadji Diallo,3121.0,,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Left Defensive Midfield,2,Guingamp,142,['011b8a72-38d3-4cd6-b69f-5676e0964f3d'],3,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:03.193,Pass,
,,,,,,,,,,,,,,,,,1.75887,,,,,,,,,,,,,45deebbf-2b51-494a-821d-05a0160d89e5,15,,,"[41.7, 50.3]",3901185,0,,,,,1.7917963,,Right Foot,,,,"[36.6, 73.0]",,Ground Pass,,23.265854,,,,Jonathan Martins-Pereira,3364.0,,,,,,,1,From Kick Off,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,2,Guingamp,142,"['60509d65-d516-410d-bf07-636658e03bb3', 'a551eff9-1f72-49b1-bb6c-5fed0348e359']",4,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:04.824,Pass,True
