50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c232d690-9283-48f2-b208-6e7b8cfdde41,1,,,,3901797,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 62713, 'name': 'Zecira Musovic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 26092, 'name': 'Amanda Ilestedt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 62710, 'name': 'Johanna Rytting-Kaneryd'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7f5ecd4b-fbd0-4994-b9fd-988f927dec72,2,,,,3901797,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 107491, 'name': 'Emily Ann Fox'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 219423, 'name': 'Naomi Haile Girma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 107917, 'name': 'Trinity Rain Moyer-Rodman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 49172, 'name': 'Sophia Olivia Smith'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",United States Women's,1214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,eb42178b-739c-4018-9796-f4c1c32bdc01,3,,,,3901797,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,['8b600736-9a2a-4c84-82ce-9538aebb7d8d'],0,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8b600736-9a2a-4c84-82ce-9538aebb7d8d,4,,,,3901797,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,['eb42178b-739c-4018-9796-f4c1c32bdc01'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7f71c268-dd40-4d61-887e-b7359505e7f0,1714,,,,3901797,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,United States Women's,1214,['f54915e6-5c00-44d2-93c5-8813abbac595'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f54915e6-5c00-44d2-93c5-8813abbac595,1715,,,,3901797,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,United States Women's,1214,['7f71c268-dd40-4d61-887e-b7359505e7f0'],0,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6af6d0d1-184d-4f3b-a8c1-ff3485b6b71b,3431,,,,3901797,90,,,,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,,,,185,United States Women's,1214,['68bb1ad2-7dce-49a6-8496-4050da00fe9f'],0,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,68bb1ad2-7dce-49a6-8496-4050da00fe9f,3432,,,,3901797,90,,,,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,,,,185,United States Women's,1214,['6af6d0d1-184d-4f3b-a8c1-ff3485b6b71b'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,964da985-318d-4c6c-8df9-65fc35130a3b,3915,,,,3901797,105,,,,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,,,,217,Sweden Women's,858,['d3d30929-e5ac-4beb-9663-67217513bf5f'],0,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d3d30929-e5ac-4beb-9663-67217513bf5f,3916,,,,3901797,105,,,,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,,,,217,Sweden Women's,858,['964da985-318d-4c6c-8df9-65fc35130a3b'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
