50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0b9c11a2-1b8a-4ead-a3cc-a455f4bd5294,1,,,3878609,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 90}, {'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 24683, 'name': 'Diego Ángel Capel Trinidad'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Genoa,233,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,aa8e528f-ca40-4a9d-a9a9-ebb4fb9413fb,2,,,3878609,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 3951, 'name': 'Mario Lemina'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7013, 'name': 'Stefano Sturaro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f11c1570-756c-41a2-b952-ecc694be2318,3,,,3878609,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['228d0add-7f6d-43d2-bc71-0e44078304a5'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,228d0add-7f6d-43d2-bc71-0e44078304a5,4,,,3878609,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Genoa,233,['f11c1570-756c-41a2-b952-ecc694be2318'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6825ff0a-6fe2-423f-87c4-1a0831d51ab4,1715,,,3878609,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Juventus,224,['f1890c9c-e23e-4cb2-858e-fb07d6d25e57'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f1890c9c-e23e-4cb2-858e-fb07d6d25e57,1716,,,3878609,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Juventus,224,['6825ff0a-6fe2-423f-87c4-1a0831d51ab4'],0,,,,,,,,,,,,,,,,,,Genoa,233,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.502603,,,,,,,,,,,,,,36de5096-9751-4545-a5d6-ba6e6cf31186,5,,"[60.0, 40.0]",3878609,0,,,,1.7894653,,Right Foot,,,,"[59.8, 40.9]",Ground Pass,,0.92195445,,,Juan Guillermo Cuadrado Bello,5689.0,,,,Kick Off,1,From Kick Off,Mario Mandžukić,5472.0,Center Forward,2,Juventus,224,['1f96d9a2-e542-4696-baef-5bb21744608e'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.700,Pass,
,,,,,,,,,,,,,,,,,,1.896731,,,,,,,,,,,,,,01f0f371-e1f1-47ef-a3e8-77be0245d85e,8,,"[57.5, 40.9]",3878609,0,,,,2.7728179,,Right Foot,,,,"[32.4, 50.6]",Ground Pass,,26.909107,,,Andrea Barzagli,6943.0,,,,,1,From Kick Off,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,2,Juventus,224,['f4a51ea3-62b3-4d44-b18e-da4b6c559cde'],1,,,,,,,,,,,,,,,,,,Juventus,224,00:00:01.824,Pass,
,,,,,,,,,,,,,,,,,,1.513519,,,,,,,,,,,,,,7733b692-5ce4-469b-ac9d-e03dbe6c1bfa,11,,"[31.2, 52.8]",3878609,0,,,,1.2159253,,Right Foot,,,,"[38.5, 72.5]",Ground Pass,,21.009047,,,Stephan Lichtsteiner,5541.0,,,,,1,From Kick Off,Andrea Barzagli,6943.0,Right Center Back,2,Juventus,224,['96d02558-08ee-4197-9078-26275bb8e97f'],4,,,,,,,,,,,,,,,,,,Juventus,224,00:00:04.757,Pass,
,,,,,,,,,,,,,,,,,,1.903039,,,,,,,,,,,,,,9c5fc3ae-6532-4e87-9877-663a60be1f7a,14,,"[45.0, 73.2]",3878609,0,,,,-0.35631126,,Right Foot,,,,"[89.6, 56.6]",High Pass,,47.589073,,,Mario Mandžukić,5472.0,,,,,1,From Kick Off,Stephan Lichtsteiner,5541.0,Right Back,2,Juventus,224,['bb450e8b-b2ab-4ef1-9c0c-7cae775a6d0f'],8,,,,,,,,,,,,,,,,,,Juventus,224,00:00:08.456,Pass,
