50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.724392,,,,,,,,,,,,,,db7be718-d617-4841-974d-ae17d5bab804,16,,,"[40.2, 15.1]",3879851,0,,,,,-1.6721429,,Right Foot,,,,"[39.0, 3.3]",,Ground Pass,,11.86086,,,Mattia De Sciglio,6944.0,,,,,Interception,1,From Kick Off,Alessio Romagnoli,7458.0,Left Center Back,2,Frosinone,291,"['03a5a89f-a7cf-455d-9130-268efab62600', '0f90db4e-3c4a-4d96-9737-c06698c6d9b7', 'd51d3a7d-a820-46d1-be98-e418a2fcc594']",8,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:08.696,Pass,True
,,,,,,,,,,,,,,,,,,5.02298,,,,,,,,,,,,,,3b822f11-c0cf-4ba1-b4d6-26f35e0d5762,20,,,"[38.6, 3.7]",3879851,0,,,,,0.045944657,,Right Foot,,,,"[90.8, 6.1]",,High Pass,,52.255142,Incomplete,,Mario Barwuah Balotelli,3371.0,,,,,,1,From Kick Off,Mattia De Sciglio,6944.0,Left Back,2,Frosinone,291,"['1ec2eb07-aacb-4016-9f33-d97640f62bda', '6471601f-71f6-438c-91f0-d772d31dfca3', 'f52bb14d-4ace-45f1-b101-40fcd6dfa4b7']",11,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:11.163,Pass,True
,,,,,,,,,,,,,,,,,,1.567923,,,,,,,,,,,,,,35f215d5-bb7b-46ff-aaf3-d5a5557032f3,24,,,"[25.9, 74.2]",3879851,0,,,,,-2.2318394,,Left Foot,,,,"[9.8, 53.5]",,Ground Pass,,26.224035,,,Francesco Bardi,13614.0,,,,,,1,From Kick Off,Adriano Russo,386509.0,Right Center Back,2,Frosinone,291,['92218624-4ac4-4b67-86bb-11d33ef1fb30'],17,,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:17.091,Pass,
,,,,,,,,,,,,,,,,,,1.029183,,,,,,,,,,,,,,7bd03158-0084-4dec-818b-088c1786d641,27,,,"[10.2, 53.5]",3879851,0,,,,,0.012447489,,Right Foot,,,,"[34.3, 53.8]",,Ground Pass,,24.101868,,,Paolo Sammarco,23349.0,,,,,,1,From Kick Off,Francesco Bardi,13614.0,Goalkeeper,2,Frosinone,291,['6adf36f4-f777-493e-bc39-59986d56bd4d'],18,,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:18.716,Pass,
,,,,,,,,,,,,,,,,,,2.32995,,,,,,,,,,,,,,b75414a5-56c4-493c-9018-a74c1a5cd1e2,30,,,"[34.5, 54.0]",3879851,0,,,,,0.95003843,,Right Foot,,,,"[47.8, 72.6]",,High Pass,,22.865913,,,Luca Paganini,23470.0,,,,,,1,From Kick Off,Paolo Sammarco,23349.0,Left Defensive Midfield,2,Frosinone,291,['17b02791-634e-4334-b699-da446be76c0b'],19,,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:19.785,Pass,
,,,,,,,,,,,,,,,,,,1.399872,,,,,,,,,,,,,,93ce7c11-5008-40c8-8af2-a5ad7b11c7d3,36,,,"[50.2, 71.2]",3879851,0,,,,,-2.4600663,,Right Foot,,,,"[35.9, 59.6]",,Ground Pass,,18.413311,,,Adriano Russo,386509.0,,,,,Free Kick,1,From Free Kick,Matteo Ciofani,31721.0,Right Back,3,Frosinone,291,['e2bebd90-9904-4ce4-9aa5-4f9ab3350c74'],40,,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:40.646,Pass,
,,,,,,,,,,,,,,,,,,2.679659,,,,,,,,,,,,,,2ec310e2-abaf-4b21-86fc-a051ad435674,39,,,"[44.0, 59.2]",3879851,0,,,,,-1.7176602,,Right Foot,,,,"[39.0, 25.4]",,Ground Pass,,34.16782,,,Arlind Afrim Ajeti,8291.0,,,,,,1,From Free Kick,Adriano Russo,386509.0,Right Center Back,3,Frosinone,291,['01abd1f6-21dc-42bf-b178-f73502e5f7bb'],45,,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:45.808,Pass,
,,,,,,,,,,,,,,,,,,1.25282,,,,,,,,,,,,,,9fbe5e09-7978-4477-9f26-19ea256c3d8a,42,,,"[46.0, 24.0]",3879851,0,,,,,-0.9849843,,Right Foot,,,,"[60.0, 2.9]",,Ground Pass,,25.322124,,,Roberto Crivello,296873.0,,,,,,1,From Free Kick,Arlind Afrim Ajeti,8291.0,Left Center Back,3,Frosinone,291,['f70caeb5-018f-4b4b-abbc-120ad98af26c'],49,,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:49.382,Pass,
,,,,,,,,,,,,,,,,,,3.427071,,,,,,,,,,,,,,c61a79a6-f2e5-4fcd-b5d4-98046637ef0c,45,,,"[63.5, 1.3]",3879851,0,,,,,0.42112008,,Left Foot,,,,"[111.5, 22.8]",,High Pass,,52.59515,Incomplete,,Daniel Ciofani,13613.0,,,,,,1,From Free Kick,Roberto Crivello,296873.0,Left Back,3,Frosinone,291,"['0c9c0b22-678e-4303-8b5c-a16f062c2ab3', 'b945d930-f05f-496c-bfe0-cca9092f4b15']",52,,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:52.063,Pass,
,,,,,,,,,,,,,,,,,,1.561652,,,,,,,,,,,,,,db4aaba4-703f-4310-bf40-e600841b6dee,49,,,"[3.8, 66.7]",3879851,0,,,,,0.24417545,,Right Foot,,,,"[33.1, 74.0]",,High Pass,,30.195696,Incomplete,,Juraj Kucka,10919.0,,,,,,1,From Free Kick,Alessio Romagnoli,7458.0,Left Center Back,3,Frosinone,291,"['7b0d6fcf-ad64-4167-bbfc-a37c4c38dfcc', 'e3ca5d3e-2939-4cda-95f9-4534be6a7941']",57,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:57.267,Pass,
,,,,,,,,,,,,,,,,,,0.641254,,,,,,,,,,,,,,7b0d6fcf-ad64-4167-bbfc-a37c4c38dfcc,51,,,"[87.0, 6.1]",3879851,0,,,,,0.475343,,Head,,,,"[93.8, 9.6]",,Low Pass,,7.6478753,,,Federico Dionisi,24235.0,,,,,Recovery,1,From Free Kick,Paolo Sammarco,23349.0,Left Defensive Midfield,3,Frosinone,291,"['3f27ce81-9455-4ffa-b86b-b465daa7b8a3', 'db4aaba4-703f-4310-bf40-e600841b6dee']",58,,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:58.828,Pass,
,,,,,,,,,,,,,,,,,,1.261481,,,,,,,,,,,,,,b665ecd2-8eb7-44df-a9cc-5156879fb0b4,55,,,"[95.6, 3.1]",3879851,1,,,,,2.224101,,Right Foot,,,,"[89.4, 11.2]",,Low Pass,,10.20049,,,Paolo Sammarco,23349.0,,,,,,1,From Free Kick,Federico Dionisi,24235.0,Right Center Forward,3,Frosinone,291,"['3dee65dc-d68f-4c3d-ac8b-4c9a6a079052', '858381bb-77b2-4730-a35e-f472c8733063']",0,,,,,,,,,,,,,,,,,,,Frosinone,291,00:01:00.965,Pass,True
,,,,,,,,,,,,,,,,,,0.977789,,,,,,,,,,,,,,043a11b1-b4b9-4c10-8ee6-867988853263,58,,,"[88.6, 12.2]",3879851,1,,,,,1.0659349,,Right Foot,,,,"[97.0, 27.4]",,Ground Pass,,17.366634,,,Daniel Ciofani,13613.0,,,,,,1,From Free Kick,Paolo Sammarco,23349.0,Left Defensive Midfield,3,Frosinone,291,['1d034a5b-123d-4047-9c43-c37571dbb17e'],2,,,,,,,,,,,,,,,,,,,Frosinone,291,00:01:02.718,Pass,
,,,,,,,,,,,,,,,,,,1.60569,,,,,,,,,,,,,,227c452c-b6ff-400c-b190-385ca7e0f400,61,,,"[95.0, 28.0]",3879851,1,,,,,1.4121411,8628c5a7-a8fa-444d-bedb-d936498df5a5,Left Foot,,,,"[97.0, 40.5]",True,Ground Pass,,12.658989,,,Luca Paganini,23470.0,,,,,,1,From Free Kick,Daniel Ciofani,13613.0,Left Center Forward,3,Frosinone,291,"['1d274eb0-fab7-4b2c-ad48-09528796e20b', '9bc36b3f-3190-4f6d-b06e-b5c2947673d4']",3,,,,,,,,,,,,,,,,,,,Frosinone,291,00:01:03.695,Pass,True
,,,,,,,,,,,,,,,,,,1.003829,,,,,,,,,,,,,,e68a2af1-eade-46a0-b674-e585c9c881ed,65,,,"[61.0, 40.1]",3879851,1,,True,,,-3.0198572,,Right Foot,,,,"[42.2, 37.8]",,Ground Pass,,18.940168,,,Alessio Romagnoli,7458.0,,,,,Kick Off,1,From Kick Off,Keisuke Honda,5683.0,Center Attacking Midfield,4,AC Milan,243,['0eb9fcd6-e8ac-4dc0-a911-39928bd88bab'],40,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:40.536,Pass,
,,,,,,,,,,,,,,,,,,2.927816,,,,,,,,,,,,,,3ab1f005-f2ae-44f6-980b-168b8f88c8ae,67,,,"[40.6, 37.6]",3879851,1,,,,,0.4918092,,Left Foot,,,,"[88.2, 63.1]",,High Pass,,54.00009,,,Juraj Kucka,10919.0,,,,,,1,From Kick Off,Alessio Romagnoli,7458.0,Left Center Back,4,AC Milan,243,['7c8eded0-7ad3-41b2-be30-9dead87784b0'],44,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:44.218,Pass,
,,,,,,,,,,,,,,,,,,1.519791,,,,,,,,,,,,,,888f8708-0235-4204-b6f5-3bf8a5a58193,69,,,"[88.2, 63.1]",3879851,1,,,,True,-0.28075516,,,,,,"[109.7, 56.9]",,High Pass,,22.376102,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Kick Off,Juraj Kucka,10919.0,Right Center Midfield,4,AC Milan,243,"['30e487ca-2693-4d4f-b3b9-36e753cf2ec9', '5a92f646-f83f-44a8-9f0b-fee705f02f7a', 'bed98e5a-5dc2-49e6-80b9-e743bbbb17ad']",47,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:47.146,Pass,True
,,,,,,,,,,,,,,,,,,1.530276,,,,,,,,,,,,,,12ba8fe1-c6ec-4086-84f6-168015afa77d,74,,,"[110.9, 66.7]",3879851,1,,,,,2.2443042,,Right Foot,,,,"[103.0, 76.6]",,Ground Pass,,12.665702,,,Keisuke Honda,5683.0,,,,,Recovery,1,From Kick Off,Carlos Arturo Bacca Ahumada,5688.0,Right Center Forward,4,AC Milan,243,"['08c832f4-7c54-44da-96fb-1b857f17a5ed', '3007e915-226a-4f8d-8f51-2f192132c8d6']",50,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:50.330,Pass,True
,,,,,,,,,,,,,,,,,,0.696483,,,,,,,,,,,,,,001b0225-4bd1-482f-9c53-edf56ca64aec,78,,,"[102.6, 77.2]",3879851,1,,,,,-1.0749018,,Right Foot,,,,"[105.9, 71.1]",,Ground Pass,,6.935416,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Kick Off,Keisuke Honda,5683.0,Center Attacking Midfield,4,AC Milan,243,"['91855c99-bba4-4747-813c-b15643ba964a', 'd491db19-b613-49cc-ac10-a9d340d33172']",52,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:52.334,Pass,True
,,,,,,,,,,,,,,,,,,0.782127,,,,,,,,,,,,,,1d62da7f-0fdf-4951-b581-44b4a7e08d7a,82,,,"[104.9, 68.7]",3879851,1,,,,,-1.4691075,,Right Foot,,,,"[105.9, 58.9]",,Ground Pass,,9.850888,,,Juraj Kucka,10919.0,,,,,,1,From Kick Off,Carlos Arturo Bacca Ahumada,5688.0,Right Center Forward,4,AC Milan,243,"['70c0709f-3038-4a54-a17d-089ad475a94d', '7e38c71b-fa90-4f81-be16-561805fff7ba']",54,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:54.016,Pass,True
,,,,,,,,,,,,,,,,,,1.521991,,,,,,,,,,,,,,57309058-6d02-4f0f-8d6f-bacceef138e7,84,,,"[105.9, 58.9]",3879851,1,,,,,-2.6285348,,Right Foot,,,,"[98.8, 54.9]",,Ground Pass,,8.149233,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Kick Off,Juraj Kucka,10919.0,Right Center Midfield,4,AC Milan,243,"['4dae2c1b-c560-450b-97c5-876bcfa89fd6', 'a3993d3b-f0eb-4292-b16d-3e7dea4dfcfc']",54,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:54.798,Pass,
,,,,,,,,,,,,,,,,,,1.114838,,,,,,,,,,,,,,a3993d3b-f0eb-4292-b16d-3e7dea4dfcfc,87,,,"[21.3, 25.2]",3879851,1,,,,,0.663203,,Left Foot,,,,"[30.9, 32.7]",,Ground Pass,,12.182364,,,Federico Dionisi,24235.0,,,,,Recovery,1,Regular Play,Paolo Sammarco,23349.0,Left Defensive Midfield,5,Frosinone,291,"['57309058-6d02-4f0f-8d6f-bacceef138e7', '8455d4b2-276d-4687-b4d5-625aea51a1dc', 'f3842561-9c93-440d-a2d1-ce476b066afa']",56,,,,,,,,,,,,,,,,,,,Frosinone,291,00:01:56.320,Pass,True
,,,,,,,,,,,,,,,,,,2.334889,,,,,,,,,,,,,,ab1deae8-8f10-4212-a916-2f21b6cd9a46,93,,,"[36.9, 30.2]",3879851,2,,True,,,-1.0405805,,Right Foot,,,,"[52.2, 4.1]",,Ground Pass,,30.253925,,,Roberto Crivello,296873.0,,,,,Free Kick,1,From Free Kick,Arlind Afrim Ajeti,8291.0,Left Center Back,6,Frosinone,291,['8dd8be3e-c0ea-403c-abde-73426f77923a'],26,,,,,,,,,,,,,,,,,,,Frosinone,291,00:02:26.033,Pass,
,,,,,,,,,,,,,,,,,,1.559009,,,,,,,,,,,,,,65c0c4c2-b04c-447d-917a-25226b86f239,95,,,"[52.4, 4.7]",3879851,2,,True,,,1.064578,,Left Foot,,,,"[84.5, 62.6]",,High Pass,,66.20287,,,Luca Paganini,23470.0,,True,,,,1,From Free Kick,Roberto Crivello,296873.0,Left Back,6,Frosinone,291,['fe01ba64-395e-4540-96dd-5fd6ddbba196'],30,,,,,,,,,,,,,,,,,,,Frosinone,291,00:02:30.902,Pass,
,,,,,,,,,,,,,,,,,,2.399814,,,,,,,,,,,,,,4f1afde1-a4be-49f8-bdf0-27288f010760,97,,,"[84.5, 62.6]",3879851,2,,True,,,-0.3265049,b98dd358-63b5-4587-b196-083f1652540b,Head,,,,"[103.4, 56.2]",,Low Pass,,19.954197,,,Daniel Ciofani,13613.0,True,,,,,1,From Free Kick,Luca Paganini,23470.0,Right Midfield,6,Frosinone,291,['fa8f6cdb-6bf9-44e4-b434-459b1795b2b2'],32,,,,,,,,,,,,,,,,,,,Frosinone,291,00:02:32.547,Pass,
,,,,,,,,,,,,,,,,,,2.227825,,,,,,,,,,,,,,56b628f6-f597-4742-9b28-1b86fd3280e0,104,,,"[120.0, 80.0]",3879851,3,,,,,-1.5707964,,Left Foot,,,,"[120.0, 30.1]",,High Pass,True,49.9,Out,,,,,True,Inswinging,,Corner,1,From Corner,Oliver Kragl,8793.0,Left Midfield,7,Frosinone,291,,11,,,,,,,,,,,,,,,,,,,Frosinone,291,00:03:11.614,Pass,
,,,,,,,,,,,,,,,,,,3.671256,,,,,,,,,,,,,,e44ea211-9a91-47e9-b75d-4d347aeed63b,105,,,"[7.0, 44.1]",3879851,3,,,,,-0.32230705,,Right Foot,,,,"[60.9, 26.1]",,High Pass,,56.826138,,,Mario Barwuah Balotelli,3371.0,,,,,Goal Kick,1,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,8,AC Milan,243,['8f223df9-2021-468f-ac71-c74703cdafa4'],36,,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:36.730,Pass,
,,,,,,,,,,,,,,,,,,1.243582,,,,,,,,,,,,,,94d3f8ca-e4a1-4c16-868f-f8d038976398,109,,,"[62.9, 35.0]",3879851,3,,,,,1.9993706,,Right Foot,,,,"[57.6, 46.6]",,Ground Pass,,12.753431,,,Juraj Kucka,10919.0,,,,,,1,From Goal Kick,Mario Barwuah Balotelli,3371.0,Left Center Forward,8,AC Milan,243,"['6e4f0dff-b8b3-4188-af79-b96584622917', 'f0b6ea1a-a9b4-4d0f-81b5-867da610436e']",42,,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:42.877,Pass,True
,,,,,,,,,,,,,,,,,,1.358261,,,,,,,,,,,,,,74a2350b-80bd-4acc-9e9b-6136251d2611,113,,,"[82.8, 68.7]",3879851,3,,,,,0.45863512,,Right Foot,,,,"[98.8, 76.6]",,Ground Pass,,17.844048,,,Ignazio Abate,7463.0,,,,,,1,From Goal Kick,Juraj Kucka,10919.0,Right Center Midfield,8,AC Milan,243,['cbeda0a3-da5f-40a9-bf21-68754bddbe7d'],49,,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:49.070,Pass,
,,,,,,,,,,,,,,,,,,0.048604,,,,,,,,,,,,,,15f855fd-3c76-4326-a4e7-7c46e6ad587d,116,,,"[111.3, 77.4]",3879851,3,,,,,-1.4219064,,Right Foot,,,,"[111.9, 73.4]",,Low Pass,,4.0447497,Incomplete,,Mario Barwuah Balotelli,3371.0,,,,,,1,From Goal Kick,Ignazio Abate,7463.0,Right Back,8,AC Milan,243,"['5d94de63-1c9d-4c27-9837-d6b9a8f682dc', '93cde4c4-89ee-4f63-b5d2-5deb3c33d1ea']",53,,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:53.907,Pass,
