50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,495e6929-23ec-4260-a3b6-033366af1b8b,1,,,3879605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d0f7d932-5564-4ba7-9ff9-de43592aae0b,2,,,3879605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 11602, 'name': 'Raffaele Maiello'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 22041, 'name': 'Marko Livaja'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 39}]}",Empoli,290,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f1638ffa-4df5-4efe-9033-86153731a1e1,3,,,3879605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['ded16bb9-1cc8-4c5c-aa5d-77207f64d1fa'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ded16bb9-1cc8-4c5c-aa5d-77207f64d1fa,4,,,3879605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['f1638ffa-4df5-4efe-9033-86153731a1e1'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0bfba227-ce30-4d5e-99b3-134d6450da2f,1711,,,3879605,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,123,Palermo,2256,['e8b3661a-82f4-4d9c-89a4-3d1ec3002b83'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e8b3661a-82f4-4d9c-89a4-3d1ec3002b83,1712,,,3879605,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,123,Palermo,2256,['0bfba227-ce30-4d5e-99b3-134d6450da2f'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.578005,,,,,,,,,,,,,,de8b241c-1286-41cc-b805-e8f26c3d32ef,5,,"[61.0, 40.1]",3879605,0,,True,,,1.1659045,,Right Foot,,,,"[62.5, 43.6]",Ground Pass,,3.8078866,,,,Manuel Pucciarelli,7054.0,,,,,Kick Off,1,From Kick Off,Marko Livaja,22041.0,Left Center Forward,2,Empoli,290,['d34d66f6-7a3e-4653-bb9f-cdca16ede4d3'],0,,,,,,,,,,,,,,,,,Empoli,290,00:00:00.659,Pass,
,,,,,,,,,,,,,,,,,,,1.771754,,,,,,,,,,,,,,93cccd05-3676-4cfc-8931-94786331251a,8,,"[76.7, 47.0]",3879605,0,,,,,1.5707964,,Right Foot,,,,"[76.7, 68.3]",Low Pass,,21.3,,,,Riccardo Saponara,7150.0,,,,,,1,From Kick Off,Manuel Pucciarelli,7054.0,Right Center Forward,2,Empoli,290,"['45cc90c0-ee38-45f7-b062-e994b2ec5449', '6e39394f-651e-4468-bf84-a3fff4f9dd9c']",3,,,,,,,,,,,,,,,,,Empoli,290,00:00:03.261,Pass,True
,,,,,,,,,,,,,,,,,,,1.210875,,,,,,,,,,,,,,679b3dc5-c14b-4220-8ae3-4b54747fb04b,11,,"[86.1, 72.9]",3879605,0,,,,,0.9324765,,Right Foot,,,,"[88.4, 76.0]",Ground Pass,,3.8600519,,,,Marco Zambelli,40250.0,,,,,,1,From Kick Off,Riccardo Saponara,7150.0,Center Attacking Midfield,2,Empoli,290,['be41ff24-d971-4a80-a603-c183baeb346f'],7,,,,,,,,,,,,,,,,,Empoli,290,00:00:07.038,Pass,
,,,,,,,,,,,,,,,,,,,1.177698,,,,,,,,,,,,,,c5b519b3-f554-4fac-b00f-2d776f78849a,15,,"[84.5, 77.3]",3879605,0,,,,,-3.0110266,,Right Foot,,,,"[74.6, 76.0]",Ground Pass,,9.984989,,,,Piotr Zieliński,5660.0,,,,,,1,From Kick Off,Marco Zambelli,40250.0,Right Back,2,Empoli,290,"['0f8d9c20-2c2f-4190-81b8-b9bfe9eebc80', '24a15f77-f84f-4964-9a3e-471cd7dcf29c']",9,,,,,,,,,,,,,,,,,Empoli,290,00:00:09.823,Pass,True
