50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2f5a76b8-39d5-406f-bbf3-e9846cc5900d,1,,,3879805,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 36770, 'name': 'Mauricio Ricardo Pinilla Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 51}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,83fd6410-49e4-46f3-a58c-40470691b62e,2,,,3879805,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 7463, 'name': 'Ignazio Abate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6360, 'name': 'Cristian Eduardo Zapata Valencia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 91}, {'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 70}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,58e5fe36-9187-4d16-a3e4-5c6d75178a42,3,,,3879805,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['13154083-73f7-460b-bf6b-0da6d0c9a512'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,13154083-73f7-460b-bf6b-0da6d0c9a512,4,,,3879805,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['58e5fe36-9187-4d16-a3e4-5c6d75178a42'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c9719e22-be8f-40c9-9a26-ebacea3f12cf,1640,,,3879805,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Atalanta,228,['d5fc814b-b08c-419e-a130-98c9f7ed1fbf'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d5fc814b-b08c-419e-a130-98c9f7ed1fbf,1641,,,3879805,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Atalanta,228,['c9719e22-be8f-40c9-9a26-ebacea3f12cf'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.552276,,,,,,,,,,,,,,40c069ec-262a-48a7-b380-71d0d49b8f24,5,,"[61.0, 40.1]",3879805,0,,,,-3.0166857,,Left Foot,,,"[38.7, 37.3]",,Ground Pass,,22.475098,,,,Gabriel Alejandro Paletta,38237.0,,,,Kick Off,1,From Kick Off,Alessandro Diamanti,19847.0,Center Attacking Midfield,2,Atalanta,228,['cff588dd-3103-45a0-bba9-e0362186f4f8'],1,,,,,,,,,,,,,,,,,Atalanta,228,00:00:01.494,Pass,
,,,,,,,,,,,,,,,2.315325,,,,,,,,,,,,,,3d663882-74a1-44c1-abd0-028fc81da4a3,8,,"[38.8, 37.1]",3879805,0,,,,0.28243828,,Right Foot,,,"[89.8, 51.9]",,High Pass,,53.10405,,Incomplete,,,,,,,,1,From Kick Off,Gabriel Alejandro Paletta,38237.0,Left Center Back,2,Atalanta,228,['d9f018bc-5cc4-4869-ba93-8799b85e5a5f'],4,,,,,,,,,,,,,,,,,Atalanta,228,00:00:04.324,Pass,
,,,,,,,,,,,,,,,0.698146,,,,,,,,,,,,,,d9f018bc-5cc4-4869-ba93-8799b85e5a5f,9,,"[30.3, 28.2]",3879805,0,,,,-0.43984258,,Other,,,"[35.4, 25.8]",,Low Pass,,5.6364884,,,,Andrea Bertolacci,7147.0,,,,Recovery,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,3,AC Milan,243,"['3d663882-74a1-44c1-abd0-028fc81da4a3', '4af792d1-222a-4e12-9fe8-6eab10ba3e93']",6,,,,,,,,,,,,,,,,,AC Milan,243,00:00:06.639,Pass,
,,,,,,,,,,,,,,,3.436886,,,,,,,,,,,,,,efbff4c1-0a00-431e-8d81-c580e3320a01,13,,"[36.2, 26.3]",3879805,0,,,,2.008653,,Left Foot,,,"[23.7, 53.0]",,High Pass,,29.48118,,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,1,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,3,AC Milan,243,"['327dc2a5-c44d-4e6b-9bca-49dc86e0c94a', 'd531eec5-7b63-4ef3-93ed-57cb54179365']",7,,,,,,,,,,,,,,,,,AC Milan,243,00:00:07.768,Pass,True
