bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,22a90cfb-dbd2-499a-840d-4d67b4421b0d,1,,,,3890506,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 35033, 'name': 'Slobodan Rajković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 35}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 34}, {'player': {'id': 13675, 'name': 'Mario Vrančić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,4c50c611-9218-4658-90fd-e42ec898a047,2,,,,3890506,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 27639, 'name': 'Artem Kravets'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,cc40866f-9941-4ac3-8015-0e71426181fc,3,,,,3890506,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,['1bf05b16-accd-44c3-8d85-38bc537aa052'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,1bf05b16-accd-44c3-8d85-38bc537aa052,4,,,,3890506,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,['cc40866f-9941-4ac3-8015-0e71426181fc'],0,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,829894a0-177b-4a19-a749-7217103fb1a8,1193,,,,3890506,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,83,VfB Stuttgart,174,['aeed9383-f0d5-4251-8361-5841508d06a6'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,aeed9383-f0d5-4251-8361-5841508d06a6,1194,,,,3890506,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,83,VfB Stuttgart,174,['829894a0-177b-4a19-a749-7217103fb1a8'],0,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.586633,,,,,,,,,,,,92392790-6838-4d82-a328-365e8c4bd87c,5,,,"[60.0, 40.0]",3890506,0,,,,,1.8622531,,Left Foot,,"[59.7, 41.0]",,Ground Pass,,1.0440307,,,Sandro Wagner,9723.0,,,,,Kick Off,1,From Kick Off,Mario Vrančić,13675.0,Center Attacking Midfield,2,Darmstadt 98,872,['b22352ad-591c-42ef-98ad-6bde7d4c833a'],0,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.593,Pass,
,,,,,,,,,,,,,2.347679,,,,,,,,,,,,75df40e5-b932-4286-a8ed-1ee70fe12d14,9,,,"[63.8, 58.7]",3890506,0,,,,,0.37783733,,Right Foot,,"[102.6, 74.1]",,High Pass,,41.74446,,,Marcel Heller,9401.0,,,,,,1,From Kick Off,Sandro Wagner,9723.0,Center Forward,2,Darmstadt 98,872,"['5099f481-112b-494d-a60f-0c4c54b15ecd', '6787a595-fe19-4e94-a938-bf20b2ba177a']",4,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:04.728,Pass,True
,,,,,,,,,,,,,3.588655,,,,,,,,,,,,28669251-3362-4948-8552-245fa2b44d8b,19,,,"[56.3, 57.2]",3890506,0,,,,,-2.7819455,,Right Foot,,"[18.8, 43.1]",,Ground Pass,,40.0632,,,Christian Mathenia,8306.0,,,,,,1,From Kick Off,Aytac Sulu,9217.0,Right Center Back,2,Darmstadt 98,872,"['52950bec-9268-4914-b81b-f1d7ec24338b', 'c1a47592-63ab-4f55-a755-91fe245b7d1a']",14,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:14.964,Pass,True
,,,,,,,,,,,,,3.903587,,,,,,,,,,,,5b4ece73-7d68-42b5-9d7a-e26c2cafb5b9,22,,,"[18.5, 43.4]",3890506,0,,,,,-0.34434307,,Right Foot,,"[85.7, 19.3]",,High Pass,,71.39082,Incomplete,,Mario Vrančić,13675.0,,,,,,1,From Kick Off,Christian Mathenia,8306.0,Goalkeeper,2,Darmstadt 98,872,"['62fc2cdb-bfda-44a9-8511-8daab6820b8a', 'eed91392-908f-4943-84f0-b9ef54c1ff63']",18,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:18.700,Pass,
