50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.580803,,,,,,,,,,,,,,,b981cb9f-c827-4db6-b1e5-04c4228d9a07,631,,"[64.7, 27.0]",3890393,17,,,,,1.0214218,,Right Foot,,"[70.7, 36.8]",,Ground Pass,,11.490866,,,Slobodan Medojević,9216.0,,,,,,1,From Keeper,Marc Stendera,10896.0,Left Center Midfield,35,Eintracht Frankfurt,184,['8c57ce2f-13ad-481b-ab23-4784e86ee3ad'],4,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:04.869,Pass,
,,,,,,,,,,,,,,,,,0.492285,,,,,,,,,,,,,,,37459360-d426-4836-887e-7e2238adc2b1,634,,"[70.3, 37.3]",3890393,17,,,,,-2.2125368,,Right Foot,,"[63.5, 28.2]",,Ground Pass,,11.360018,,,Marc Stendera,10896.0,,,,,,1,From Keeper,Slobodan Medojević,9216.0,Right Center Midfield,35,Eintracht Frankfurt,184,['032a6c3e-dccd-4509-b48b-4b3a28414ddd'],6,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:06.123,Pass,
,,,,,,,,,,,,,,,,,1.442389,,,,,,,,,,,,,,,c0d26f7b-2bf5-4bd6-bf7a-057b32b564c1,637,,"[68.6, 27.8]",3890393,17,,,,,-0.43984258,,Right Foot,,"[78.8, 23.0]",,Ground Pass,,11.272977,,,Slobodan Medojević,9216.0,,,,,,1,From Keeper,Marc Stendera,10896.0,Left Center Midfield,35,Eintracht Frankfurt,184,['fa4a46b2-8170-4c6d-aa16-6f6f03021ec1'],8,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:08.223,Pass,
,,,,,,,,,,,,,,,,,0.97878,,,,,,,,,,,,,,,10059c77-8814-488e-b260-580d0723e99b,640,,"[82.8, 19.2]",3890393,17,,,,,-0.94462276,,Right Foot,,"[94.3, 3.3]",,Ground Pass,,19.622946,,,Mijat Gaćinović,8669.0,,,,,,1,From Keeper,Slobodan Medojević,9216.0,Right Center Midfield,35,Eintracht Frankfurt,184,['4452a7cb-bc47-4d38-83dd-122b83b86bd4'],9,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:09.859,Pass,
,,,,,,,,,,,,,,,,,2.625245,,,,,,,,,,,,,,,b3b07490-e57e-4cb3-b268-c57c64ed04aa,647,,"[92.1, 6.9]",3890393,17,,,,,0.49656466,,Right Foot,,"[114.8, 19.2]",,Ground Pass,,25.81821,,,Slobodan Medojević,9216.0,,,,,,1,From Keeper,Mijat Gaćinović,8669.0,Left Wing,35,Eintracht Frankfurt,184,['fd223321-22ab-479a-9d4b-52f0e6b01a0d'],12,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:12.383,Pass,
,,,,,,,,,,,,,,,,,0.218279,,,,,,,,,,,,,,,b37678c8-8b61-4250-b089-547fcf0b181b,650,,"[117.0, 20.6]",3890393,17,,,,,1.7681919,,Left Foot,,"[116.6, 22.6]",,Ground Pass,,2.0396078,Incomplete,,Bastian Oczipka,8504.0,,,,,,1,From Keeper,Slobodan Medojević,9216.0,Right Center Midfield,35,Eintracht Frankfurt,184,"['37574dde-a751-432d-a548-77e81bb79f30', '7c2b8341-7071-4dc1-a4ad-cd4d035e2afe', '9a7cae64-34be-4656-b40e-aadbc9d25991']",15,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:15.008,Pass,True
,,,,,,,,,,,,,,,,,3.452303,,,,,,,,,,,,,,,3e215aca-601d-420a-aa00-3c038773f255,655,,"[11.2, 68.6]",3890393,17,,,,,-0.40867588,,Right Foot,,"[71.7, 42.4]",,High Pass,,65.929436,Incomplete,,Sandro Wagner,9723.0,,,,,,1,From Keeper,Aytac Sulu,9217.0,Right Center Back,35,Eintracht Frankfurt,184,"['83c50430-7eb4-4247-a3b7-cbebdfb5dd15', 'f175d266-1ec0-40eb-b728-ecbaf2585b7c']",18,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:17:18.711,Pass,
,,,,,,,,,,,,,,,,,3.595805,,,,,,,,,,,,,,,f175d266-1ec0-40eb-b728-ecbaf2585b7c,657,,"[48.4, 37.7]",3890393,17,,,,,3.0484054,,Head,,"[16.3, 40.7]",,Low Pass,,32.239883,,,Lukáš Hrádecký,8667.0,,,,,Recovery,1,From Keeper,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,35,Eintracht Frankfurt,184,"['3e215aca-601d-420a-aa00-3c038773f255', '7a9cc12e-208b-4de8-9743-d2d216cb4ee1']",22,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:22.163,Pass,
,,,,,,,,,,,,,,,,,1.725868,,,,,,,,,,,,,,,43aa8444-6e64-46a8-853e-466bb4afb7ec,660,,"[15.2, 38.1]",3890393,17,,,,,-0.8301444,,Right Foot,,"[31.2, 20.6]",,Ground Pass,,23.711811,,,David Ángel Abraham,8678.0,,,,,,1,From Keeper,Lukáš Hrádecký,8667.0,Goalkeeper,35,Eintracht Frankfurt,184,['e85b0082-ea40-4ed4-b269-6b2789e7b54e'],26,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:26.242,Pass,
,,,,,,,,,,,,,,,,,1.627591,,,,,,,,,,,,,,,40798d7d-e0b2-445f-b398-5e9c7462fbe4,663,,"[33.4, 20.6]",3890393,17,,,,,0.99039817,,Right Foot,,"[45.4, 38.9]",,Ground Pass,,21.883556,,,Stefan Reinartz,400619.0,,,,,,1,From Keeper,David Ángel Abraham,8678.0,Left Center Back,35,Eintracht Frankfurt,184,['005db1a6-646e-4e47-9ed7-6c70132c8e0b'],28,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:28.484,Pass,
,,,,,,,,,,,,,,,,,1.783316,,,,,,,,,,,,,,,9b799d8a-3356-49d8-b8ef-6236a9b98d72,666,,"[49.7, 48.9]",3890393,17,,,,,1.8925469,,Right Foot,,"[44.6, 64.2]",,Ground Pass,,16.127617,,,Carlos Augusto Zambrano Ochandarte,36359.0,,,,,,1,From Keeper,Stefan Reinartz,400619.0,Center Defensive Midfield,35,Eintracht Frankfurt,184,['d3dddea1-f6d5-4d08-ab41-71299464a121'],33,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:33.397,Pass,
,,,,,,,,,,,,,,,,,1.769524,,,,,,,,,,,,,,,f3700941-22ba-43c0-9d56-f93951d65280,669,,"[42.8, 63.8]",3890393,17,,,,,-1.5014632,,Right Foot,,"[45.8, 20.6]",,Ground Pass,,43.304043,,,David Ángel Abraham,8678.0,,True,,,,1,From Keeper,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,35,Eintracht Frankfurt,184,['a365919d-9943-41f0-bc7c-49c15bf68afd'],35,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:35.665,Pass,
,,,,,,,,,,,,,,,,,1.929712,,,,,,,,,,,,,,,633a8142-d963-41b7-bac9-627f4f6cabcf,672,,"[49.3, 23.0]",3890393,17,,,,,-1.293838,,Right Foot,,"[54.9, 3.3]",,Ground Pass,,20.480478,,,Bastian Oczipka,8504.0,,,,,,1,From Keeper,David Ángel Abraham,8678.0,Left Center Back,35,Eintracht Frankfurt,184,['bbc151ff-055b-40cd-8ec4-319c40d5ac21'],38,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:38.999,Pass,
,,,,,,,,,,,,,,,,,2.394779,,,,,,,,,,,,,,,95f11b23-8262-4738-9585-0d417dd7c623,675,,"[56.1, 9.8]",3890393,17,,,,,2.1999688,,Left Foot,,"[44.6, 25.6]",,Ground Pass,,19.542006,,,David Ángel Abraham,8678.0,,,,,,1,From Keeper,Bastian Oczipka,8504.0,Left Back,35,Eintracht Frankfurt,184,['f2d2dfab-7b03-4181-a628-c421cccce402'],42,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:42.063,Pass,
,,,,,,,,,,,,,,,,,2.69726,,,,,,,,,,,,,,,eb7e5158-8e1e-4a4a-a243-6f3f72ed9ebd,678,,"[60.9, 47.9]",3890393,17,,,,,-1.0557235,,Right Foot,,"[84.9, 5.5]",,High Pass,,48.72125,,,Mijat Gaćinović,8669.0,,True,,,,1,From Keeper,David Ángel Abraham,8678.0,Left Center Back,35,Eintracht Frankfurt,184,['53dd667e-abe9-49a2-a9fa-691a7730f6ed'],49,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:49.905,Pass,
,,,,,,,,,,,,,,,,,1.250301,,,,,,,,,,,,,,,958c5df0-09a1-4ed2-93cc-fac6c1631074,682,,"[86.2, 7.3]",3890393,17,,,,,3.1415927,,Left Foot,,"[72.0, 7.3]",,Ground Pass,,14.2,,,Bastian Oczipka,8504.0,,,,,,1,From Keeper,Mijat Gaćinović,8669.0,Left Wing,35,Eintracht Frankfurt,184,['400f0c33-7420-41f3-af4c-d4ea1b27e392'],53,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:53.419,Pass,
,,,,,,,,,,,,,,,,,2.239798,,,,,,,,,,,,,,,d7c2fc2f-a9d3-4560-b5f8-fd6dc5ead9f5,685,,"[70.7, 10.7]",3890393,17,,,,,2.7574234,,Left Foot,,"[61.3, 14.5]",,Ground Pass,,10.139033,,,Stefan Reinartz,400619.0,,,,,,1,From Keeper,Bastian Oczipka,8504.0,Left Back,35,Eintracht Frankfurt,184,['f65b51c5-1a65-4a29-ac70-6eb95f332558'],55,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:55.958,Pass,
,,,,,,,,,,,,,,,,,1.005785,,,,,,,,,,,,,,,2e9d32b4-2e42-478d-8d3e-9b2cce01fb22,688,,"[59.5, 18.0]",3890393,17,,,,,1.8278388,,Right Foot,,"[54.9, 35.5]",,Ground Pass,,18.094475,,,David Ángel Abraham,8678.0,,,,,,1,From Keeper,Stefan Reinartz,400619.0,Center Defensive Midfield,35,Eintracht Frankfurt,184,['8a64e01e-2299-47b0-8054-262186b8a2a5'],58,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:17:58.698,Pass,
,,,,,,,,,,,,,,,,,1.468001,,,,,,,,,,,,,,,c5fa146a-2b20-45a9-9291-16ab7cd0d5c1,691,,"[55.3, 37.3]",3890393,18,,,,,-1.2185576,,Right Foot,,"[62.1, 18.8]",,Ground Pass,,19.71015,,,Stefan Reinartz,400619.0,,,,,,1,From Keeper,David Ángel Abraham,8678.0,Left Center Back,35,Eintracht Frankfurt,184,['08eee915-45f1-4ecf-93b2-b8217c6b84f5'],1,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:01.665,Pass,
,,,,,,,,,,,,,,,,,1.124834,,,,,,,,,,,,,,,6da43f26-79dd-4073-a5d0-ab94fe23fdba,694,,"[69.0, 11.1]",3890393,18,,,,,-0.6627295,,Right Foot,,"[77.2, 4.7]",,Ground Pass,,10.401923,,,Bastian Oczipka,8504.0,,,,,,1,From Keeper,Stefan Reinartz,400619.0,Center Defensive Midfield,35,Eintracht Frankfurt,184,['56ddd210-bc6e-4748-aabb-1a33ef09545a'],5,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:05.089,Pass,
,,,,,,,,,,,,,,,,,0.91037,,,,,,,,,,,,,,,6132035b-e786-470f-99d0-d1f39b1ab1ce,696,,"[78.4, 8.1]",3890393,18,,,,,1.7253969,,Left Foot,,"[77.2, 15.8]",,Ground Pass,,7.7929454,,,Marc Stendera,10896.0,,,,,,1,From Keeper,Bastian Oczipka,8504.0,Left Back,35,Eintracht Frankfurt,184,['addb9f1c-2d90-497c-b8d3-086537896953'],6,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:06.214,Pass,
,,,,,,,,,,,,,,,,,0.590321,,,,,,,,,,,,,,,9734590e-e4b8-446f-961c-6a10d95f82ea,700,,"[75.8, 15.4]",3890393,18,,,,,1.3641131,,Right Foot,,"[78.4, 27.8]",,Ground Pass,,12.669649,,,Stefan Reinartz,400619.0,,,,,,1,From Keeper,Marc Stendera,10896.0,Left Center Midfield,35,Eintracht Frankfurt,184,['d4ef8f37-3078-43fd-a7ad-5fab768eca63'],7,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:07.803,Pass,
,,,,,,,,,,,,,,,,,1.397455,,,,,,,,,,,,,,,7d83e0d6-cc62-4ef5-8635-b31af1f194ac,703,,"[83.6, 23.6]",3890393,18,,,,,-0.9618866,,Right Foot,,"[96.5, 5.1]",,Ground Pass,,22.553492,,,Mijat Gaćinović,8669.0,,,,,,1,From Keeper,Stefan Reinartz,400619.0,Center Defensive Midfield,35,Eintracht Frankfurt,184,['e0cf11cd-d552-4d97-8cc1-060125dfac92'],10,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:10.043,Pass,
,,,,,,,,,,,,,,,,,0.69789,,,,,,,,,,,,,,,96b7fbcd-f122-4c96-b30b-f303990214b1,710,,"[17.2, 62.1]",3890393,18,,,,,-0.6063829,,Right Foot,,"[29.6, 53.5]",,Ground Pass,,15.090394,,,Jan Rosenthal,40477.0,,,,,,1,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,36,Darmstadt 98,872,['2e347c50-ce75-4fca-a500-c2b5c062e2e7'],16,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:18:16.638,Pass,
,,,,,,,,,,,,,,,,,1.748491,,,,,,,,,,,,,,,d314bb56-2463-4067-8c23-8b0c4c10e008,714,,"[50.7, 42.4]",3890393,18,,,,,-1.9174434,,Left Foot,,"[42.5, 19.7]",,Ground Pass,,24.135658,,,Tobias Kempe,9219.0,,,,,,1,Regular Play,Jan Rosenthal,40477.0,Right Center Forward,36,Darmstadt 98,872,['0dd45c6c-41e0-4641-b169-7708097efbdd'],21,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:18:21.336,Pass,
,,,,,,,,,,,,,,,,,0.742392,,,,,,,,,,,,,,,c5019f49-19b5-49bd-9ed9-f60091e9aba8,718,,"[43.3, 8.9]",3890393,18,,,,,-1.2348287,,Left Foot,,"[45.5, 2.6]",,Ground Pass,,6.6730804,,,Fabian Holland,9222.0,,,,,,1,Regular Play,Tobias Kempe,9219.0,Left Midfield,36,Darmstadt 98,872,"['10759935-d6ea-4eb5-bf80-861e5f98b75a', '8ec05445-6834-4e67-a61a-afc8d12bfa69']",25,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:18:25.350,Pass,True
,,,,,,,,,,,,,,,,,0.775283,,,,,,,,,,,,,,,06a2a258-c5a7-492b-abfe-c5255daa525a,723,,"[69.0, 80.0]",3890393,18,,,,,-1.2242575,,,,"[71.6, 72.8]",,Low Pass,,7.6550636,,,Slobodan Medojević,9216.0,,,,,Throw-in,1,From Throw In,Makoto Hasebe,5681.0,Right Back,37,Eintracht Frankfurt,184,['2594420a-304c-455b-b6dd-9299f1959474'],33,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:33.025,Pass,
,,,,,,,,,,,,,,,,,1.118881,,,,,,,,,,,,,,,5be4bc87-f8fa-40c3-abe5-3d38c76fe9bd,726,,"[71.6, 72.8]",3890393,18,,,,,2.6322916,,Right Foot,,"[63.9, 77.1]",,Low Pass,,8.819297,,,Makoto Hasebe,5681.0,,,,,,1,From Throw In,Slobodan Medojević,9216.0,Right Center Midfield,37,Eintracht Frankfurt,184,['c2ed0923-1174-4f9c-8b98-2749965d9410'],33,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:33.910,Pass,
,,,,,,,,,,,,,,,,,1.845508,,,,,,,,,,,,,,,d324e486-bb2c-4cd5-90eb-3ace9c9789a1,729,,"[62.6, 77.1]",3890393,18,,,,,-2.536048,,Right Foot,,"[50.9, 69.0]",,Ground Pass,,14.230249,,,Carlos Augusto Zambrano Ochandarte,36359.0,,,,,,1,From Throw In,Makoto Hasebe,5681.0,Right Back,37,Eintracht Frankfurt,184,['ab411c82-6aca-48f6-b2cc-a3c031fbf207'],35,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:35.082,Pass,
,,,,,,,,,,,,,,,,,0.851933,,,,,,,,,,,,,,,5b2b8cb8-3fb4-4d21-b895-7db29e04adf8,732,,"[62.1, 68.6]",3890393,18,,,,,0.30323416,,Right Foot,,"[78.4, 73.7]",,Ground Pass,,17.079227,,,Slobodan Medojević,9216.0,,,,,,1,From Throw In,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,37,Eintracht Frankfurt,184,['325cdfc9-26d2-4eeb-958e-a17d48130f3a'],40,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:40.255,Pass,
,,,,,,,,,,,,,,,,,0.58158,,,,,,,,,,,,,,,288c4c61-3cd8-4385-ac2b-f1be7ef262a4,735,,"[92.5, 71.6]",3890393,18,,,,,1.2397002,,Right Foot,,"[94.7, 78.0]",,Ground Pass,,6.7675695,,,Stefan Aigner,21156.0,,,,,,1,From Throw In,Slobodan Medojević,9216.0,Right Center Midfield,37,Eintracht Frankfurt,184,['52b8447f-b0f4-433c-bd7f-6a1178b7d084'],43,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:43.475,Pass,
,,,,,,,,,,,,,,,,,2.60013,,,,,,,,,,,,,,,5266698a-ddd0-4749-8fc4-315f5675a7b1,738,,"[95.5, 77.5]",3890393,18,,,,,-0.2465363,,Right Foot,,"[110.6, 73.7]",,Ground Pass,,15.570806,,,Slobodan Medojević,9216.0,,,,,,1,From Throw In,Stefan Aigner,21156.0,Right Wing,37,Eintracht Frankfurt,184,['2312a757-83d9-49ab-b92d-e142cf1bcba7'],44,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:44.691,Pass,
,,,,,,,,,,,,,,,,,0.138049,,,,,,,,,,,,,,,f855df22-b91f-4cfe-bc2d-eeccc2ab19fc,740,,"[117.4, 75.0]",3890393,18,,,,,-1.8766752,,Right Foot,,"[116.2, 71.2]",,Low Pass,,3.9849718,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Throw In,Slobodan Medojević,9216.0,Right Center Midfield,37,Eintracht Frankfurt,184,"['f47881d4-294d-47e7-83a4-d151da89860c', 'f53e269e-8b9e-45fb-9157-0637f5104784']",47,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:18:47.291,Pass,
,,,,,,,,,,,,,,,,,1.230038,,,,,,,,,,,,,,,87f6d16a-1632-4893-aa45-292e81996737,743,,"[120.0, 80.0]",3890393,19,,,,,-1.7955076,,Right Foot,,"[112.8, 48.5]",,High Pass,,32.31238,Incomplete,True,Slobodan Medojević,9216.0,,,Outswinging,,Corner,1,From Corner,Mijat Gaćinović,8669.0,Left Wing,38,Eintracht Frankfurt,184,"['5da0af06-018f-420c-baf1-65a90e397c1c', 'd8d1024c-c1ee-44e7-b656-adc057d1b568']",16,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:19:16.987,Pass,
,,,,,,,,,,,,,,,,,1.192706,,,,,,,,,,,,,,,b2fe100a-d5ea-4123-a16a-7551ee272045,753,,"[98.7, 53.5]",3890393,19,,,,,1.5253731,6e0cd9be-9d22-4b9f-9257-6b4cbf85951d,Right Foot,,"[98.8, 55.7]",,Ground Pass,,2.2022715,,,Marc Stendera,10896.0,True,,,,,1,From Corner,Makoto Hasebe,5681.0,Right Back,38,Eintracht Frankfurt,184,['1151a7cb-c47d-4f45-9cca-6aec77dcb887'],20,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:19:20.927,Pass,
,,,,,,,,,,,,,,,,,1.429985,,,,,,,,,,,,,,,8bf29175-60e7-449a-ad7e-62d475b067fc,758,,"[120.0, 0.1]",3890393,19,,,,,2.7212968,,Right Foot,,"[102.1, 8.1]",,Ground Pass,,19.606377,,,Bastian Oczipka,8504.0,,,,,Corner,1,From Corner,Haris Seferović,5543.0,Center Forward,39,Eintracht Frankfurt,184,['68670281-512f-43cf-a3e9-11573163caf1'],30,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:19:30.641,Pass,
,,,,,,,,,,,,,,,,,0.258365,,,,,,,,,,,,,,,cd2ab4d4-ed57-4f43-887d-a3f9fc2f2438,761,,"[110.6, 7.7]",3890393,19,,,,,1.3419975,,Left Foot,,"[112.3, 15.0]",,Low Pass,,7.495332,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Corner,Bastian Oczipka,8504.0,Left Back,39,Eintracht Frankfurt,184,"['8764ae1b-e903-40b7-b938-da104a65ade7', 'b44ba620-66df-49f6-98c9-eab52eed7568']",33,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:19:33.630,Pass,
,,,,,,,,,,,,,,,,,0.738335,,,,,,,,,,,,,,,bc5aa439-8a3d-49c1-95a3-9c2d197cf467,764,,"[109.3, 0.1]",3890393,19,,,,,1.5170846,,,,"[109.8, 9.4]",,Low Pass,,9.313431,,,Haris Seferović,5543.0,,,,,Throw-in,1,From Throw In,Bastian Oczipka,8504.0,Left Back,40,Eintracht Frankfurt,184,['44d0c800-6200-4a2a-bece-9b4f1f89a78d'],50,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:19:50.818,Pass,
,,,,,,,,,,,,,,,,,0.996796,,,,,,,,,,,,,,,c84254f6-b60b-4939-8da9-b39ec82e29fe,768,,"[109.8, 8.9]",3890393,19,,,,,-2.53861,,Left Foot,,"[103.7, 4.7]",,Ground Pass,,7.406079,,,Bastian Oczipka,8504.0,,,,,,1,From Throw In,Haris Seferović,5543.0,Center Forward,40,Eintracht Frankfurt,184,"['2eb02a51-e689-4970-9218-593e7d200168', '67e61cee-5777-4863-832e-89f61154feae']",52,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:19:52.220,Pass,True
,,,,,,,,,,,,,,,,,2.185722,,,,,,,,,,,,,,,1e9e8f41-8943-43a8-898e-a90f6881d248,772,,"[98.1, 8.9]",3890393,19,,,,,2.9025948,,Left Foot,,"[78.4, 13.7]",,Ground Pass,,20.27634,,,David Ángel Abraham,8678.0,,,,,,1,From Throw In,Bastian Oczipka,8504.0,Left Back,40,Eintracht Frankfurt,184,['d06d008e-d389-427d-a283-abcebed53428'],54,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:19:54.565,Pass,
,,,,,,,,,,,,,,,,,2.064333,,,,,,,,,,,,,,,5be6a632-f9f8-4ada-a701-de58a1458707,775,,"[71.2, 22.6]",3890393,19,,,,,0.48118967,,Right Foot,,"[105.1, 40.3]",,High Pass,,38.242645,Incomplete,,Stefan Aigner,21156.0,,,,,,1,From Throw In,David Ángel Abraham,8678.0,Left Center Back,40,Eintracht Frankfurt,184,"['262819e1-017d-4fdc-89d9-498410c89e03', 'a1c46fd6-04bf-4f02-9275-cbf95d52fa63']",58,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:19:58.399,Pass,
,,,,,,,,,,,,,,,,,0.656873,,,,,,,,,,,,,,,075ae7a5-9f67-4d4b-8f34-7b84445ab89e,778,,"[97.7, 53.5]",3890393,20,,,,,-0.83644867,,Head,,"[104.2, 46.3]",,Low Pass,,9.7,,,Stefan Aigner,21156.0,,,,,Recovery,1,From Throw In,Slobodan Medojević,9216.0,Right Center Midfield,40,Eintracht Frankfurt,184,['72541a22-e7eb-4bfc-a90e-a1faa977f021'],2,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:20:02.336,Pass,
,,,,,,,,,,,,,,,,,3.38514,,,,,,,,,,,,,,,51d8161c-66d7-42d7-9c7a-b5f6d6afca4a,791,,"[26.2, 61.3]",3890393,20,,,,,0.15839568,,Right Foot,,"[86.3, 70.9]",,High Pass,,60.861893,Incomplete,,,,,,,,,1,From Throw In,Christian Mathenia,8306.0,Goalkeeper,40,Eintracht Frankfurt,184,['10301ca3-9795-4bcc-9ad8-aebe53bbe36a'],30,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:30.158,Pass,
,,,,,,,,,,,,,,,,,1.846143,,,,,,,,,,,,,,,10301ca3-9795-4bcc-9ad8-aebe53bbe36a,792,,"[33.8, 9.2]",3890393,20,,,,,0.35937598,,Head,,"[51.9, 16.0]",,High Pass,,19.335201,Incomplete,,Haris Seferović,5543.0,,,,,Recovery,1,From Throw In,Bastian Oczipka,8504.0,Left Back,40,Eintracht Frankfurt,184,"['1666cddf-c005-476f-9f29-d0ab6eb70a8b', '51d8161c-66d7-42d7-9c7a-b5f6d6afca4a', 'b88bcbe9-e0ce-4067-b2d2-2b1f4fb5d090']",33,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:20:33.543,Pass,
,,,,,,,,,,,,,,,,,1.846949,,,,,,,,,,,,,,,1666cddf-c005-476f-9f29-d0ab6eb70a8b,794,,"[68.2, 64.1]",3890393,20,,,,,0.13536777,,Right Foot,,"[96.1, 67.9]",,High Pass,,28.157593,Incomplete,,,,,,,,Recovery,1,From Throw In,Peter Niemeyer,40467.0,Right Defensive Midfield,40,Eintracht Frankfurt,184,"['10301ca3-9795-4bcc-9ad8-aebe53bbe36a', 'd9da12c6-ffb9-440b-ba7a-61c951849490']",35,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:35.390,Pass,
,,,,,,,,,,,,,,,,,1.247596,,,,,,,,,,,,,,,d9da12c6-ffb9-440b-ba7a-61c951849490,795,,"[24.0, 12.2]",3890393,20,,,,,-0.08314123,,Head,,"[42.0, 10.7]",,High Pass,,18.062391,,,Mijat Gaćinović,8669.0,,,,,Recovery,1,From Throw In,David Ángel Abraham,8678.0,Left Center Back,40,Eintracht Frankfurt,184,"['07839681-c625-4c47-8897-a5346fef53e8', '1666cddf-c005-476f-9f29-d0ab6eb70a8b']",37,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:20:37.237,Pass,
