50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.179301,,,,,,,,,,,,0294d263-03a7-4111-9086-f717b097613f,3177,,"[68.6, 76.6]",3890511,84,,,,,-1.0427219,,Right Foot,,,"[69.3, 75.4]",,Low Pass,,1.3892444,Incomplete,,,,,,,,,,2,Regular Play,Hiroki Sakai,3530.0,Right Back,161,Hannover 96,178,"['4790c341-563d-4d3c-8419-21cba03b211b', '8d48ab82-d314-4e13-92f5-b8f4a4a77e1b']",10,,,,,,,,,,,,,,,,Hannover 96,178,00:39:10.616,Pass,True
,,,,,,,,,,,,,,,3.104246,,,,,,,,,,,,64e609d2-dd6b-4a1a-b770-2f99b9fa4872,3181,,"[61.5, 67.5]",3890511,84,,,,,-0.7798116,,Left Foot,,,"[106.5, 23.0]",,High Pass,,63.287045,Incomplete,,Hiroshi Kiyotake,38524.0,,,True,,,Free Kick,2,From Free Kick,Alexander Milosevic,23341.0,Right Center Back,162,Hannover 96,178,"['697391cf-fe63-460a-970d-f4987ef99159', 'e688a5d6-5d2a-4625-974b-310fce374ca8']",37,,,,,,,,,,,,,,,,Hannover 96,178,00:39:37.473,Pass,
,,,,,,,,,,,,,,,3.690871,,,,,,,,,,,,203d412f-b7b9-4d2c-ad2b-f21a4b03c486,3186,,"[7.0, 44.1]",3890511,84,,,,,0.36942813,,Right Foot,,,"[66.4, 67.1]",,High Pass,,63.69741,,,Vedad Ibišević,8571.0,,,,,,Goal Kick,2,From Goal Kick,Rune Almenning Jarstein,8577.0,Goalkeeper,163,Hertha Berlin,173,['c733f009-427f-46c0-a7ba-c9e0afb1bf34'],58,,,,,,,,,,,,,,,,Hertha Berlin,173,00:39:58.190,Pass,
,,,,,,,,,,,,,,,0.568733,,,,,,,,,,,,6cf60eac-c619-4927-b13a-72ed2d2ab89d,3188,,"[66.0, 67.6]",3890511,85,,,,,0.7853982,,Head,,,"[73.4, 75.0]",,High Pass,,10.46518,,,Salomon Armand Magloire Kalou,8575.0,,,,,,,2,From Goal Kick,Vedad Ibišević,8571.0,Right Center Forward,163,Hertha Berlin,173,['c9e28064-cf48-40ad-a892-4f7949c519ba'],1,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:01.881,Pass,
,,,,,,,,,,,,,,,2.180945,,,,,,,,,,,,392ee997-83e9-4d9b-ad30-8b1cb006dc7e,3190,,"[73.4, 75.0]",3890511,85,,,,,-1.3232337,,Head,,,"[75.7, 65.9]",,High Pass,,9.38616,Incomplete,,Julian Schieber,11131.0,,,,,,,2,From Goal Kick,Salomon Armand Magloire Kalou,8575.0,Right Midfield,163,Hertha Berlin,173,"['6f85a1a6-e095-4549-98a9-0999e90d5d37', 'ce062daa-d4c4-4959-883a-ae382152c551']",2,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:02.449,Pass,
,,,,,,,,,,,,,,,1.279014,,,,,,,,,,,,6f85a1a6-e095-4549-98a9-0999e90d5d37,3193,,"[44.4, 14.2]",3890511,85,,,,True,0.0,,,,,"[50.2, 14.2]",,Low Pass,,5.8,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Salif Sané,5664.0,Left Center Back,163,Hertha Berlin,173,"['013724b8-47cf-4675-959d-b1ad33485273', '392ee997-83e9-4d9b-ad30-8b1cb006dc7e', 'b0840206-d3da-4f1f-a82c-a43b43185d55']",4,,,,,,,,,,,,,,,,Hannover 96,178,00:40:04.630,Pass,True
,,,,,,,,,,,,,,,2.017407,,,,,,,,,,,,f39241f3-6156-4cc2-b0f0-2d9656874e8f,3196,,"[74.0, 66.2]",3890511,85,,,,,-0.8205949,,Right Foot,,,"[87.7, 51.5]",,Low Pass,,20.094278,Incomplete,,Julian Schieber,11131.0,,,,,,,2,From Goal Kick,Vladimír Darida,8579.0,Right Defensive Midfield,163,Hertha Berlin,173,"['83ab3a78-6fef-4b1f-ba7f-cb26ed3731ef', 'dd82ce9f-fe02-4000-902d-7fa5c6b7b8c8']",6,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:06.638,Pass,
,,,,,,,,,,,,,,,2.197341,,,,,,,,,,,,e343b704-f773-46a3-97d9-6d093bd445ac,3200,,"[93.9, 80.0]",3890511,85,,,,,-0.4710732,,,,,"[110.0, 71.8]",,Low Pass,,18.067928,Incomplete,,Vedad Ibišević,8571.0,,,,,,Throw-in,2,From Throw In,Peter Pekarík,9722.0,Right Back,164,Hertha Berlin,173,"['a058ae80-a691-4245-a0d6-f6bcbf1f982f', 'c8fee440-def6-47ef-962a-665f8de8e62d']",18,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:18.362,Pass,
,,,,,,,,,,,,,,,5.672888,,,,,,,,,,,,e049e0f3-b2e5-4c5c-84ce-fe7a170715d1,3203,,"[6.0, 36.0]",3890511,85,,,,,-0.2022825,,Right Foot,,,"[68.9, 23.1]",,High Pass,,64.20919,Incomplete,,Manuel Schmiedebach,8543.0,,,,,,Goal Kick,2,From Goal Kick,Ron-Robert Zieler,8947.0,Goalkeeper,165,Hannover 96,178,"['3d1be0bf-8e5d-44f1-b93f-7e0b848331a9', 'b88402d8-29cf-48d2-b3fb-8d2806fea1d0']",48,,,,,,,,,,,,,,,,Hannover 96,178,00:40:48.890,Pass,
,,,,,,,,,,,,,,,0.888462,,,,,,,,,,,,b88402d8-29cf-48d2-b3fb-8d2806fea1d0,3205,,"[51.2, 57.0]",3890511,85,,,,True,-0.06132651,,,,,"[62.6, 56.3]",,Low Pass,,11.421471,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Per Ciljan Skjelbred,8578.0,Left Defensive Midfield,165,Hannover 96,178,"['35090ff2-19bb-42bb-ae61-36f38932bc81', 'e049e0f3-b2e5-4c5c-84ce-fe7a170715d1', 'fd71df6d-5772-4f71-8d2d-cd7d04d36288']",54,,,,,,,,,,,,,,,,Hertha Berlin,173,00:40:54.563,Pass,True
,,,,,,,,,,,,,,,3.691496,,,,,,,,,,,,5dfabbd8-b949-41e9-95ec-c640ae92a5a5,3210,,"[59.0, 19.8]",3890511,85,,,,,0.41573226,,Right Foot,,,"[100.0, 37.9]",,High Pass,,44.81752,Incomplete,,Artur Sobiech,11845.0,,,,,,,2,From Goal Kick,Ceyhun Gülselam,30287.0,Right Defensive Midfield,165,Hannover 96,178,"['23cdf1ee-6da8-4efc-8cff-5a6df5cb2bb5', '45c6ae55-ab46-4a8b-8cf8-b8937a799253', '51960f02-c077-4ca4-9306-86d337ab28dd']",56,,,,,,,,,,,,,,,,Hannover 96,178,00:40:56.434,Pass,True
,,,,,,,,,,,,,,,1.87909,,,,,,,,,,,,45c6ae55-ab46-4a8b-8cf8-b8937a799253,3212,,"[20.1, 42.2]",3890511,86,,,,,-2.4847336,,Head,,,"[11.8, 35.8]",,High Pass,,10.480935,,,Rune Almenning Jarstein,8577.0,,,,,,Recovery,2,Regular Play,Niklas Stark,8570.0,Left Center Back,166,Hertha Berlin,173,"['12bca132-d1c6-4fb4-bbcb-2ce87578afaa', '5dfabbd8-b949-41e9-95ec-c640ae92a5a5']",0,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:00.125,Pass,
,,,,,,,,,,,,,,,3.070895,,,,,,,,,,,,9b293763-8184-4f73-bf2e-1718fe665f52,3215,,"[13.6, 28.9]",3890511,86,,,,,-0.3659421,,Keeper Arm,,,"[51.7, 14.3]",,Low Pass,,40.801594,,,Per Ciljan Skjelbred,8578.0,,,,,,,2,Regular Play,Rune Almenning Jarstein,8577.0,Goalkeeper,166,Hertha Berlin,173,['83b0e25f-87e8-494d-8592-cd1b0844c029'],3,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:03.536,Pass,
,,,,,,,,,,,,,,,3.465897,,,,,,,,,,,,70b916f3-1d7f-44cf-989c-55b96462fb6d,3218,,"[52.9, 11.6]",3890511,86,,,,,0.07309608,,Right Foot,,,"[96.6, 14.8]",,Ground Pass,,43.817005,Incomplete,,Julian Schieber,11131.0,,,,,,,2,Regular Play,Per Ciljan Skjelbred,8578.0,Left Defensive Midfield,166,Hertha Berlin,173,"['70ea4bb3-d7b7-49d2-a5bf-3dade4dcaa68', '805a9614-2b33-43ed-bde1-284e1e105412']",6,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:06.727,Pass,
,,,,,,,,,,,,,,,1.382479,,,,,,,,,,,,70ea4bb3-d7b7-49d2-a5bf-3dade4dcaa68,3221,,"[23.5, 65.3]",3890511,86,,,,,-2.6001453,,Left Foot,,,"[9.2, 56.7]",,Ground Pass,,16.686821,,,Ron-Robert Zieler,8947.0,,,,,,Recovery,2,Regular Play,Alexander Milosevic,23341.0,Right Center Back,166,Hertha Berlin,173,"['70b916f3-1d7f-44cf-989c-55b96462fb6d', 'aae37eb2-9216-4bc4-b608-eb2032295096', 'b6595eb0-49a3-49d9-9122-88c7f8004deb']",10,,,,,,,,,,,,,,,,Hannover 96,178,00:41:10.193,Pass,True
,,,,,,,,,,,,,,,2.215424,,,,,,,,,,,,c63cf3c2-5e23-456c-a5dc-8ce55f5ea0f1,3224,,"[9.2, 56.3]",3890511,86,,,,,0.0,,Right Foot,,,"[52.0, 56.3]",,High Pass,,42.8,Incomplete,,Waldemar Anton,8538.0,,,,,,,2,Regular Play,Ron-Robert Zieler,8947.0,Goalkeeper,166,Hertha Berlin,173,"['59561420-9d55-466b-8907-e16c5a7b83a3', '850e4196-f1aa-4756-8379-02e2ae4e535f']",11,,,,,,,,,,,,,,,,Hannover 96,178,00:41:11.615,Pass,
,,,,,,,,,,,,,,,1.944242,,,,,,,,,,,,59561420-9d55-466b-8907-e16c5a7b83a3,3226,,"[68.1, 23.8]",3890511,86,,,,,0.6799089,,Head,,,"[86.9, 39.0]",,Low Pass,,24.176022,,,Genki Haraguchi,5697.0,,,,,,Recovery,2,Regular Play,Vladimír Darida,8579.0,Right Defensive Midfield,166,Hertha Berlin,173,"['66ed125a-43f8-44b6-8740-20c5185f921d', 'c63cf3c2-5e23-456c-a5dc-8ce55f5ea0f1']",13,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:13.831,Pass,
,,,,,,,,,,,,,,,1.708083,,,,,,,,,,,,66ca5aff-2959-4f55-b1eb-195998b624b2,3230,,"[81.7, 43.9]",3890511,86,,,,,1.0353768,,Right Foot,,,"[92.2, 61.6]",,Ground Pass,,20.580088,Incomplete,,Salomon Armand Magloire Kalou,8575.0,,,,,,,2,Regular Play,Genki Haraguchi,5697.0,Left Midfield,166,Hertha Berlin,173,"['17189bcb-f942-4321-8811-453c0ba80cf2', '441bad78-13bb-4ce9-b99d-0c7f8dc2709e', 'a180887b-03ff-4b51-85d4-c36b3249b983']",16,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:16.613,Pass,True
,,,,,,,,,,,,,,,1.053193,,,,,,,,,,,,caf21e23-188a-418c-a9c2-6040ab915a91,3233,,"[91.8, 80.0]",3890511,86,,,,,-1.4438236,,,,,"[93.0, 70.6]",,Low Pass,,9.476286,,,Vladimír Darida,8579.0,,,,,,Throw-in,2,From Throw In,Peter Pekarík,9722.0,Right Back,167,Hertha Berlin,173,['30f65950-57bf-4a2f-86ad-1c8c5aa7df1e'],25,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:25.425,Pass,
,,,,,,,,,,,,,,,1.747126,,,,,,,,,,,,1343cf34-ced4-41bd-8522-c099f8bec6ea,3236,,"[93.0, 70.6]",3890511,86,,,,,0.33205947,,Right Foot,,,"[107.5, 75.6]",,Ground Pass,,15.337862,Incomplete,,Peter Pekarík,9722.0,,,,,,,2,From Throw In,Vladimír Darida,8579.0,Right Defensive Midfield,167,Hertha Berlin,173,"['6222da8a-07f6-43f3-b19f-693d6ef60dec', '99458866-8514-40e6-9768-7d768e21c37c']",27,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:27.224,Pass,
,,,,,,,,,,,,,,,0.980507,,,,,,,,,,,,6222da8a-07f6-43f3-b19f-693d6ef60dec,3239,,"[12.6, 4.5]",3890511,86,,,,,-0.09406123,,Right Foot,,,"[17.9, 4.0]",,Ground Pass,,5.3235326,,,Ceyhun Gülselam,30287.0,,,,,,Recovery,2,From Throw In,Oliver Sorg,12316.0,Left Back,167,Hertha Berlin,173,"['1343cf34-ced4-41bd-8522-c099f8bec6ea', '201c8a12-df0d-42e2-b350-7adc9a98be1a', '358ffee0-9707-418c-aff4-6583b590200b']",28,,,,,,,,,,,,,,,,Hannover 96,178,00:41:28.971,Pass,True
,,,,,,,,,,,,,,,1.889938,,,,,,,,,,,,4e8770df-31ce-418f-a9a4-38fc23811410,3242,,"[19.1, 4.0]",3890511,86,,,,,-0.14345226,,Right Foot,,,"[46.1, 0.1]",,High Pass,,27.280212,Out,,,,,,,,,,2,From Throw In,Ceyhun Gülselam,30287.0,Right Defensive Midfield,167,Hertha Berlin,173,,31,,,,,,,,,,,,,,,,Hannover 96,178,00:41:31.091,Pass,
,,,,,,,,,,,,,,,1.702238,,,,,,,,,,,,08026725-0105-42a4-8953-c266eac77455,3243,,"[79.8, 80.0]",3890511,86,,,,,-2.6977165,,,,,"[65.5, 73.2]",,Low Pass,,15.834456,,,Sebastian Langkamp,8580.0,,,,,,Throw-in,2,From Throw In,Peter Pekarík,9722.0,Right Back,168,Hertha Berlin,173,['a393c0b2-429d-4bf0-b439-2ab4f400697f'],37,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:37.031,Pass,
,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,b0cb5a0b-130d-4e8c-91bc-72988365edcc,3246,,"[60.9, 72.7]",3890511,86,,,,,-2.284887,,Right Foot,,,"[45.3, 54.7]",,Ground Pass,,23.81932,,,Niklas Stark,8570.0,,,,,,,2,From Throw In,Sebastian Langkamp,8580.0,Right Center Back,168,Hertha Berlin,173,['78d95e23-75bd-48e7-860d-96a4a1dfd7ff'],40,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:40.417,Pass,
,,,,,,,,,,,,,,,2.288756,,,,,,,,,,,,300e1504-6be6-4850-8420-cefd4794f310,3249,,"[45.3, 54.7]",3890511,86,,,,,-0.11320304,,Right Foot,,,"[88.4, 49.8]",,High Pass,,43.377644,Incomplete,,Vedad Ibišević,8571.0,,,,,,,2,From Throw In,Niklas Stark,8570.0,Left Center Back,168,Hertha Berlin,173,"['558a1388-faa2-4a6f-8c0e-c875a55b18e0', '88bd8b2b-bb0f-425a-9e80-64a7586f84c0']",44,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:44.740,Pass,
,,,,,,,,,,,,,,,0.577335,,,,,,,,,,,,558a1388-faa2-4a6f-8c0e-c875a55b18e0,3252,,"[31.7, 30.3]",3890511,86,,,,True,-0.42877802,,,,,"[38.7, 27.1]",,Low Pass,,7.6967525,,,Ceyhun Gülselam,30287.0,,,,,,Recovery,2,Regular Play,Alexander Milosevic,23341.0,Right Center Back,169,Hannover 96,178,"['300e1504-6be6-4850-8420-cefd4794f310', '4f93e15c-4d8f-4cfa-b1cc-e353c7524301', '61c19732-1e26-4efa-98d0-dd14b807e370']",47,,,,,,,,,,,,,,,,Hannover 96,178,00:41:47.029,Pass,True
,,,,,,,,,,,,,,,1.808403,,,,,,,,,,,,d1494f7e-12e9-4c8a-a0ae-276d970c8525,3255,,"[38.2, 26.8]",3890511,86,,,,,1.0770944,,Right Foot,,,"[51.6, 51.7]",,Low Pass,,28.276669,,,Waldemar Anton,8538.0,,,,,,,2,Regular Play,Ceyhun Gülselam,30287.0,Right Defensive Midfield,169,Hannover 96,178,['46cb1c98-4f41-44a2-8944-47209f232ed6'],48,,,,,,,,,,,,,,,,Hannover 96,178,00:41:48.587,Pass,
,,,,,,,,,,,,,,,0.39059,,,,,,,,,,,,583e8ddd-c79c-4844-9a93-3ae14fc4b10e,3262,,"[66.7, 30.1]",3890511,86,,,,,1.2698761,,Right Foot,,,"[67.6, 33.0]",,Ground Pass,,3.0364454,,,Vladimír Darida,8579.0,,,,,,,2,Regular Play,Marvin Plattenhardt,5569.0,Left Back,170,Hertha Berlin,173,['f818edbd-f902-4ee1-b265-edb496ba6aaa'],51,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:51.956,Pass,
,,,,,,,,,,,,,,,2.064864,,,,,,,,,,,,ac9ef20a-010c-4bbd-a6ef-3e6d79eb690c,3265,,"[67.6, 33.0]",3890511,86,,,,,-2.9154403,,Right Foot,,,"[45.0, 27.8]",,Ground Pass,,23.190516,,,Niklas Stark,8570.0,,,,,,,2,Regular Play,Vladimír Darida,8579.0,Right Defensive Midfield,170,Hertha Berlin,173,['5853a2eb-acb9-4baf-8dda-dc434545d0ff'],52,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:52.387,Pass,
,,,,,,,,,,,,,,,2.225413,,,,,,,,,,,,e93dfa00-4cf3-4ab3-ae0c-db78e581f608,3268,,"[48.5, 17.6]",3890511,86,,,,,0.16642527,,Left Foot,,,"[86.6, 24.0]",,High Pass,,38.633793,Unknown,,Julian Schieber,11131.0,,,,,,,2,Regular Play,Niklas Stark,8570.0,Left Center Back,170,Hertha Berlin,173,['91da888e-0318-466c-ab19-a25fa404325c'],56,,,,,,,,,,,,,,,,Hertha Berlin,173,00:41:56.106,Pass,
,,,,,,,,,,,,,,,1.83306,,,,,,,,,,,,bc1778d7-d7ae-45e5-a897-6688c8801973,3272,,"[86.6, 22.5]",3890511,87,,,,,0.7014073,,Left Foot,,,"[113.0, 44.8]",,High Pass,,34.557922,Incomplete,,,,,,,,,Free Kick,2,From Free Kick,Marvin Plattenhardt,5569.0,Left Back,171,Hertha Berlin,173,['8ca90656-642c-464b-9ff1-7104f3b5e7dc'],28,,,,,,,,,,,,,,,,Hertha Berlin,173,00:42:28.168,Pass,
,,,,,,,,,,,,,,,3.935108,,,,,,,,,,,,edcd7fa8-b387-4342-b215-2799956567ff,3275,,"[15.0, 35.1]",3890511,87,,,,,-0.06086224,,Drop Kick,,,"[79.0, 31.2]",,High Pass,,64.11872,Incomplete,,Hiroshi Kiyotake,38524.0,,,,,,,2,From Keeper,Ron-Robert Zieler,8947.0,Goalkeeper,172,Hannover 96,178,"['0909b3cb-8466-4be2-a399-eca85513a6e6', 'a77424a6-d0de-4cc3-9252-5c9c9dec81bf']",43,,,,,,,,,,,,,,,,Hannover 96,178,00:42:43.269,Pass,
,,,,,,,,,,,,,,,3.217748,,,,,,,,,,,,a77424a6-d0de-4cc3-9252-5c9c9dec81bf,3277,,"[41.1, 48.9]",3890511,87,,,,,0.50514,,Head,,,"[62.8, 60.9]",,High Pass,,24.796976,Pass Offside,,Salomon Armand Magloire Kalou,8575.0,,,,,,Recovery,2,From Keeper,Sebastian Langkamp,8580.0,Right Center Back,172,Hannover 96,178,"['3fc0803e-5ffc-4f32-b21a-0ff13e6156e4', 'edcd7fa8-b387-4342-b215-2799956567ff']",47,,,,,,,,,,,,,,,,Hertha Berlin,173,00:42:47.205,Pass,
,,,,,,,,,,,,,,,3.947295,,,,,,,,,,,,5d9a35d3-42e7-463b-b286-99456ea7c357,3279,,"[56.9, 19.8]",3890511,88,,,,,0.5052127,,Right Foot,,,"[120.0, 54.7]",,High Pass,,72.10839,Out,,Artur Sobiech,11845.0,,,,,,Free Kick,2,From Free Kick,Salif Sané,5664.0,Left Center Back,173,Hannover 96,178,['fdfb3252-c5f3-49c8-b0e3-7d335d0874c7'],8,,,,,,,,,,,,,,,,Hannover 96,178,00:43:08.914,Pass,
,,,,,,,,,,,,,,,3.572832,,,,,,,,,,,,694fcb8f-bce0-4d1a-b6e9-07b1b77ccea8,3281,,"[7.0, 36.1]",3890511,88,,,,,-0.058851764,,Right Foot,,,"[68.1, 32.5]",,High Pass,,61.205963,Incomplete,,Julian Schieber,11131.0,,,,,,Goal Kick,2,From Goal Kick,Rune Almenning Jarstein,8577.0,Goalkeeper,174,Hertha Berlin,173,"['4d1fba6a-90f1-4b3c-9359-ab504bbe87c0', 'a91c8431-a626-4691-9566-e418c479fa24']",27,,,,,,,,,,,,,,,,Hertha Berlin,173,00:43:27.990,Pass,
,,,,,,,,,,,,,,,1.184892,,,,,,,,,,,,e5a9f240-2697-4a7b-8594-6cad1d3a15ba,3293,,"[71.1, 20.8]",3890511,88,,,,,-0.67980164,,Right Foot,,,"[83.1, 11.1]",,Ground Pass,,15.430165,,,Marvin Plattenhardt,5569.0,,,,,,Free Kick,2,From Free Kick,Per Ciljan Skjelbred,8578.0,Left Defensive Midfield,175,Hertha Berlin,173,['4b248b7d-9d69-4a7f-9021-478b3d7cb60a'],47,,,,,,,,,,,,,,,,Hertha Berlin,173,00:43:47.246,Pass,
,,,,,,,,,,,,,,,2.057613,,,,,,,,,,,,a01dea7c-cadf-4597-81cc-845ca85a9223,3296,,"[83.1, 11.1]",3890511,88,,,,,0.96616185,,Left Foot,,,"[106.8, 45.4]",,High Pass,,41.691486,Incomplete,,Sebastian Langkamp,8580.0,,,,,,,2,From Free Kick,Marvin Plattenhardt,5569.0,Left Back,175,Hertha Berlin,173,"['0f57cf3b-3355-4ad3-b72b-20f4a8a021fc', '90748396-194d-4c01-a079-363e619262f6']",49,,,,,,,,,,,,,,,,Hertha Berlin,173,00:43:49.552,Pass,
,,,,,,,,,,,,,,,1.25054,,,,,,,,,,,,6b3d80d7-74e1-40be-8fa5-2b458fc71f0e,3302,,"[91.6, 58.3]",3890511,88,,,,,0.97493225,,Right Foot,,,"[101.5, 72.9]",,Ground Pass,,17.64001,,,Salomon Armand Magloire Kalou,8575.0,,,,,,,2,From Free Kick,Vladimír Darida,8579.0,Right Defensive Midfield,175,Hertha Berlin,173,"['7442e329-1f29-41a9-8b44-d5fe581377f0', 'bf03471d-d08d-4a70-a92c-69b18e6258b0']",55,,,,,,,,,,,,,,,,Hertha Berlin,173,00:43:55.106,Pass,True
,,,,,,,,,,,,,,,2.011436,,,,,,,,,,,,4a1fc6e6-98e5-472e-a060-3dbb83565824,3307,,"[99.8, 60.3]",3890511,89,,,,,0.63185436,,Right Foot,,,"[109.5, 67.4]",,Ground Pass,,12.020815,Incomplete,,Peter Pekarík,9722.0,,,,,,,2,From Free Kick,Salomon Armand Magloire Kalou,8575.0,Right Midfield,175,Hertha Berlin,173,"['8f0aac9b-9f19-436e-bea4-0f68fdc6fc78', '94df7be0-8182-4cdb-8421-1cb89a6b24d1', 'c06c331e-b9ae-407d-9aa8-70ecb2f259ab']",1,,,,,,,,,,,,,,,,Hertha Berlin,173,00:44:01.105,Pass,True
,,,,,,,,,,,,,,,1.356139,,,,,,,,,,,,464bbf9a-b1fc-49de-9d92-e21aa4e54f36,3310,,"[120.0, 80.0]",3890511,89,,,,,-1.7658166,3bda552b-cc3f-4d30-bcf9-5d4157cf6e66,Left Foot,,,"[113.6, 47.6]",,High Pass,True,33.02605,,,Vedad Ibišević,8571.0,True,,,Inswinging,,Corner,2,From Corner,Marvin Plattenhardt,5569.0,Left Back,176,Hertha Berlin,173,['06cb8f15-4971-4e72-b3e1-46b335e922dd'],36,,,,,,,,,,,,,,,,Hertha Berlin,173,00:44:36.628,Pass,
,,,,,,,,,,,,,,,3.387965,,,,,,,,,,,,cde68d18-88f4-40b2-8590-9ca242abbc86,3314,,"[11.5, 33.3]",3890511,89,,True,,,-0.3795508,,Keeper Arm,,,"[47.6, 18.9]",,High Pass,,38.86605,,,Oliver Sorg,12316.0,,,,,,,2,From Keeper,Ron-Robert Zieler,8947.0,Goalkeeper,178,Hannover 96,178,['3d80ceb8-2360-4c25-8760-6f8dc1141a4e'],48,,,,,,,,,,,,,,,,Hannover 96,178,00:44:48.945,Pass,
,,,,,,,,,,,,,,,2.823652,,,,,,,,,,,,41f9aa6b-3552-4edf-9683-fa4f230bbfe8,3316,,"[51.1, 14.5]",3890511,89,,,,,0.19407055,,Right Foot,,,"[97.4, 23.6]",,High Pass,,47.185802,,,Kenan Karaman,8541.0,,,,,,,2,From Keeper,Oliver Sorg,12316.0,Left Back,178,Hannover 96,178,['7d252a0c-1696-4f41-aa71-1760755e4b0d'],57,,,,,,,,,,,,,,,,Hannover 96,178,00:44:57.362,Pass,
,,,,,,,,,,,,,,,1.226698,,,,,,,,,,,,6e4af36e-c3ea-4c74-985c-d1443201a126,3321,,"[14.6, 52.1]",3890511,90,,,,True,-2.6327085,,,,,"[5.1, 46.8]",,Low Pass,,10.878419,,,Rune Almenning Jarstein,8577.0,,,,,,Recovery,2,From Keeper,Niklas Stark,8570.0,Left Center Back,178,Hannover 96,178,"['94de7fc5-2678-4c52-a38f-01c118ff28a9', '97865ade-d4a0-40e4-ad84-c4719bc1e009']",1,,,,,,,,,,,,,,,,Hertha Berlin,173,00:45:01.149,Pass,True
,,,,,,,,,,,,,,,3.531715,,,,,,,,,,,,08cfcb22-f332-438f-90be-1a52ca03fe45,3324,,"[5.6, 50.1]",3890511,90,,,,,-0.020025935,,Right Foot,,,"[75.5, 48.7]",,High Pass,,69.91402,Incomplete,,Julian Schieber,11131.0,,,,,,,2,From Keeper,Rune Almenning Jarstein,8577.0,Goalkeeper,178,Hannover 96,178,"['09bcbd0d-ea5c-4600-8569-f7162b8fbdb5', '2410908e-f3cc-4ae3-8dda-32cc4829ed64']",9,,,,,,,,,,,,,,,,Hertha Berlin,173,00:45:09.547,Pass,
,,,,,,,,,,,,,,,2.112703,,,,,,,,,,,,3f3de164-7e59-4998-a23d-cdc89ca7af20,3329,,"[53.7, 41.8]",3890511,90,,,,,-0.06965458,,Right Foot,,,"[66.6, 40.9]",,High Pass,,12.931357,,,Artur Sobiech,11845.0,,,,,,Recovery,2,From Keeper,Ceyhun Gülselam,30287.0,Right Defensive Midfield,178,Hannover 96,178,"['7d7198b2-81b8-4271-99dc-e78b55b3c625', 'bc3daa4b-4b2c-4dd9-bd83-9e205b6dfa67']",15,,,,,,,,,,,,,,,,Hannover 96,178,00:45:15.165,Pass,True
,,,,,,,,,,,,,,,2.760264,,,,,,,,,,,,892cfa25-47eb-4b85-9192-29de452e6931,3333,,"[69.5, 43.8]",3890511,90,,,,,1.6511784,,Right Foot,,,"[66.6, 79.8]",,Low Pass,,36.116615,Out,,Waldemar Anton,8538.0,,,,,,,2,From Keeper,Artur Sobiech,11845.0,Center Forward,178,Hannover 96,178,"['2bdad5fe-0b58-463a-b651-4d96404b11c3', '9c0fb0a4-78c9-4a9f-8d8a-2efabb0d2b74']",18,,,,,,,,,,,,,,,,Hannover 96,178,00:45:18.112,Pass,True
