ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,22e5a9d0-4904-4e72-a7f8-e964686588ee,1,,,19778,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,e3af9cc9-3b32-4e1f-97b6-6f1ada4a66e7,2,,,19778,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 37}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,82c7758a-d0e8-4a52-bb17-bde4ab6c3010,3,,,19778,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['96df0116-86df-4846-bf62-8a46e06ab266'],0,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,96df0116-86df-4846-bf62-8a46e06ab266,4,,,19778,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['82c7758a-d0e8-4a52-bb17-bde4ab6c3010'],0,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,eea2efd4-de07-4543-a638-9906f2955e0d,2179,,,19778,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,113,Birmingham City WFC,969,['982844a2-4af1-49a5-b852-dbd625606ad3'],0,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,982844a2-4af1-49a5-b852-dbd625606ad3,2180,,,19778,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,113,Birmingham City WFC,969,['eea2efd4-de07-4543-a638-9906f2955e0d'],0,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,1.10936,,,,,,,,,,,09213213-67a8-44f6-a034-a727dfd9644d,5,,"[60.0, 40.0]",19778,0,,,,-2.4329665,,Right Foot,,,,"[53.0, 34.0]",Ground Pass,9.219544,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Nikita Parris,4654.0,Center Forward,2,Manchester City WFC,746,['a8ceafb5-21ca-4e4c-aff0-f3392616cfc7'],0,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.829,Pass,
,,,,,,,,,,,1.410848,,,,,,,,,,,fd295a9a-f76f-44e3-a564-434f1a37655e,8,,"[52.0, 32.0]",19778,0,,,,2.4416997,,Left Foot,,,,"[33.0, 48.0]",Ground Pass,24.839485,,Stephanie Houghton,10185.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Left Defensive Midfield,2,Manchester City WFC,746,['d7b33582-3013-49da-b66b-0109a3fbc525'],2,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.555,Pass,
,,,,,,,,,,,1.346075,,,,,,,,,,,897f5ff6-1f59-46bf-aad9-77804c727b8d,11,,"[34.0, 48.0]",19778,0,,,,-1.5707964,,Right Foot,,,,"[34.0, 22.0]",Ground Pass,26.0,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['b551afdd-8a72-43ef-ba5a-0c9a489c71a6'],4,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.241,Pass,
,,,,,,,,,,,1.507017,,,,,,,,,,,2bffbc83-0b6b-4951-a9e9-5fbcd17b7e96,14,,"[34.0, 21.0]",19778,0,,,,-1.1583859,,Right Foot,,,,"[41.0, 5.0]",Ground Pass,17.464249,,Demi Stokes,4651.0,,,,,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Manchester City WFC,746,['1a6633ec-a1fb-4d91-a86f-252647d8f9aa'],6,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.733,Pass,
