50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,07f67056-c5f9-46dd-bd7a-48af024f0335,1,,,2275103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 24238, 'name': 'Ashley Hodson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,db868b2a-3b01-494a-98a6-74b318e88d63,2,,,2275103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 31557, 'name': 'Katharina Baunach'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3ba1eab9-4cba-43df-b382-429137ac01f4,3,,,2275103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['42ee6be8-1bcb-4cf2-a707-f697291f85cc'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,42ee6be8-1bcb-4cf2-a707-f697291f85cc,4,,,2275103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['3ba1eab9-4cba-43df-b382-429137ac01f4'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cee9403c-827a-4d67-8a55-31aac8e0cbc9,1649,,,2275103,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,West Ham United LFC,972,['6306e2c3-1149-44fc-9b98-0a722532802c'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6306e2c3-1149-44fc-9b98-0a722532802c,1650,,,2275103,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,West Ham United LFC,972,['cee9403c-827a-4d67-8a55-31aac8e0cbc9'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.565628,,,,,,,,,,,,,,,9514e8d7-6acf-492f-9ee1-4c20310b9d7f,5,,"[61.0, 40.1]",2275103,0,,,,,3.110107,,Right Foot,,,"[48.3, 40.5]",,Ground Pass,,12.706298,,,,,Jade Bailey,21854.0,,,,,,Kick Off,1,From Kick Off,Kirsty Linnett,19418.0,Right Center Forward,2,Liverpool WFC,966,['5b99545b-f793-4b53-80d7-deef892790a0'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.504,Pass,
,,,,,,,,,,,,,,,,1.976897,,,,,,,,,,,,,,,f9a2066c-e740-4346-ac6f-e342d49c66f3,9,,"[43.4, 44.1]",2275103,0,,,,,2.4780369,,Right Foot,,,"[26.9, 57.0]",,Ground Pass,,20.944212,,,,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,,,1,From Kick Off,Jade Bailey,21854.0,Left Center Midfield,2,Liverpool WFC,966,"['1737fb49-6288-43aa-b3ec-630960de485b', '407628f3-fe6a-4483-bc20-146ca42538f4']",3,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:03.342,Pass,True
,,,,,,,,,,,,,,,,1.083131,,,,,,,,,,,,,,,f005d5a4-9255-4eca-bd96-c17175758b2e,12,,"[27.9, 58.9]",2275103,0,,,,,1.1236566,,Right Foot,,,"[36.1, 76.0]",,Ground Pass,,18.964441,,,,,Rebecca Jane,18144.0,,,,,,,1,From Kick Off,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,2,Liverpool WFC,966,['25fc10b0-1073-4284-b064-c1cd02d12a87'],6,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:06.629,Pass,
,,,,,,,,,,,,,,,,1.983103,,,,,,,,,,,,,,,c9670ad9-c6b2-478d-9927-44451b1fb5f4,15,,"[36.0, 76.8]",2275103,0,,,,,-0.21634066,,Right Foot,,,"[81.5, 66.8]",,High Pass,,46.58594,,,Incomplete,,Kirsty Linnett,19418.0,,,,,,,1,From Kick Off,Rebecca Jane,18144.0,Right Back,2,Liverpool WFC,966,"['433bec15-cfa2-43ac-ba5d-9e02a286e9f8', '565640db-6627-40c4-b09b-0b63516852fd']",9,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:09.349,Pass,
,,,,,,,,,,,,,,,,1.882587,,,,,,,,,,,,,,,565640db-6627-40c4-b09b-0b63516852fd,17,,"[38.6, 13.3]",2275103,0,,,,,-1.293513,,Other,,,"[42.3, 0.3]",,Low Pass,,13.516287,,,,,Katharina Baunach,31557.0,,,,,,Recovery,1,Regular Play,Brooke Hendrix,18159.0,Center Back,3,West Ham United LFC,972,"['c9670ad9-c6b2-478d-9927-44451b1fb5f4', 'cf76cd8e-0ea8-4a93-bdb3-d9b459c960d5']",11,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:11.332,Pass,
