50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7ce17d67-41ca-495d-859e-8cbfb7f645a0,1,,,,3825584,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d70167eb-d408-4bdf-80d0-75b36a714850,2,,,,3825584,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 18867, 'name': 'Matías Nahuel Leiva Esquivel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ea978e00-6de3-4e1a-8f35-24c0c6b90978,3,,,,3825584,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['b8bfa9aa-59dc-47d9-97ed-28f8823259a4'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b8bfa9aa-59dc-47d9-97ed-28f8823259a4,4,,,,3825584,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['ea978e00-6de3-4e1a-8f35-24c0c6b90978'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,813a5935-7512-430b-8be9-e4250b22709b,1399,,,,3825584,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Villarreal,222,['a99ca14b-780a-48e7-b88d-a3c75f52fcd1'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a99ca14b-780a-48e7-b88d-a3c75f52fcd1,1400,,,,3825584,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Villarreal,222,['813a5935-7512-430b-8be9-e4250b22709b'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.531953,,,,,,,,,,,,,193e7d05-374d-49c7-a8f3-7266994993e1,5,,,"[60.0, 40.0]",3825584,0,,True,,,0.14189705,,Left Foot,,,,"[60.7, 40.1]",,Ground Pass,,0.70710677,,,Javier Márquez Moreno,24783.0,,,,,,Kick Off,1,From Kick Off,Youssef El-Arabi,27109.0,Center Forward,2,Granada,1049,['ce6e8ccf-eaad-4ab7-a6cf-a0171efdf356'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.409,Pass,
,,,,,,,,,,,,,,,,2.417119,,,,,,,,,,,,,5820c348-c720-43a1-beec-e7b63db01cb3,8,,,"[63.7, 41.7]",3825584,0,,,,,0.9227157,,Left Foot,,,,"[92.7, 80.0]",,High Pass,,48.040504,Out,,Isaac Ajayi Success,6918.0,,,,,,,1,From Kick Off,Javier Márquez Moreno,24783.0,Center Attacking Midfield,2,Granada,1049,"['0cb5006a-92fb-4398-999d-d816943e8e87', 'de5babdc-0a9c-43d7-985c-1f0df142f91a']",2,,,,,,,,,,,,,,,,,Granada,1049,00:00:02.631,Pass,True
,,,,,,,,,,,,,,,,1.509037,,,,,,,,,,,,,8a226ec0-d216-404a-b334-35d530ccf152,10,,,"[42.1, 0.1]",3825584,0,,,,,0.9723774,,,,,,"[55.6, 19.9]",,Low Pass,,23.964348,,,Roberto Soldado Rillo,26009.0,,,,,,Throw-in,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,3,Villarreal,222,['0ae85860-1b6f-4ddd-b4ce-06c41a73497d'],15,,,,,,,,,,,,,,,,,Villarreal,222,00:00:15.907,Pass,
,,,,,,,,,,,,,,,,1.227323,,,,,,,,,,,,,d40a0573-1b0c-4e12-abe8-efbd3c842dfb,14,,,"[56.6, 21.7]",3825584,0,,,,,1.6580063,,Right Foot,,,,"[55.0, 40.0]",,Low Pass,,18.369812,Incomplete,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Left Center Forward,3,Villarreal,222,"['77b9d924-1c14-4bfe-8a7a-323369b75fef', '82a59a82-48b2-4ed8-8cdd-20b93431534a', 'b2d7ce28-eb83-49d9-83b9-075860879d05']",17,,,,,,,,,,,,,,,,,Villarreal,222,00:00:17.478,Pass,True
,,,,,,,,,,,,,,,,2.154887,,,,,,,,,,,,,790d6e4d-feb0-4a89-907c-e8fc655107d5,17,,,"[56.6, 37.2]",3825584,0,,,,,1.6153527,,Right Foot,,,,"[55.2, 68.6]",,Low Pass,,31.431194,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,Recovery,1,From Throw In,Roberto Soldado Rillo,26009.0,Left Center Forward,3,Villarreal,222,['cfb2b7fa-b8d6-4884-a6e5-e4a603f79e1b'],19,,,,,,,,,,,,,,,,,Villarreal,222,00:00:19.633,Pass,
,,,,,,,,,,,,,,,,0.73213,,,,,,,,,,,,,5c947eb9-f481-4ba3-a51a-dc352e08ea00,20,,,"[78.6, 75.3]",3825584,0,,,,,-1.1420183,,Right Foot,,,,"[81.8, 68.3]",,Ground Pass,,7.6967525,,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,3,Villarreal,222,['af220de6-b49a-45bc-a47f-368fd351de11'],25,,,,,,,,,,,,,,,,,Villarreal,222,00:00:25.884,Pass,
,,,,,,,,,,,,,,,,0.317319,,,,,,,,,,,,,acfdd2f3-6e25-4231-92fd-3e4648720fd1,24,,,"[81.9, 71.5]",3825584,0,,,,,-0.14784937,,Right Foot,,,,"[86.6, 70.8]",,Ground Pass,,4.7518415,Incomplete,,Mario Gaspar Pérez Martínez,6772.0,,,,,,,1,From Throw In,Matías Nahuel Leiva Esquivel,18867.0,Right Midfield,3,Villarreal,222,"['04aea9e2-72ad-4519-95e8-386729ad06e1', '0eec227e-6cd1-4b04-8f58-df0b6c7e6726']",27,,,,,,,,,,,,,,,,,Villarreal,222,00:00:27.467,Pass,
,,,,,,,,,,,,,,,,0.990935,,,,,,,,,,,,,27ab67a5-307c-4b97-9909-ccb28ebe1e28,27,,,"[37.3, 11.9]",3825584,0,,,,,2.917358,,Left Foot,,,,"[31.6, 13.2]",,Ground Pass,,5.8463664,,,Rene Krhin,3160.0,,,,,,Recovery,1,Regular Play,Javier Márquez Moreno,24783.0,Center Attacking Midfield,4,Granada,1049,['9ce4a282-6256-4227-bd91-13adb8d46a75'],28,,,,,,,,,,,,,,,,,Granada,1049,00:00:28.817,Pass,
,,,,,,,,,,,,,,,,0.897187,,,,,,,,,,,,,137e5885-ceaf-4531-b434-4d30fac99903,29,,,"[32.1, 13.2]",3825584,0,,,,,-0.688145,,Right Foot,,,,"[41.1, 5.8]",,Ground Pass,,11.651609,,,Javier Márquez Moreno,24783.0,,,,,,,1,Regular Play,Rene Krhin,3160.0,Right Defensive Midfield,4,Granada,1049,['3c2e7f99-8834-40a1-953b-0a2d1dfc26d4'],29,,,,,,,,,,,,,,,,,Granada,1049,00:00:29.808,Pass,
,,,,,,,,,,,,,,,,4.415268,,,,,,,,,,,,,acf765f4-3f67-43a5-ba36-43fc16d9b76c,32,,,"[41.1, 5.8]",3825584,0,,,,,0.13145357,,Left Foot,,,,"[94.8, 12.9]",,Ground Pass,,54.16733,Incomplete,,Youssef El-Arabi,27109.0,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Center Attacking Midfield,4,Granada,1049,"['0b331aab-7f92-4125-aec9-89f377b7a13f', 'a2846644-c208-4598-b109-3c0c827a2fd2']",32,,,,,,,,,,,,,,,,,Granada,1049,00:00:32.226,Pass,
,,,,,,,,,,,,,,,,1.419414,,,,,,,,,,,,,0b331aab-7f92-4125-aec9-89f377b7a13f,34,,,"[25.3, 67.2]",3825584,0,,,,,-1.5947918,,Left Foot,,,,"[25.0, 54.7]",,Ground Pass,,12.503599,,,Víctor Ruíz Torre,6752.0,,,,,,Recovery,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,5,Villarreal,222,"['acf765f4-3f67-43a5-ba36-43fc16d9b76c', 'b409328d-d203-4a9d-bbd7-83c8be199c08']",36,,,,,,,,,,,,,,,,,Villarreal,222,00:00:36.641,Pass,
,,,,,,,,,,,,,,,,1.087747,,,,,,,,,,,,,81d6d38c-2d63-44a5-9ac3-3db68ebad7a4,37,,,"[24.0, 52.5]",3825584,0,,,,,-2.95737,,Left Foot,,,,"[7.9, 49.5]",,Ground Pass,,16.37712,,,Alphonse Areola,3379.0,,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,5,Villarreal,222,['8e959d15-9c9f-4b0d-8996-cad5ff0a35b6'],38,,,,,,,,,,,,,,,,,Villarreal,222,00:00:38.180,Pass,
,,,,,,,,,,,,,,,,3.336092,,,,,,,,,,,,,9f748c74-1913-4302-a77d-2e8740ab52e7,40,,,"[7.9, 49.2]",3825584,0,,,,,0.09427102,,Right Foot,,,,"[70.3, 55.1]",,High Pass,,62.678307,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,,1,Regular Play,Alphonse Areola,3379.0,Goalkeeper,5,Villarreal,222,"['1fd9f005-3fb3-439a-a220-f3c8a4503d1d', 'bf662ce3-e944-42f6-b53e-582714a5edd5']",39,,,,,,,,,,,,,,,,,Villarreal,222,00:00:39.345,Pass,
,,,,,,,,,,,,,,,,1.488578,,,,,,,,,,,,,bf662ce3-e944-42f6-b53e-582714a5edd5,43,,,"[49.8, 25.0]",3825584,0,,,,True,-0.4428173,,,,,,"[59.5, 20.4]",,Low Pass,,10.7354555,,,Javier Márquez Moreno,24783.0,,,,,,Recovery,1,Regular Play,David Rodríguez Lombán,6702.0,Left Center Back,5,Villarreal,222,"['9f748c74-1913-4302-a77d-2e8740ab52e7', 'cadf76aa-3210-423b-b4fd-5c2e44b4596f', 'd61662e1-1788-4192-8a21-e607c81c9f85']",42,,,,,,,,,,,,,,,,,Granada,1049,00:00:42.681,Pass,True
,,,,,,,,,,,,,,,,0.850296,,,,,,,,,,,,,29e105e8-3ef4-4a58-a4d0-06ce6eaf451f,46,,,"[59.5, 19.0]",3825584,0,,,,,2.8879185,,Left Foot,,,,"[48.7, 21.8]",,Ground Pass,,11.157061,Incomplete,,,,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Center Attacking Midfield,5,Villarreal,222,"['3efc999d-5d33-400f-b4f6-394156b8262d', '5d9ea125-0e98-4ee4-9a5e-aba1046a67fa']",44,,,,,,,,,,,,,,,,,Granada,1049,00:00:44.169,Pass,True
,,,,,,,,,,,,,,,,0.737771,,,,,,,,,,,,,a36b0fe9-5f76-4f77-b497-8227aaa12596,50,,,"[71.3, 62.5]",3825584,0,,,,,0.8721365,,Right Foot,,,,"[79.7, 72.5]",,Ground Pass,,13.059862,,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Left Center Forward,5,Villarreal,222,"['74a013e0-7d75-47bc-88ae-b8ad3ebee0c3', 'cd874b4e-dd03-4d09-be5f-305b8a41d43a']",46,,,,,,,,,,,,,,,,,Villarreal,222,00:00:46.268,Pass,True
,,,,,,,,,,,,,,,,1.817758,,,,,,,,,,,,,ba688330-fe12-4afb-9f2f-ac6660875347,54,,,"[82.1, 72.2]",3825584,0,,,,,-2.4311526,,Right Foot,,,,"[68.5, 60.5]",,Ground Pass,,17.940178,Incomplete,,Manuel Trigueros Muñoz,6771.0,,,,,,,1,Regular Play,Matías Nahuel Leiva Esquivel,18867.0,Right Midfield,5,Villarreal,222,"['37595e57-22fd-4a20-a302-0bc61209a4d9', 'adef39a6-27fd-42af-b3d8-9dcbb7394dd7']",53,,,,,,,,,,,,,,,,,Villarreal,222,00:00:53.737,Pass,
,,,,,,,,,,,,,,,,1.508896,,,,,,,,,,,,,5f200a90-b9e1-4d74-925f-9ff522b57826,59,,,"[48.0, 20.1]",3825584,0,,,,,-0.3972371,,Right Foot,,,,"[65.4, 12.8]",,Ground Pass,,18.869287,Incomplete,,Javier Márquez Moreno,24783.0,,,,,,,1,Regular Play,Youssef El-Arabi,27109.0,Center Forward,6,Granada,1049,"['4acc4aa6-35f6-46bc-99aa-41bca9176b0a', 'c5088cf0-22df-4ff8-8f3e-78619ac1bb24']",57,,,,,,,,,,,,,,,,,Granada,1049,00:00:57.824,Pass,
