50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2e0976c5-14f2-495a-b7e8-ebbcbb2e7221,17,,"[28.4, 60.4]",3825887,0,,,,,-1.5815197,,Right Foot,,,"[28.0, 23.1]",,Ground Pass,,37.302143,,,,José Ángel Crespo Rincón,18404.0,,,,,,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,2,Rayo Vallecano,360,['e44e3ac2-f095-4895-acb2-d60c9bc4c42c'],8,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:08.579,Pass,
,,,,,,,,,,,,,,,,1.099771,,,,,,,,,,,,,,,208d9636-066d-487b-9e7e-59f11e3e6ef3,20,,"[33.7, 20.7]",3825887,0,,,,,-0.30364388,,Right Foot,,,"[48.7, 16.0]",,Ground Pass,,15.719097,,,,Pablo Hernández Domínguez,4711.0,,,,,,1,From Kick Off,José Ángel Crespo Rincón,18404.0,Left Center Back,2,Rayo Vallecano,360,['4d605737-3982-411f-9759-d95965a4cd19'],12,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:12.259,Pass,
,,,,,,,,,,,,,,,,1.107476,,,,,,,,,,,,,,,3756b06f-7b9a-4452-8aa1-5bff6f86e984,24,,"[48.5, 15.1]",3825887,0,,,,,-2.6439025,,Right Foot,,,"[35.8, 8.2]",,Ground Pass,,14.453373,,,,José Ángel Crespo Rincón,18404.0,,,,,,1,From Kick Off,Pablo Hernández Domínguez,4711.0,Right Wing,2,Rayo Vallecano,360,"['695033ce-a669-47de-9da9-87c937210000', '9cf93bc5-7e86-4f92-8846-32f03e51f799']",13,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:13.683,Pass,True
,,,,,,,,,,,,,,,,0.481749,,,,,,,,,,,,,,,dffc95ae-6317-4cae-828a-cd14cb79ab2f,26,,"[35.8, 8.2]",3825887,0,,,,,0.22827378,,Left Foot,,,"[45.7, 10.5]",,Ground Pass,,10.163661,,Incomplete,,Roberto Román Triguero,6914.0,,,,,,1,From Kick Off,José Ángel Crespo Rincón,18404.0,Left Center Back,2,Rayo Vallecano,360,"['e42b0d51-c83f-4051-94e6-793cd2cc638d', 'f696159f-9367-4955-ae6e-35a31218ec4c']",14,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:14.790,Pass,
,,,,,,,,,,,,,,,,1.225969,,,,,,,,,,,,,,,767db1b5-b276-4dbc-af97-9be120e0b580,30,,"[49.2, 14.0]",3825887,0,,,,,-0.5633163,,Right Foot,,,"[68.2, 2.0]",,Ground Pass,,22.472204,,,,Roberto Román Triguero,6914.0,,,,,Recovery,1,From Kick Off,Pablo Hernández Domínguez,4711.0,Right Wing,2,Rayo Vallecano,360,"['30ed336a-2f0d-4cbc-8346-77327269171f', '8aa69ff3-8973-4625-a1a2-1915ca42372d']",16,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:16.545,Pass,True
,,,,,,,,,,,,,,,,1.536944,,,,,,,,,,,,,,,d208d3aa-3342-4b1d-a3ce-3618a7557f28,33,,"[91.6, 8.2]",3825887,0,,,,,-0.3658678,,Right Foot,,,"[107.0, 2.3]",,Ground Pass,,16.491512,,,,Adrián Embarba Blázquez,11539.0,,,,,,1,From Kick Off,Roberto Román Triguero,6914.0,Left Back,2,Rayo Vallecano,360,['2828533d-0be9-4d6e-bdcd-aa51574da5e1'],21,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:21.044,Pass,
,,,,,,,,,,,,,,,,1.13142,,,,,,,,,,,,,,,bab07d85-d1d9-498c-8e8a-2ff16e00c043,36,,"[113.3, 2.3]",3825887,0,,,,,1.5848799,,Left Foot,True,,"[112.9, 30.7]",,Low Pass,,28.402817,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,From Kick Off,Adrián Embarba Blázquez,11539.0,Left Wing,2,Rayo Vallecano,360,"['6a33bd40-8262-471a-ab11-b90b970692a5', 'f2cfd95f-2190-4919-bddf-1af1edcb89ed']",24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:24.213,Pass,
,,,,,,,,,,,,,,,,0.290961,,,,,,,,,,,,,,,c52dddcd-021d-4583-83ad-116990932d65,42,,"[16.7, 69.6]",3825887,0,,,,,-2.4127378,,Right Foot,,,"[13.9, 67.1]",,Ground Pass,,3.753665,,Incomplete,,,,,,,,,1,From Kick Off,Abdoulaye Doucouré,3292.0,Right Defensive Midfield,2,Rayo Vallecano,360,['95b30f59-248c-4981-81d2-4a2b042e5b29'],28,,,,,,,,,,,,,,,,,Granada,1049,00:00:28.187,Pass,
,,,,,,,,,,,,,,,,3.427565,,,,,,,,,,,,,,,4d07b69b-6e01-4f3c-8f51-2ae0a8d1fc71,47,,"[7.0, 44.1]",3825887,0,,,,,0.24497867,,Left Foot,,,"[71.4, 60.2]",,High Pass,,66.382,,Incomplete,,Abdoulaye Doucouré,3292.0,,,,,Goal Kick,1,From Goal Kick,Jesús Fernández Collado,27240.0,Goalkeeper,3,Granada,1049,"['07a333f0-36d2-4519-acbb-b41a8670807f', 'db699416-be3f-4163-bf30-505408adab15']",56,,,,,,,,,,,,,,,,,Granada,1049,00:00:56.122,Pass,
,,,,,,,,,,,,,,,,1.272683,,,,,,,,,,,,,,,db699416-be3f-4163-bf30-505408adab15,50,,"[48.7, 19.9]",3825887,0,,,,True,0.100781,,,,,"[66.5, 21.7]",,High Pass,,17.89078,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Recovery,1,From Goal Kick,Manuel Rolando Iturra Urrutia,6743.0,Left Defensive Midfield,3,Granada,1049,"['4d07b69b-6e01-4f3c-8f51-2ae0a8d1fc71', '5db94b5b-169f-4e71-84e8-9f45a4daea02', '7d014dbd-2628-4e9a-ac3d-619e81740093']",59,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:59.550,Pass,True
,,,,,,,,,,,,,,,,1.378515,,,,,,,,,,,,,,,48fdfe37-8265-4f00-ad31-0c47fcdc939f,55,,"[56.8, 56.5]",3825887,1,,,,,0.61180764,,Head,,,"[69.2, 65.2]",,High Pass,,15.147607,,Incomplete,,Rubén Rochina Naixes,6680.0,,,,,Recovery,1,From Goal Kick,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,3,Granada,1049,"['97edcf88-9353-4ce2-8d65-7a7047f4714f', 'ba493a60-4ca7-4b93-a738-4d9fa897130f']",1,,,,,,,,,,,,,,,,,Granada,1049,00:01:01.867,Pass,
,,,,,,,,,,,,,,,,3.278473,,,,,,,,,,,,,,,a80ac60d-3988-4066-86e7-a23b69b2e6ca,61,,"[17.1, 42.2]",3825887,1,,,,,-0.44671312,,Left Foot,,,"[69.5, 17.1]",,High Pass,,58.101376,,Incomplete,,,,,,,,,1,From Goal Kick,Jesús Fernández Collado,27240.0,Goalkeeper,3,Granada,1049,"['315e5b83-601d-46d3-83db-41c30f214792', '5b99b91b-e95a-4bd0-a03f-dbb16e20228a']",19,,,,,,,,,,,,,,,,,Granada,1049,00:01:19.371,Pass,True
,,,,,,,,,,,,,,,,1.260876,,,,,,,,,,,,,,,315e5b83-601d-46d3-83db-41c30f214792,62,,"[50.6, 63.0]",3825887,1,,,,,-0.46679226,,Head,,,"[63.3, 56.6]",,High Pass,,14.221462,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Francisco Medina Luna,26797.0,Center Attacking Midfield,3,Granada,1049,"['81837aa5-1648-466c-943b-9408c11aa005', 'a80ac60d-3988-4066-86e7-a23b69b2e6ca']",22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:22.650,Pass,
,,,,,,,,,,,,,,,,3.174332,,,,,,,,,,,,,,,cd49ae4a-020f-487a-aeec-b676dcb16120,66,,"[56.8, 27.7]",3825887,1,,,,,-0.6269921,,Right Foot,,,"[93.1, 1.4]",,High Pass,,44.826107,,Out,,,,,,,,,1,From Goal Kick,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,3,Granada,1049,,24,,,,,,,,,,,,,,,,,Granada,1049,00:01:24.843,Pass,
,,,,,,,,,,,,,,,,1.511302,,,,,,,,,,,,,,,0dcd55e6-0f91-4f1e-9358-abf86bb8291f,67,,"[41.9, 80.0]",3825887,1,,,,,-0.3968777,,,,,"[55.5, 74.3]",,High Pass,,14.746186,,Incomplete,,Francisco Medina Luna,26797.0,,,,,Throw-in,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,4,Rayo Vallecano,360,"['9041fd4e-a9c2-454c-b15d-8bec9d56a5c8', '9f8aad10-5896-4f53-96f5-d2490942dc50']",39,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:39.190,Pass,
,,,,,,,,,,,,,,,,1.41565,,,,,,,,,,,,,,,e33ed0e0-b3e6-4d7f-be75-1f222fa74d2d,71,,"[67.3, 80.0]",3825887,1,,,,,-0.35279647,,,,,"[91.2, 71.2]",,High Pass,,25.468609,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Throw-in,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,5,Rayo Vallecano,360,['d2da7667-2016-4116-8ae5-c3961130214e'],54,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:54.905,Pass,
,,,,,,,,,,,,,,,,1.246879,,,,,,,,,,,,,,,4cf9541e-944b-4dde-a766-105ebbe431e4,75,,"[84.3, 75.9]",3825887,1,,,,,-0.21273178,,Right Foot,,,"[96.8, 73.2]",,Ground Pass,,12.788276,,,,Francisco Medina Luna,26797.0,,,,,,1,From Throw In,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,5,Rayo Vallecano,360,['94df4e21-1a10-4c0c-88f6-3d90575a4503'],58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:58.480,Pass,
,,,,,,,,,,,,,,,,1.030652,,,,,,,,,,,,,,,37923d7e-6ebb-4d14-97ff-2adec2b13c99,86,,"[19.7, 9.3]",3825887,2,,,,,-0.076157644,,Right Foot,,,"[44.6, 7.4]",,Low Pass,,24.972385,,,,Youssef El-Arabi,27109.0,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,5,Rayo Vallecano,360,"['309b9756-0d81-4ca3-ac9d-8ce1a1a8e825', '603f0b34-60c0-4c7a-ada5-c78593ab2d2a']",4,,,,,,,,,,,,,,,,,Granada,1049,00:02:04.426,Pass,True
,,,,,,,,,,,,,,,,1.569211,,,,,,,,,,,,,,,70a38240-6fdb-435d-b515-bd91ae90cfc7,91,,"[78.6, 80.0]",3825887,2,,,,,-0.61784446,,,,,"[98.3, 66.0]",,High Pass,,24.167953,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Throw-in,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,6,Rayo Vallecano,360,"['13ce03c5-8d72-4b4e-8d44-0134f2ec42fd', 'b1f4f5e1-bce9-402a-8bd9-0f0e57bda6a9']",19,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:19.238,Pass,
,,,,,,,,,,,,,,,,3.282651,,,,,,,,,,,,,,,273f9f91-0c88-44bd-8a50-de02c8d1abd7,96,,"[26.7, 0.1]",3825887,2,,,,,0.17120463,,,,,"[69.5, 7.5]",,High Pass,,43.43501,,Incomplete,,Isaac Ajayi Success,6918.0,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,7,Granada,1049,"['59025c87-8a78-4ba2-bc52-e1106fe9280c', 'a9e7e14b-d0ad-40c4-9ab7-6f83c87a14f6']",33,,,,,,,,,,,,,,,,,Granada,1049,00:02:33.491,Pass,
,,,,,,,,,,,,,,,,1.17021,,,,,,,,,,,,,,,59025c87-8a78-4ba2-bc52-e1106fe9280c,98,,"[50.6, 72.6]",3825887,2,,,,,-1.8971552,,Left Foot,,,"[48.4, 66.1]",,Low Pass,,6.8622155,,,,Joaquín José Marín Ruiz,24138.0,,,,,Recovery,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,8,Rayo Vallecano,360,"['273f9f91-0c88-44bd-8a50-de02c8d1abd7', '5b9b8bf8-0e77-456e-977e-55c00c73464f']",36,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:36.774,Pass,
,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,6db0fc75-7d75-4a39-badc-4ac3a937d57b,101,,"[44.7, 66.0]",3825887,2,,,,,-2.5948038,,Right Foot,,,"[14.8, 47.8]",,Ground Pass,,35.00357,,,,Juan Carlos Martín Corral,24255.0,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,8,Rayo Vallecano,360,['6b4cf9f5-2616-48ac-9548-935193294927'],38,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:38.675,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,477cdecd-aff3-4d00-bfdc-1bf2bd58dd8b,104,,"[14.8, 47.8]",3825887,2,,,,,1.2810714,,Left Foot,,,"[22.7, 74.3]",,Ground Pass,,27.652487,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,1,Regular Play,Juan Carlos Martín Corral,24255.0,Goalkeeper,8,Rayo Vallecano,360,['6e49d290-282a-4f76-a88f-b5a314e0d1b1'],45,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:45.475,Pass,
,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,47f0f7cc-7be1-4b41-9c64-32445bfb1cc2,107,,"[22.2, 72.1]",3825887,2,,,,,-1.5472713,,Left Foot,,,"[22.8, 46.6]",,Ground Pass,,25.507057,,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,8,Rayo Vallecano,360,['41e41977-901e-49bb-b6b5-880cf5c53b9f'],48,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:48.075,Pass,
,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,c250bba9-099a-42a3-b0ba-5141996df70e,110,,"[25.4, 44.7]",3825887,2,,,,,-1.1927379,,Right Foot,,,"[36.6, 16.5]",,Ground Pass,,30.342709,,,,José Ángel Crespo Rincón,18404.0,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,8,Rayo Vallecano,360,['4953bc7c-96f9-411c-a73c-e838732237ca'],51,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:51.176,Pass,
,,,,,,,,,,,,,,,,1.917089,,,,,,,,,,,,,,,7c54bedb-c583-4a9f-867f-61bc231cbb3c,114,,"[43.8, 13.8]",3825887,2,,,,,-0.32175055,,Right Foot,,,"[78.3, 2.3]",,Ground Pass,,36.36619,,,,Roberto Román Triguero,6914.0,,,,,,1,Regular Play,José Ángel Crespo Rincón,18404.0,Left Center Back,8,Rayo Vallecano,360,"['0c499a60-ed5a-48ef-a8b9-d8fef40e6308', '1c63c696-4f60-450e-91e2-6b3190b99b77']",55,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:55.875,Pass,True
,,,,,,,,,,,,,,,,0.903558,,,,,,,,,,,,,,,0ebbc82f-2211-42d1-8793-d9f272588e67,118,,"[98.8, 13.3]",3825887,3,,,,,-1.009633,,Right Foot,,,"[105.4, 2.8]",,Ground Pass,,12.402016,,,,Adrián Embarba Blázquez,11539.0,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Left Back,8,Rayo Vallecano,360,['145cf9a6-5f42-4d40-8304-0be22c0c759d'],2,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:02.518,Pass,
,,,,,,,,,,,,,,,,0.058923,,,,,,,,,,,,,,,1f0e4e26-1230-4e72-afb0-6fc8dc04cceb,121,,"[96.1, 3.1]",3825887,3,,,,,0.9723774,,Right Foot,,,"[99.1, 7.5]",,Low Pass,,5.325411,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,Regular Play,Adrián Embarba Blázquez,11539.0,Left Wing,8,Rayo Vallecano,360,"['49aac6bd-2ff5-485d-83a0-209ed9ae5319', '91ca3fa7-8c6a-469a-b2b3-cd53ba215366']",5,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:05.622,Pass,
,,,,,,,,,,,,,,,,1.21088,,,,,,,,,,,,,,,042a6d50-4366-4c63-b65a-57069fbc6325,124,,"[100.8, 15.4]",3825887,3,,,,,2.762613,,Head,,,"[89.5, 19.9]",,High Pass,,12.163059,,,,Pablo Hernández Domínguez,4711.0,,,,,Recovery,1,Regular Play,Roberto Román Triguero,6914.0,Left Back,8,Rayo Vallecano,360,['1c64cd17-17ed-42e1-a34c-d7aaeb096f93'],7,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:07.368,Pass,
,,,,,,,,,,,,,,,,1.19118,,,,,,,,,,,,,,,bc6ec23d-8904-4810-8cdc-fa1bd6758c22,130,,"[36.9, 62.8]",3825887,3,,,,,1.2110206,,Right Foot,,,"[41.0, 73.7]",,Ground Pass,,11.6456,,,,Rubén Rochina Naixes,6680.0,,,,,,1,Regular Play,Youssef El-Arabi,27109.0,Right Center Forward,8,Rayo Vallecano,360,['c2bcc6e4-fbd2-4ead-ba78-b7ec29a50f97'],10,,,,,,,,,,,,,,,,,Granada,1049,00:03:10.535,Pass,
