bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,34d47379-4df3-4739-9eec-daca4712450c,1,,,,3825706,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,acb25b0f-19a7-49b4-8481-1a04de7f6ca3,2,,,,3825706,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,81ef6f80-dedf-4557-bd60-9fd75f322127,3,,,,3825706,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['e6693977-5c0b-49bc-bf7f-c069c7f9c60b'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e6693977-5c0b-49bc-bf7f-c069c7f9c60b,4,,,,3825706,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['81ef6f80-dedf-4557-bd60-9fd75f322127'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0c7cedda-0992-49e1-b03c-1a93a3f1a090,1918,,,,3825706,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Celta Vigo,209,['dae58d34-934c-410a-a244-db2da8baaa7b'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dae58d34-934c-410a-a244-db2da8baaa7b,1919,,,,3825706,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Celta Vigo,209,['0c7cedda-0992-49e1-b03c-1a93a3f1a090'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.433506,,,,,,,,,,,,c855bd28-a4a2-43ef-ad56-08ae05146e2f,5,,,"[61.0, 40.1]",3825706,0,,,,,2.0074234,,Right Foot,,,,"[59.6, 43.1]",,Ground Pass,,3.310589,,,,,Raúl García Escudero,6391.0,,,,,Kick Off,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,['29469c24-bba4-478f-ae79-3beb7ea92599'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.661,Pass,
,,,,,,,,,,,,,,,,,1.879142,,,,,,,,,,,,837c06f6-d8d5-4051-8e2c-7dab27a70780,7,,,"[59.8, 43.8]",3825706,0,,,,,-2.7138577,,Right Foot,,,,"[39.4, 34.5]",,Ground Pass,,22.419857,,,,,Aymeric Laporte,4353.0,,,,,,1,From Kick Off,Raúl García Escudero,6391.0,Center Attacking Midfield,2,Athletic Club,215,['40a1d018-2bdd-4b8c-b24b-3e5af05dfd42'],1,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.094,Pass,
,,,,,,,,,,,,,,,,,1.471618,,,,,,,,,,,,c33cc7f6-a434-418c-bd73-39aaef757f13,10,,,"[39.4, 34.5]",3825706,0,,,,,1.487655,,Left Foot,,,,"[41.4, 58.5]",,Ground Pass,,24.083189,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['45ecf1cf-2e3b-42ac-9322-b536df9f34d1'],4,,,,,,,,,,,,,,,,Athletic Club,215,00:00:04.062,Pass,
,,,,,,,,,,,,,,,,,2.039305,,,,,,,,,,,,92a960c5-b00b-4c89-97c2-1ebf9eb7e060,14,,,"[46.2, 59.2]",3825706,0,,,,,0.005509586,,Right Foot,,,,"[82.5, 59.4]",,High Pass,,36.300552,,,Incomplete,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,2,Athletic Club,215,"['2840f33c-d06e-41f2-a97a-1be6e28dc143', 'cf0de6dd-eb8d-42d8-8a37-fca2bb2bcef6', 'd065b63d-ff06-421f-8e04-6215e312c776']",7,,,,,,,,,,,,,,,,Athletic Club,215,00:00:07.076,Pass,True
