50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6bda25c5-9f77-494c-af7f-bbc1857ed8e3,1,,,,3825680,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 6}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c46bc046-613e-4006-b400-cf4a52332ea0,2,,,,3825680,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,de49294a-0d4f-48b7-8338-950ffd23c352,3,,,,3825680,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['71000d4f-2f82-4bbb-a92d-4fb1104fadbb'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,71000d4f-2f82-4bbb-a92d-4fb1104fadbb,4,,,,3825680,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['de49294a-0d4f-48b7-8338-950ffd23c352'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,85aa828c-1ddc-401c-9ad3-adecb6d7216a,1648,,,,3825680,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Sevilla,213,['28ba8a0d-4b04-404f-b0ac-40bd75f3c30a'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,28ba8a0d-4b04-404f-b0ac-40bd75f3c30a,1649,,,,3825680,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Sevilla,213,['85aa828c-1ddc-401c-9ad3-adecb6d7216a'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.467607,,,,,,,,,,,,d85639f8-3380-4a99-a350-dfc9ec863475,5,,,"[61.0, 40.1]",3825680,0,,,,,1.9990605,,Left Foot,,,,"[58.9, 44.7]",,Ground Pass,,5.056679,,,Lucas Pérez Martínez,6732.0,,,,,Kick Off,1,From Kick Off,Oriol Riera Magem,27243.0,Left Center Forward,2,RC Deportivo La Coruña,219,['e12c1b3c-2776-4c26-b522-2540c6158277'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.216,Pass,
,,,,,,,,,,,,,,2.505548,,,,,,,,,,,,95b7e5ff-cf73-47f5-b32b-425cc31ef12c,8,,,"[57.6, 43.8]",3825680,0,,,,,-2.5550115,,Right Foot,,,,"[25.1, 22.2]",,Low Pass,,39.023197,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,From Kick Off,Lucas Pérez Martínez,6732.0,Right Center Forward,2,RC Deportivo La Coruña,219,['ea5b8af8-c917-48a8-8a65-22ac2ef5d2a4'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.704,Pass,
,,,,,,,,,,,,,,2.197564,,,,,,,,,,,,a25c4718-f50a-42b4-9a5e-6a449acd511f,11,,,"[24.9, 20.7]",3825680,0,,,,,0.27781668,,Left Foot,,,,"[79.6, 36.3]",,High Pass,,56.881016,,,Lucas Pérez Martínez,6732.0,,,,,,1,From Kick Off,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,2,RC Deportivo La Coruña,219,['16cc3138-8b84-454c-a235-b5625aa2e8e2'],5,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:05.464,Pass,
,,,,,,,,,,,,,,1.744486,,,,,,,,,,,,8155531e-4eaf-407c-af02-ea9f6ab7fd6f,14,,,"[79.0, 37.2]",3825680,0,,,,,-0.678463,,Other,,,,"[88.8, 29.3]",,Low Pass,,12.587692,Incomplete,,Oriol Riera Magem,27243.0,,,,,,1,From Kick Off,Lucas Pérez Martínez,6732.0,Right Center Forward,2,RC Deportivo La Coruña,219,"['16313452-0b1e-44f1-8711-7ceee9ca817d', '5625b074-3939-4312-8011-7eef63f7ed13']",7,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:07.725,Pass,
