50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,8f811a5f-7d7e-47c0-8b4f-4e39d5c1cac6,1,,,,19739,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 21023, 'name': 'Amanda Nildén'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 21022, 'name': 'Jenna Legg'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,62b1df21-a01a-4ab2-991d-ef9fff3a7d00,2,,,,19739,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,b841fcd9-4bff-48b4-a1ca-3c86db057f62,3,,,,19739,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['e09b5f17-fd6b-4375-bf6d-daff75f7bba1'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,e09b5f17-fd6b-4375-bf6d-daff75f7bba1,4,,,,19739,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['b841fcd9-4bff-48b4-a1ca-3c86db057f62'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,30f28246-c86e-479c-b7e1-f679c63c8339,1765,,,,19739,45,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Brighton & Hove Albion WFC,965,['ea871bb4-6319-4899-a89c-834f318b1652'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,ea871bb4-6319-4899-a89c-834f318b1652,1766,,,,19739,45,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Brighton & Hove Albion WFC,965,['30f28246-c86e-479c-b7e1-f679c63c8339'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,0.7549,,,,,,,,,,,e12da7a8-cc4f-4c69-a8cb-bbee95584cbe,5,,,"[60.0, 40.0]",19739,0,,,-3.0309355,,,Right Foot,,,"[51.0, 39.0]",,Ground Pass,9.055386,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Nikita Parris,4654.0,Center Forward,2,Manchester City WFC,746,['7edbeef2-2da6-439f-9182-a316f5ca6d3f'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.679,Pass,
,,,,,,,,,,,0.7852,,,,,,,,,,,5df69a07-1a38-48e1-954a-9a22d572c6dc,8,,,"[51.0, 40.0]",19739,0,,,1.815775,,,Left Foot,,,"[49.0, 48.0]",,Ground Pass,8.246211,,Jill Scott,10172.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Midfield,2,Manchester City WFC,746,['95bcfd08-8334-4864-8e52-cd7ee3384f3f'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.048,Pass,
,,,,,,,,,,,1.9009,,,,,,,,,,,bec720ef-c6d6-4f09-ab24-950af8574337,11,,,"[49.0, 48.0]",19739,0,,,-2.0344439,,,Right Foot,,,"[39.0, 28.0]",,Ground Pass,22.36068,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Jill Scott,10172.0,Right Center Midfield,2,Manchester City WFC,746,['a20d0ee9-b591-40c1-871c-e408c6918bac'],3,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:03.729,Pass,
,,,,,,,,,,,1.5751,,,,,,,,,,,6193c669-429b-434f-a2b7-39e1f0aa38c7,14,,,"[40.0, 28.0]",19739,0,,,-1.1705557,,,Right Foot,,,"[51.0, 2.0]",,Ground Pass,28.231188,,Esme Beth Morgan,4649.0,,,,,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Manchester City WFC,746,['dc22399f-e25c-4fa4-88aa-827f9abe4d95'],6,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.533,Pass,
