50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8f271e05-8ac6-4c71-8989-cc0ac901c392,1,,,,19801,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 13834, 'name': 'Rakel Hönnudóttir'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7689bdf9-9b7c-44de-a385-6f37d368b534,2,,,,19801,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5c353baf-f9a5-4ce8-8ac2-dca058e2363c,3,,,,19801,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['8eb5227b-78b9-4c30-840b-8465f38799c7'],0,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8eb5227b-78b9-4c30-840b-8465f38799c7,4,,,,19801,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['5c353baf-f9a5-4ce8-8ac2-dca058e2363c'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d3b12d26-4758-413a-af13-df04b3358744,2042,,,,19801,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Reading WFC,974,['bf744c1b-23ac-4a53-8168-b45fd5a428ea'],0,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bf744c1b-23ac-4a53-8168-b45fd5a428ea,2043,,,,19801,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Reading WFC,974,['d3b12d26-4758-413a-af13-df04b3358744'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.363624,,,,,,,,,,,,,,1debc30e-c0c1-4994-9d1f-0699f33cc1e7,5,,,"[61.0, 41.0]",19801,0,,,,-2.695487,,Right Foot,,,"[38.0, 30.0]",,Ground Pass,,25.495098,,,,,Josanne Potter,10198.0,,,,,,Kick Off,1,From Kick Off,Fara Williams,10251.0,Center Attacking Midfield,2,Reading WFC,974,['a976c5c1-309a-4cb7-af4b-19c173d646c8'],0,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.591,Pass,
,,,,,,,,,,,,,,,,,,2.860143,,,,,,,,,,,,,,a2f440be-664f-4144-917a-1dc2edc85141,10,,,"[52.0, 33.0]",19801,0,,,,1.7942729,,Left Foot,,,"[42.0, 77.0]",,Ground Pass,,45.122055,,,,,Molly Bartrip,21021.0,,,True,,,,1,From Kick Off,Josanne Potter,10198.0,Left Center Back,2,Reading WFC,974,"['f8980734-c167-47c6-9303-914cc187e2ef', 'fbbb5d7e-be29-4acf-aedf-67aaa17d6aa3']",5,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:05.844,Pass,True
,,,,,,,,,,,,,,,,,,1.13942,,,,,,,,,,,,,,0bb51ca5-238c-4ce0-842c-6671d9416604,13,,,"[42.0, 76.0]",19801,0,,,,-2.158799,,Right Foot,,,"[32.0, 61.0]",,Ground Pass,,18.027756,,,,,Kirstyn Pearce,18152.0,,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Right Back,2,Reading WFC,974,['49f3a9f8-0e2c-41e3-a417-412de9d45a72'],9,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:09.759,Pass,
,,,,,,,,,,,,,,,,,,0.850572,,,,,,,,,,,,,,9f6acd87-ef0d-4b16-a746-082aeea559cd,17,,,"[45.0, 63.0]",19801,0,,,,-0.26625204,,Right Foot,,,"[56.0, 60.0]",,Ground Pass,,11.401754,,,Incomplete,,Rakel Hönnudóttir,13834.0,,,,,,,1,From Kick Off,Kirstyn Pearce,18152.0,Right Center Back,2,Reading WFC,974,"['45437663-cd6f-4acb-a2f6-b1b5dcbacb0b', 'e2f22e0a-b07b-4dfd-a5da-16ae62010d64']",14,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:14.735,Pass,
