50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,b11d6451-7ecd-4b72-88dd-dbcb1f69fd2b,1,,,19714,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,c8ce01a4-4eee-4732-addc-83be81daf5b1,2,,,19714,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,17e0a98b-9c9f-449d-a8c1-90df4d88c9d8,3,,,19714,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['180b3025-13ae-4673-955f-9555fe97169a'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,180b3025-13ae-4673-955f-9555fe97169a,4,,,19714,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['17e0a98b-9c9f-449d-a8c1-90df4d88c9d8'],0,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,bcf5eb1f-1298-40fc-ba0c-5477821d28d6,1932,,,19714,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Chelsea FCW,971,['b8631483-2f14-46db-a729-b145571ed1ea'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,b8631483-2f14-46db-a729-b145571ed1ea,1933,,,19714,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Chelsea FCW,971,['bcf5eb1f-1298-40fc-ba0c-5477821d28d6'],0,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.612044,,,,,,,,,,,,c38ba7ce-6549-49bf-9dc8-89cd436a9947,5,,"[61.0, 41.0]",19714,0,,,-2.642246,,,Left Foot,,,,"[50.0, 35.0]",Ground Pass,12.529964,,,Georgia Stanway,4643.0,,,,,Kick Off,1,From Kick Off,Lauren Hemp,15555.0,Right Center Forward,2,Manchester City WFC,746,['6529787d-6c14-4a26-8da0-3e6030e69505'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.903,Pass,
,,,,,,,,,,,,,1.287173,,,,,,,,,,,,6640d0bf-f339-46ae-a456-b8a4376c3b43,8,,"[50.0, 31.0]",19714,0,,,2.306236,,,Right Foot,,,,"[31.0, 52.0]",Ground Pass,28.319605,,,Stephanie Houghton,10185.0,,,,,,1,From Kick Off,Georgia Stanway,4643.0,Left Center Midfield,2,Manchester City WFC,746,['7ce7317d-4d31-4974-8a47-2b954d86e2b7'],2,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.610,Pass,
,,,,,,,,,,,,,0.932127,,,,,,,,,,,,9f99632e-275d-4186-bfb1-75aef59a6da5,11,,"[31.0, 52.0]",19714,0,,,1.5083776,,,Right Foot,,,,"[32.0, 68.0]",Ground Pass,16.03122,,,Gemma Bonner,15554.0,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['05f605fd-26af-49b8-8603-43147d9880a3'],5,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:05.134,Pass,
,,,,,,,,,,,,,0.771223,,,,,,,,,,,,37981d4b-b971-4910-b6cd-0db74f46b379,14,,"[36.0, 70.0]",19714,0,,,-2.3561945,,,Right Foot,,,,"[24.0, 58.0]",Ground Pass,16.970562,,,Stephanie Houghton,10185.0,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Right Back,2,Manchester City WFC,746,['a42e3d92-d230-4a6f-9879-cc006917d700'],7,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:07.356,Pass,
