50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,5.315778,,,,,,,,,,,,23f6d4f9-2c21-4211-b929-b1b3b3b46523,2859,,,"[21.4, 4.8]",3775583,70,,,,,0.011251283,,Left Foot,,,,"[92.5, 5.6]",,High Pass,,71.1045,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,,2,Regular Play,Katie McCabe,15620.0,Left Back,136,Manchester City WFC,746,"['5eed8fe6-85a9-4db0-b608-a97f215a54e2', '933189a9-c15e-4345-bdde-596a3fdbe4b9']",18,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:18.395,Pass,
,,,,,,,,,,,,,,,,2.241334,,,,,,,,,,,,5eed8fe6-85a9-4db0-b608-a97f215a54e2,2861,,,"[27.6, 74.5]",3775583,70,,,,,-2.230928,,Right Foot,,,,"[9.9, 51.7]",,Ground Pass,,28.86399,,,Ellie Roebuck,4637.0,,,,,,Recovery,2,Regular Play,Stephanie Houghton,10185.0,Right Center Back,136,Manchester City WFC,746,"['23f6d4f9-2c21-4211-b929-b1b3b3b46523', '72d16e28-5121-4816-a889-1806b198446b']",23,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:25:23.711,Pass,
,,,,,,,,,,,,,,,,2.071429,,,,,,,,,,,,04cd26c5-6fb7-4987-8fac-34d0e93678f9,2864,,,"[12.1, 50.0]",3775583,70,,,,,-1.3864719,,Right Foot,,,,"[15.4, 32.3]",,Ground Pass,,18.005,,,Alex Greenwood,10252.0,,,,,,,2,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,136,Manchester City WFC,746,['a0d561b2-435e-4bbc-b42b-2860b70a4e32'],27,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:25:27.154,Pass,
,,,,,,,,,,,,,,,,5.526844,,,,,,,,,,,,d077b825-6f7d-423c-8021-b600c14aec0c,2868,,,"[36.2, 8.0]",3775583,70,,,,,0.17903964,,Left Foot,,,,"[111.9, 21.7]",,High Pass,,76.92971,Incomplete,,Georgia Stanway,4643.0,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,136,Manchester City WFC,746,"['6e6e623d-cd4f-49b9-ba25-a3eae0112318', '977c1f32-66d3-4719-8361-5d26e2f92810']",36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:25:36.565,Pass,
,,,,,,,,,,,,,,,,2.013204,,,,,,,,,,,,da2c1a2e-f537-41bb-a7de-b6b06e6f8026,2872,,,"[8.9, 50.4]",3775583,70,,,,,-0.9891805,,Keeper Arm,,,,"[25.6, 25.0]",,Low Pass,,30.398191,,,Jennifer Patricia Beattie,17524.0,,,,,,,2,Regular Play,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,137,Arsenal WFC,968,['2a022106-3226-47a0-affd-3969b69a7718'],44,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:44.638,Pass,
,,,,,,,,,,,,,,,,1.6663,,,,,,,,,,,,d47cfa97-2997-49b2-8b3e-f9e66fa18bb7,2875,,,"[31.1, 25.7]",3775583,70,,,,,-0.055062395,,Right Foot,,,,"[56.5, 24.3]",,Low Pass,,25.438553,,,Jill Roord,10650.0,,,,,,,2,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,137,Arsenal WFC,968,['effcd122-adff-40ca-824f-6c6252f87710'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:48.112,Pass,
,,,,,,,,,,,,,,,,2.072522,,,,,,,,,,,,e11cd9f5-fb57-4904-8f81-b115adee6aaf,2878,,,"[61.3, 22.3]",3775583,70,,,,,-1.0296152,,Right Foot,,,,"[72.9, 3.0]",,Ground Pass,,22.51777,,,Katie McCabe,15620.0,,,,,,,2,Regular Play,Jill Roord,10650.0,Left Center Midfield,137,Arsenal WFC,968,['c61d0ed0-25fa-4039-83d2-38ddda6b55ba'],50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:50.431,Pass,
,,,,,,,,,,,,,,,,2.737679,,,,,,,,,,,,738b9b6e-cab3-4f90-8a93-3e527ab62e41,2881,,,"[72.9, 3.0]",3775583,70,,,,,0.09966865,,Left Foot,,,,"[94.9, 5.2]",,Ground Pass,,22.109726,,,Jill Roord,10650.0,,,,,,,2,Regular Play,Katie McCabe,15620.0,Left Back,137,Arsenal WFC,968,['a2768446-1938-4d9b-b48f-f43ce239ecd2'],53,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:25:53.576,Pass,
,,,,,,,,,,,,,,,,2.438797,,,,,,,,,,,,9b3bba35-8cf7-48eb-b5a0-f6cc42ad910f,2891,,,"[58.4, 59.6]",3775583,71,,,,,0.67415714,,Left Foot,,,,"[79.3, 76.3]",,Ground Pass,,26.75257,,,Chloe Kelly,15570.0,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,137,Arsenal WFC,968,['2b030a89-f19a-4027-bf48-ee3c9abd5e83'],4,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:26:04.784,Pass,
,,,,,,,,,,,,,,,,2.537511,,,,,,,,,,,,222cff7c-f007-4e2d-9a0f-d9516b7181e2,2894,,,"[99.2, 75.2]",3775583,71,,,,,-1.1693579,,Right Foot,True,,,"[120.0, 26.2]",,High Pass,,53.231945,Out,,,,,,True,,,,2,Regular Play,Chloe Kelly,15570.0,Right Wing,137,Arsenal WFC,968,,9,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:26:09.686,Pass,
,,,,,,,,,,,,,,,,3.292233,,,,,,,,,,,,14c02188-6de9-4af1-897d-592265a24f31,2895,,,"[6.0, 44.0]",3775583,71,,,,,0.16245599,,Right Foot,,,,"[54.2, 51.9]",,High Pass,,48.843117,Incomplete,,Vivianne Miedema,15623.0,,,,,,Goal Kick,2,From Goal Kick,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,138,Arsenal WFC,968,"['0c252912-e8a5-4169-86e8-9ccf915927de', 'd5436f0b-9204-4293-89d7-6340144b7010']",41,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:41.169,Pass,
,,,,,,,,,,,,,,,,0.530808,,,,,,,,,,,,d5436f0b-9204-4293-89d7-6340144b7010,2897,,,"[65.9, 28.2]",3775583,71,,,,,0.45727828,,Left Foot,,,,"[72.2, 31.3]",,Ground Pass,,7.0213957,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Alex Greenwood,10252.0,Left Center Back,138,Arsenal WFC,968,"['14c02188-6de9-4af1-897d-592265a24f31', '39cd8c6b-a5e6-4306-b281-3d6d30c00823']",44,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:26:44.462,Pass,
,,,,,,,,,,,,,,,,1.247454,,,,,,,,,,,,40899124-e7b7-472d-9f2c-d7907d0e4a28,2900,,,"[50.0, 48.1]",3775583,71,,,,,-1.2032063,,Left Foot,,,,"[56.2, 32.0]",,Ground Pass,,17.252537,,,Malin Gut,45156.0,,,,,,,2,From Goal Kick,Jill Roord,10650.0,Left Center Midfield,138,Arsenal WFC,968,['de98f655-68c3-47cb-a441-972c3c6b9489'],46,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:46.897,Pass,
,,,,,,,,,,,,,,,,1.719256,,,,,,,,,,,,8f5f9ee9-535d-4baa-b1aa-d888ae28a6f1,2903,,,"[59.3, 23.8]",3775583,71,,,,,-0.95718956,,Left Foot,,,,"[72.4, 5.2]",,Ground Pass,,22.750164,,,Caitlin Jade Foord,11338.0,,,,,,,2,From Goal Kick,Malin Gut,45156.0,Center Defensive Midfield,138,Arsenal WFC,968,['1685f809-b244-4471-aba2-052c43ef6946'],50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:50.048,Pass,
,,,,,,,,,,,,,,,,1.821498,,,,,,,,,,,,06779637-5093-4cb3-aeb7-dd819c33e379,2906,,,"[72.7, 8.0]",3775583,71,,,,,-2.907551,,Right Foot,,,,"[57.6, 4.4]",,Ground Pass,,15.523209,,,Katie McCabe,15620.0,,,,,,,2,From Goal Kick,Caitlin Jade Foord,11338.0,Left Wing,138,Arsenal WFC,968,['0b046018-436f-4f0d-96d5-51094b054b04'],56,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:56.500,Pass,
,,,,,,,,,,,,,,,,1.519285,,,,,,,,,,,,5b5b8dcb-bd4d-4244-a3ea-a5aa5cf26f3e,2909,,,"[57.6, 4.4]",3775583,71,,,,,2.8372486,,Left Foot,,,,"[42.0, 9.3]",,Ground Pass,,16.351452,,,Jennifer Patricia Beattie,17524.0,,,,,,,2,From Goal Kick,Katie McCabe,15620.0,Left Back,138,Arsenal WFC,968,['7203de5b-a6cc-4b0e-9cdf-af0cde519c3c'],59,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:26:59.033,Pass,
,,,,,,,,,,,,,,,,2.06016,,,,,,,,,,,,51a83afe-5162-4a07-bd9c-552f08ba3135,2912,,,"[41.4, 10.7]",3775583,72,,,,,-0.19321148,,Right Foot,,,,"[78.2, 3.5]",,High Pass,,37.497734,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,,2,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,138,Arsenal WFC,968,"['ec30f18c-e47c-468b-b8c2-fb8e373804f8', 'f01f0f52-5559-4176-b4f2-b4531dc27052']",4,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:04.445,Pass,
,,,,,,,,,,,,,,,,1.6196,,,,,,,,,,,,ec30f18c-e47c-468b-b8c2-fb8e373804f8,2914,,,"[41.9, 76.6]",3775583,72,,,,,-0.18594567,,Head,,,,"[52.0, 74.7]",,Low Pass,,10.277159,Incomplete,,Chloe Kelly,15570.0,,,,,,Recovery,2,From Goal Kick,Lucy Bronze,10178.0,Right Back,138,Arsenal WFC,968,"['18a8a1d7-a8b3-4fc2-8030-cec907a2c389', '51a83afe-5162-4a07-bd9c-552f08ba3135', 'b37b1298-86f0-4fcd-b6c7-52641b27ffd4']",6,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:27:06.505,Pass,
,,,,,,,,,,,,,,,,1.215963,,,,,,,,,,,,8090bdd4-b560-4ad0-a880-938657ef4e4f,2920,,,"[68.6, 1.6]",3775583,72,,,,,0.21264492,,Left Foot,,,,"[77.4, 3.5]",,Ground Pass,,9.002777,,,Caitlin Jade Foord,11338.0,,,,,,,2,From Goal Kick,Kim Little,15616.0,Right Center Midfield,138,Arsenal WFC,968,['a272c1e8-73ed-401b-846d-583344cf199e'],10,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:10.689,Pass,
,,,,,,,,,,,,,,,,0.940988,,,,,,,,,,,,f93c44cb-6d7c-49c1-a277-0ce7253482dc,2930,,,"[46.3, 68.8]",3775583,72,,,,,-1.3182421,,Right Foot,,,,"[51.9, 47.1]",,Ground Pass,,22.410934,,,Caroline Weir,10188.0,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,139,Manchester City WFC,746,['efe9b5dd-0f55-4f22-a2a5-20369e94af52'],16,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:27:16.006,Pass,
,,,,,,,,,,,,,,,,2.00092,,,,,,,,,,,,9d600cc2-6bf2-4707-84ed-d3d9016139fb,2933,,,"[65.4, 38.8]",3775583,72,,,,,-0.79416984,,Left Foot,,,,"[88.0, 15.8]",,Ground Pass,,32.245308,,,Georgia Stanway,4643.0,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,139,Manchester City WFC,746,['59cf18ee-075f-4b30-b4be-f70a004fa6b1'],20,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:27:20.043,Pass,
,,,,,,,,,,,,,,,,1.572108,,,,,,,,,,,,e0d878c4-b961-4333-b9ea-d3389d5ab880,2936,,,"[99.6, 22.5]",3775583,72,,,,,0.1561975,,Right Foot,,,,"[112.3, 24.5]",,Ground Pass,,12.856516,,,Caroline Weir,10188.0,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Left Wing,139,Manchester City WFC,746,['3830b9ef-ee28-4c2b-b7c5-4f9c88fc8d4a'],24,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:27:24.994,Pass,
,,,,,,,,,,,,,,,,1.178142,,,,,,,,,,,,c47a670d-d8b3-4c17-84da-9fd91138cc04,2949,,,"[41.2, 62.5]",3775583,72,,,,,-0.36138985,,Right Foot,,,,"[62.1, 54.6]",,Low Pass,,22.343231,,,Vivianne Miedema,15623.0,,,,,,,2,Regular Play,Jill Roord,10650.0,Left Center Midfield,139,Manchester City WFC,746,['ebf96770-6e45-42cc-bfec-7e4e8b84b05b'],39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:27:39.501,Pass,
,,,,,,,,,,,,,,,,2.049689,,,,,,,,,,,,4e0cf451-451d-4418-8132-eb2325ae5da2,2953,,,"[57.4, 25.8]",3775583,72,,,,,1.2133466,,Left Foot,,,,"[63.6, 42.4]",,Low Pass,,17.720045,,,Lucy Bronze,10178.0,,,,,,Recovery,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,139,Manchester City WFC,746,['b3d1b917-628d-44e4-9e32-63a38b039e10'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:27:41.513,Pass,
,,,,,,,,,,,,,,,,1.336138,,,,,,,,,,,,22b8ec9b-16d9-416b-87f8-be58a8c3a0e3,2956,,,"[76.0, 45.0]",3775583,72,,,,,0.90975314,,Right Foot,,,,"[85.1, 56.7]",,Ground Pass,,14.822281,,,Samantha June Mewis,5087.0,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,139,Manchester City WFC,746,['1a9f2014-bf89-43a1-8267-c4563080e617'],48,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:27:48.131,Pass,
,,,,,,,,,,,,,,,,2.651052,,,,,,,,,,,,721ec697-70b9-46a8-81d6-632b351d790e,2963,,,"[83.9, 53.6]",3775583,74,,,,,3.0451188,,Right Foot,,,,"[56.0, 56.3]",,Ground Pass,,28.03034,,,Stephanie Houghton,10185.0,,,,,,Recovery,2,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,142,Manchester City WFC,746,['87239a47-e74e-4c29-bb4b-52bafcb51282'],16,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:29:16.848,Pass,
,,,,,,,,,,,,,,,,1.454495,,,,,,,,,,,,9df4f210-5036-4c60-ab66-3d72d15e0ab3,2966,,,"[56.0, 56.3]",3775583,74,,,,,-1.6466738,,Right Foot,,,,"[54.7, 39.2]",,Ground Pass,,17.149343,,,Alex Greenwood,10252.0,,,,,,,2,Regular Play,Stephanie Houghton,10185.0,Right Center Back,142,Manchester City WFC,746,['32d1d7a6-81d6-4ce3-907f-fde4827de58e'],20,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:29:20.684,Pass,
,,,,,,,,,,,,,,,,1.621345,,,,,,,,,,,,94ff050e-0a81-4ef1-b4ad-9a9600f72536,2969,,,"[53.9, 37.8]",3775583,74,,,,,-1.2290249,,Left Foot,,,,"[62.9, 12.5]",,Ground Pass,,26.853119,,,Demi Stokes,4651.0,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,142,Manchester City WFC,746,['e43bb6af-2766-46a9-9151-3b439d414e6e'],23,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:29:23.324,Pass,
,,,,,,,,,,,,,,,,2.418733,,,,,,,,,,,,ddb577b6-103f-4546-adcf-0e80a7ab26d8,2972,,,"[62.9, 12.5]",3775583,74,,,,,2.1773355,,Left Foot,,,,"[48.4, 33.4]",,Ground Pass,,25.437374,,,Alex Greenwood,10252.0,,,,,,,2,Regular Play,Demi Stokes,4651.0,Left Back,142,Manchester City WFC,746,['19a434fc-e494-4b70-b63e-43ecbb42439e'],25,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:29:25.357,Pass,
,,,,,,,,,,,,,,,,2.990813,,,,,,,,,,,,d546a6cd-9861-47d4-a51e-38e21f9a1036,2975,,,"[45.4, 39.3]",3775583,74,,,,,3.050933,,Left Foot,,,,"[19.0, 41.7]",,Ground Pass,,26.508867,,,Ellie Roebuck,4637.0,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,142,Manchester City WFC,746,['01fc9a54-6043-4b0d-8c2c-b4f8d75bf716'],28,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:29:28.358,Pass,
,,,,,,,,,,,,,,,,2.25973,,,,,,,,,,,,3d7463ca-aa09-4831-9cf3-01b60f90ff7f,2978,,,"[21.9, 51.9]",3775583,74,,,,,0.67319536,,Right Foot,,,,"[53.5, 77.1]",,High Pass,,40.417816,,,Lucy Bronze,10178.0,,,,,,,2,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,142,Manchester City WFC,746,['352af5e3-b883-4155-b5d1-f2f2b31790c0'],34,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:29:34.168,Pass,
,,,,,,,,,,,,,,,,1.61303,,,,,,,,,,,,e72d8220-31be-48ee-9efa-7697116491f0,2981,,,"[53.5, 77.1]",3775583,74,,,,True,-0.30688965,,,,,,"[67.7, 72.6]",,High Pass,,14.895972,Incomplete,,Janine Elizabeth Beckie,4992.0,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,142,Manchester City WFC,746,"['2aac0672-9576-415d-8f5f-f18d681cffe8', '8a54cc6f-721e-4fea-9866-4fb45d8aee74', 'f7030072-8e8b-4831-8808-fdcd28cd7863']",36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:29:36.427,Pass,True
,,,,,,,,,,,,,,,,1.140791,,,,,,,,,,,,8a54cc6f-721e-4fea-9866-4fb45d8aee74,2983,,,"[52.4, 7.5]",3775583,74,,,,,-0.618428,,Head,,,,"[57.6, 3.8]",,Low Pass,,6.382006,,,Katie McCabe,15620.0,,,,,,Recovery,2,From Counter,Jennifer Patricia Beattie,17524.0,Left Center Back,143,Arsenal WFC,968,"['693770ae-e29e-4b23-9d82-db3dedafdeb4', 'e72d8220-31be-48ee-9efa-7697116491f0']",38,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:38.040,Pass,
,,,,,,,,,,,,,,,,2.587004,,,,,,,,,,,,cf5cad88-3a5b-445a-8ae4-961a7d974142,2985,,,"[57.6, 3.8]",3775583,74,,,,,0.119794026,,Left Foot,,,,"[79.2, 6.4]",,High Pass,,21.755919,,,Caitlin Jade Foord,11338.0,,,,,,,2,From Counter,Katie McCabe,15620.0,Left Back,143,Arsenal WFC,968,['1095ecf1-0ac4-4837-b259-cb11d5af6e55'],39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:29:39.181,Pass,
,,,,,,,,,,,,,,,,5.523853,,,,,,,,,,,,b4770d38-91a8-48e7-ae00-fe2e10fbae8d,2991,,,"[42.6, 56.8]",3775583,74,,,,,0.33993036,,Right Foot,,,,"[108.2, 80.0]",,High Pass,,69.581604,Out,,Janine Elizabeth Beckie,4992.0,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,144,Manchester City WFC,746,['24241288-612c-4f4d-8c63-0cba681e41c0'],45,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:29:45.576,Pass,
,,,,,,,,,,,,,,,,1.224977,,,,,,,,,,,,f38695c0-8a98-4951-8010-cd2363bb9bae,2993,,,"[11.5, 0.1]",3775583,75,,,,,0.4274643,,,,,,"[20.5, 4.2]",,High Pass,,9.889894,Incomplete,,Jill Roord,10650.0,,,,,,Throw-in,2,From Throw In,Katie McCabe,15620.0,Left Back,145,Arsenal WFC,968,"['162f80b9-c5f1-437c-afbb-0d40adc30397', 'd2c34181-0c8a-4eb2-946d-1d30bc224548']",19,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:30:19.459,Pass,
,,,,,,,,,,,,,,,,1.061457,,,,,,,,,,,,3c82b64c-fc53-4cde-a34c-69deafabc7b0,2998,,,"[116.5, 64.3]",3775583,75,,,,,-1.5304595,,Right Foot,True,,,"[117.4, 42.0]",,High Pass,,22.318153,Incomplete,,Georgia Stanway,4643.0,,,,,,,2,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,146,Manchester City WFC,746,"['a3325ef4-ede0-4341-b504-a09c9dc181bf', 'd7283532-616b-4ac5-97be-d21b9b3959b5']",25,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:30:25.030,Pass,
,,,,,,,,,,,,,,,,1.472539,,,,,,,,,,,,530f9499-660c-4e76-bd10-efea9a27f8c2,3002,,,"[120.0, 80.0]",3775583,75,,,,,-1.6630195,,Left Foot,,,,"[118.4, 62.7]",,Ground Pass,,17.37383,,,Georgia Stanway,4643.0,,,,,,Corner,2,From Corner,Alex Greenwood,10252.0,Left Center Back,147,Manchester City WFC,746,['f49aeb93-86be-4012-ae8b-3e4258b449d6'],56,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:30:56.252,Pass,
,,,,,,,,,,,,,,,,1.634172,,,,,,,,,,,,9ce07742-49b1-42b4-ae24-745715cf12ac,3004,,,"[117.5, 63.2]",3775583,75,,,,,2.2350514,,Right Foot,,,,"[107.4, 76.1]",,Ground Pass,,16.383528,,,Alex Greenwood,10252.0,,,,,,,2,From Corner,Georgia Stanway,4643.0,Left Wing,147,Manchester City WFC,746,['c3ac8d4c-f36b-4f16-b7ff-965123979ede'],57,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:30:57.725,Pass,
,,,,,,,,,,,,,,,,2.282647,,,,,,,,,,,,dfd5125d-31af-480b-8b10-a9acffaf8b12,3007,,,"[105.5, 74.5]",3775583,75,,,,,-1.2712963,,Left Foot,True,,,"[118.5, 32.4]",,High Pass,,44.061436,,,Stephanie Houghton,10185.0,,,True,,,,2,From Corner,Alex Greenwood,10252.0,Left Center Back,147,Manchester City WFC,746,['9fc12604-442e-4fd7-9cbd-ef64dfabdeff'],59,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:30:59.690,Pass,
,,,,,,,,,,,,,,,,0.021741,,,,,,,,,,,,4994de4a-fc3d-4f9f-83e2-0ae79bd209a4,3010,,,"[118.5, 32.4]",3775583,76,,,,True,2.2455373,,,,,,"[117.7, 33.4]",,Low Pass,,1.2806249,Incomplete,,,,,,,,,,2,From Corner,Stephanie Houghton,10185.0,Right Center Back,147,Manchester City WFC,746,"['099ba6c2-54b3-40b5-a5ab-ac745f723954', 'f8b99cfd-2eea-4c8e-9b97-e683c3d43c5a']",1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:31:01.973,Pass,True
,,,,,,,,,,,,,,,,0.734647,,,,,,,,,,,,729f112d-8518-4cb3-94b0-abd24dd3d257,3018,,,"[20.1, 67.0]",3775583,76,,,,,0.6035224,,Right Foot,,,,"[30.4, 74.1]",,Ground Pass,,12.509996,,,Bethany Mead,15619.0,,,,,,,2,Regular Play,Malin Gut,45156.0,Center Defensive Midfield,148,Arsenal WFC,968,"['8619a8a7-55c2-4f05-a834-cb84f515962a', '8f7145e3-7008-432d-b9df-53a9e25cdf3b']",7,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:07.494,Pass,True
,,,,,,,,,,,,,,,,0.320348,,,,,,,,,,,,76f81437-0b42-44f9-bcee-eaadd954b29c,3022,,,"[35.0, 75.8]",3775583,76,,,,,0.0,,Right Foot,,,,"[37.2, 75.8]",,Low Pass,,2.2,Incomplete,,Malin Gut,45156.0,,,,,,,2,Regular Play,Bethany Mead,15619.0,Right Wing,148,Arsenal WFC,968,"['62c847d5-37aa-40a6-8c91-f87095ab0593', '68bbc801-998e-4aa5-9a51-2969125e19a5', 'dbc82ce2-d2bc-447e-a8f9-8177476378ec']",9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:09.534,Pass,True
,,,,,,,,,,,,,,,,1.261854,,,,,,,,,,,,a9de29ca-922f-484d-b3f9-84d804aa0e73,3025,,,"[51.5, 80.0]",3775583,76,,,,,-0.97303796,,,,,,"[61.1, 65.9]",,High Pass,,17.057842,,,Jill Roord,10650.0,,,,,,Throw-in,2,From Throw In,Stephanie-Elise Catley,5000.0,Right Back,149,Arsenal WFC,968,['dce86bb1-18e4-40f7-8603-bc8230232f85'],25,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:25.386,Pass,
,,,,,,,,,,,,,,,,1.495701,,,,,,,,,,,,b05ffd51-bc46-461a-b515-83fb6f549f96,3030,,,"[57.0, 63.5]",3775583,76,,,,,2.377244,,Right Foot,,,,"[47.3, 72.8]",,Ground Pass,,13.438005,,,Stephanie-Elise Catley,5000.0,,,,,,,2,From Throw In,Jill Roord,10650.0,Left Center Midfield,149,Arsenal WFC,968,"['b9b4d80c-f915-4fc8-a322-0de70eda869f', 'd82beb60-ee9a-4488-8aeb-432c28fd641a']",28,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:28.477,Pass,True
,,,,,,,,,,,,,,,,2.404603,,,,,,,,,,,,5facbc7d-95c1-40e2-a1c3-12fc8f8057e0,3033,,,"[47.3, 72.8]",3775583,76,,,,,-0.6460521,,Left Foot,,,,"[78.6, 49.2]",,High Pass,,39.200127,Unknown,,Vivianne Miedema,15623.0,,,,,,,2,From Throw In,Stephanie-Elise Catley,5000.0,Right Back,149,Arsenal WFC,968,['33e1753f-2ec0-4a7f-bdc8-cf7a996d8b47'],30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:31:30.012,Pass,
,,,,,,,,,,,,,,,,2.007401,,,,,,,,,,,,7ca30694-c798-4b5f-a1ee-6f215fe45d69,3038,,,"[79.2, 51.4]",3775583,77,,,,,0.8596798,,Left Foot,,,,"[99.1, 74.5]",,Ground Pass,,30.48967,,,Bethany Mead,15619.0,,,,,,Free Kick,2,From Free Kick,Katie McCabe,15620.0,Left Back,150,Arsenal WFC,968,['6acdab21-3f41-4a1b-9cf5-2e2d6ac7232f'],14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:32:14.049,Pass,
,,,,,,,,,,,,,,,,2.167927,,,,,,,,,,,,f01afa81-c7f4-44e1-95b2-ca984df5acb4,3041,,,"[99.1, 74.5]",3775583,77,,,,,-1.1231902,,Right Foot,True,,,"[117.2, 36.8]",,High Pass,,41.81985,Incomplete,,Vivianne Miedema,15623.0,,,,,,,2,From Free Kick,Bethany Mead,15619.0,Right Wing,150,Arsenal WFC,968,"['29319ab8-315f-4011-aabd-2c129a3989e3', '7da651b8-f14a-428f-85b6-2d2bd923759d']",17,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:32:17.116,Pass,
