50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26ef9331-0318-4255-8f18-fb2998e0a366,1,,,3775659,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,895e5489-6543-4086-bea1-e0cfc4d0ba9d,2,,,3775659,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1fb3edb0-6320-4611-96b9-27a516a1e90b,3,,,3775659,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['09bc7af2-96f3-4cef-8fed-6212c9dfb7b4'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,09bc7af2-96f3-4cef-8fed-6212c9dfb7b4,4,,,3775659,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['1fb3edb0-6320-4611-96b9-27a516a1e90b'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0c2eff22-1002-46ee-a87c-9f69cfc16dbd,1626,,,3775659,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,83,Manchester City WFC,746,['4bcbc00f-e95e-41fd-bf69-5fda52f07b2d'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4bcbc00f-e95e-41fd-bf69-5fda52f07b2d,1627,,,3775659,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,83,Manchester City WFC,746,['0c2eff22-1002-46ee-a87c-9f69cfc16dbd'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.644053,,,,,,,,,,,,,0275e06a-822c-448a-ac28-71e8769e6d3a,5,,"[60.0, 40.0]",3775659,0,,,,3.1415927,,Right Foot,,,,"[42.5, 40.0]",,Ground Pass,,17.5,,,,Jessica Fishlock,5016.0,,,,,,Kick Off,1,From Kick Off,Lauren Bruton,15726.0,Left Wing,2,Reading WFC,974,['b8da1036-f1ae-4526-b7a2-359b26646a1f'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.532,Pass,
,,,,,,,,,,,,,,,,1.582127,,,,,,,,,,,,,58bb21c2-eb51-4510-9b0d-f40cf4bb9704,8,,"[42.0, 40.0]",3775659,0,,,,-2.11866,,Right Foot,,,,"[31.2, 22.3]",,Ground Pass,,20.734753,,,,Molly Bartrip,21021.0,,,,,,,1,From Kick Off,Jessica Fishlock,5016.0,Center Defensive Midfield,2,Reading WFC,974,['4aead6a2-71cd-4736-820a-8dc4dc448355'],2,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:02.391,Pass,
,,,,,,,,,,,,,,,,1.993968,,,,,,,,,,,,,da3a2572-e520-4b0f-b857-b511f3d2ffa6,11,,"[30.5, 22.3]",3775659,0,,,,2.3230312,,Right Foot,,,,"[10.1, 44.1]",,Ground Pass,,29.856323,,,,Grace Moloney,15719.0,,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,['4262abac-0b8d-4a02-bb58-3d5085f84d64'],5,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:05.030,Pass,
,,,,,,,,,,,,,,,,2.017187,,,,,,,,,,,,,44f88fc9-ca28-44d5-af1f-3cd4f1bbe85f,14,,"[9.1, 48.0]",3775659,0,,,,1.0577384,,Right Foot,,,,"[21.1, 69.3]",,Ground Pass,,24.447699,,,,Deanna Cooper,20061.0,,,,,,,1,From Kick Off,Grace Moloney,15719.0,Goalkeeper,2,Reading WFC,974,['d74c4247-c81e-4080-a0df-9a5e5c8b48c4'],8,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:08.598,Pass,
,,,,,,,,,,,,,,,,5.57961,,,,,,,,,,,,,47f6c9ea-8822-4851-bb30-a6932fea2e3a,18,,"[34.8, 71.1]",3775659,0,,,,-0.10090227,,Right Foot,,,,"[99.0, 64.6]",,High Pass,,64.52821,,Incomplete,,,,,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,2,Reading WFC,974,['4d262893-7177-43b7-90da-9408bff3a42e'],15,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:15.121,Pass,
,,,,,,,,,,,,,,,,2.529546,,,,,,,,,,,,,4d262893-7177-43b7-90da-9408bff3a42e,19,,"[21.1, 15.5]",3775659,0,,,,2.2929876,,Right Foot,,,,"[2.6, 36.5]",,Ground Pass,,27.986605,,,,Ellie Roebuck,4637.0,,,,,,Recovery,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,"['1bb947c2-baae-42b6-b038-e4f282b83251', '47f6c9ea-8822-4851-bb30-a6932fea2e3a']",20,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:20.700,Pass,
,,,,,,,,,,,,,,,,2.346795,,,,,,,,,,,,,bc108466-73fa-4d5d-8a0c-3f983f35dcf2,26,,"[3.6, 39.5]",3775659,0,,,,1.3304006,,Right Foot,,,,"[9.9, 65.2]",,Ground Pass,,26.460915,,,,Lucy Bronze,10178.0,,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,3,Manchester City WFC,746,"['6b7de869-5d17-4704-b3dc-254170c08088', '79e615e2-57d6-4729-8f42-47f73fabcf3e']",25,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:25.543,Pass,True
,,,,,,,,,,,,,,,,2.55802,,,,,,,,,,,,,aca12b81-9d94-445c-9fb1-3058629d1ca4,30,,"[10.2, 67.9]",3775659,0,,,,-0.1491962,,Right Foot,,,,"[58.1, 60.7]",,High Pass,,48.438107,,Incomplete,,Ellen White,10180.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,3,Manchester City WFC,746,"['3478c1dd-60bb-41e4-8d18-10f17e07d6cb', 'aa9b8b71-4d38-4170-beef-51c3547d35df']",28,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:28.916,Pass,
,,,,,,,,,,,,,,,,1.119844,,,,,,,,,,,,,f512f248-67c6-458d-8ef4-8f4d8153050d,34,,"[62.9, 20.5]",3775659,0,,,,-0.114876606,,Right Foot,,,,"[78.5, 18.7]",,Ground Pass,,15.703503,,,,Angharad James,15577.0,,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,3,Manchester City WFC,746,['b77ce064-b574-41e8-8181-fba57e2fdc26'],32,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:32.330,Pass,
