ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,94e34353-e129-48e5-988a-0b84bbd85010,1,,,3754173,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3528, 'name': 'Kieran Gibbs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3713, 'name': 'Calum Chambers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e65236d3-65e5-435a-bf67-84705411415d,2,,,3754173,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c85ab999-558d-44a7-bb76-965ee2a62a86,3,,,3754173,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['1aa5b56b-b9ec-4ae7-8bf7-25e330fcc14e'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1aa5b56b-b9ec-4ae7-8bf7-25e330fcc14e,4,,,3754173,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['c85ab999-558d-44a7-bb76-965ee2a62a86'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1560dd54-1123-4011-aaef-1bb11727fa12,2012,,,3754173,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Arsenal,1,['c93bfb67-e5ba-46c1-b3ba-11d5135f39c2'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c93bfb67-e5ba-46c1-b3ba-11d5135f39c2,2013,,,3754173,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Arsenal,1,['1560dd54-1123-4011-aaef-1bb11727fa12'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.598995,,,,,,,,,,,836b47ac-633f-4c18-a315-38bde7eb5ba3,5,,"[60.0, 40.0]",3754173,0,,,,,-1.487655,,Left Foot,,,"[60.2, 37.6]",,Ground Pass,,2.408319,,,,Mesut Özil,3496.0,,,,,Kick Off,1,From Kick Off,Olivier Giroud,3604.0,Center Forward,2,Arsenal,1,['bdd37bf0-cfd6-453c-9a0f-61492352a5fb'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.965,Pass,
,,,,,,,,,,,,,,,2.232073,,,,,,,,,,,2c1c0984-0c2f-4519-a691-22f3bacae908,8,,"[62.1, 35.9]",3754173,0,,,,,2.8370817,,Left Foot,,,"[41.1, 42.5]",,Ground Pass,,22.012724,,,,Per Mertesacker,3475.0,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['f3905bf7-d4a0-43dd-b3f7-cab0b997637a'],2,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.616,Pass,
,,,,,,,,,,,,,,,1.158615,,,,,,,,,,,e6a9adb7-3c1a-499e-8791-31da0e1c7140,11,,"[40.9, 40.6]",3754173,0,,,,,-1.997847,,Right Foot,,,"[32.8, 22.8]",,Ground Pass,,19.55633,,,,Gabriel Armando de Abreu,6746.0,,,,,,1,From Kick Off,Per Mertesacker,3475.0,Right Center Back,2,Arsenal,1,['ac74c4eb-60de-4593-a829-7b08564f054c'],5,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.223,Pass,
,,,,,,,,,,,,,,,1.986073,,,,,,,,,,,6a57c4d6-2e3a-4f1a-9969-fc42fcc9a7b3,14,,"[30.6, 18.8]",3754173,0,,,,,1.6547735,,Right Foot,,,"[28.1, 48.5]",,Low Pass,,29.805033,,,,Per Mertesacker,3475.0,,,,,,1,From Kick Off,Gabriel Armando de Abreu,6746.0,Left Center Back,2,Arsenal,1,['7ba6f37d-d66b-4bc2-9166-19836cbc940a'],8,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:08.278,Pass,
