ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.965741,,,,,,,,,,,,,,95569c2f-d97b-4a08-97fe-b7bea9d43123,17,,"[59.6, 25.7]",3754025,0,,,,1.7335237,,Right Foot,,,,"[51.9, 72.6]",,Low Pass,,47.527885,,,,,Branislav Ivanović,5594.0,,True,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,2,Chelsea,33,['45eb19f3-d286-42b9-8410-5a2969cc0dbd'],8,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:08.618,Pass,
,,,,,,,,,,,,,,,,1.001569,,,,,,,,,,,,,,662cd86a-bcb3-44c8-a721-9f20aa3342ba,20,,"[60.2, 71.2]",3754025,0,,,,0.54445714,,Left Foot,,,,"[71.1, 77.8]",,Ground Pass,,12.742449,,,,,Willian Borges da Silva,3472.0,,,,,,1,From Kick Off,Branislav Ivanović,5594.0,Right Back,2,Chelsea,33,['4db69b89-cf9e-4282-8190-c6223e170426'],12,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:12.984,Pass,
,,,,,,,,,,,,,,,,1.04135,,,,,,,,,,,,,,bcf84645-b3df-4a8b-8833-d7d94a4ef335,23,,"[86.4, 74.0]",3754025,0,,,,1.5707964,,Right Foot,,,,"[86.4, 79.3]",,Ground Pass,,5.3,,,,,Branislav Ivanović,5594.0,,,,,,1,From Kick Off,Willian Borges da Silva,3472.0,Right Wing,2,Chelsea,33,['af144512-d2f7-4ae3-a18f-ed5aba5eadb1'],18,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:18.853,Pass,
,,,,,,,,,,,,,,,,3.051749,,,,,,,,,,,,,,71d5a69f-9539-4953-8109-c50a0612257a,26,,"[79.3, 74.9]",3754025,0,,,,3.0668044,,Right Foot,,,,"[44.6, 77.5]",,Ground Pass,,34.79727,,,,,Kurt Happy Zouma,3456.0,,,,,,1,From Kick Off,Branislav Ivanović,5594.0,Right Back,2,Chelsea,33,['e07a7062-c50d-483f-96c2-2c27b4dbc835'],22,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:22.820,Pass,
,,,,,,,,,,,,,,,,1.367446,,,,,,,,,,,,,,33916f7d-9770-48e8-908a-abf670258e3c,29,,"[37.9, 74.0]",3754025,0,,,,-1.1720227,,Left Foot,,,,"[45.4, 56.2]",,Ground Pass,,19.315538,,,,,Nemanja Matić,3381.0,,,,,,1,From Kick Off,Kurt Happy Zouma,3456.0,Right Center Back,2,Chelsea,33,['437ef6a4-dd41-4d6f-968c-e5fb5d013dc3'],27,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:27.807,Pass,
,,,,,,,,,,,,,,,,2.399998,,,,,,,,,,,,,,01759555-a00c-4d3e-a0e7-b7c4f8b5efb4,31,,"[45.4, 56.2]",3754025,0,,,,-2.9953358,,Left Foot,,,,"[10.1, 51.0]",,Ground Pass,,35.680946,,,,,Thibaut Courtois,3509.0,,,,,,1,From Kick Off,Nemanja Matić,3381.0,Left Center Midfield,2,Chelsea,33,['7540bd64-27c1-42d1-b365-7250bd33f142'],29,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:29.175,Pass,
,,,,,,,,,,,,,,,,2.735893,,,,,,,,,,,,,,d0e173f9-42ff-4bdf-8c4d-a34509e3380a,34,,"[10.8, 45.2]",3754025,0,,,,-1.0321944,,Left Foot,,,,"[35.0, 4.7]",,High Pass,,47.17934,,,,,César Azpilicueta Tanco,3957.0,,True,,,,1,From Kick Off,Thibaut Courtois,3509.0,Goalkeeper,2,Chelsea,33,['ffd50a89-e070-4ad0-8afb-a4f4fa04950e'],33,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:33.715,Pass,
,,,,,,,,,,,,,,,,1.842702,,,,,,,,,,,,,,f268c0b2-1761-4656-8d2e-f6192ca790a8,36,,"[35.0, 4.7]",3754025,0,,,,-0.049732715,,Right Foot,,,,"[57.1, 3.6]",,High Pass,,22.12736,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Kick Off,César Azpilicueta Tanco,3957.0,Left Back,2,Chelsea,33,['c85b2d5f-a1d2-4815-acf6-bdffd0a8c2ba'],36,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:36.451,Pass,
,,,,,,,,,,,,,,,,1.799617,,,,,,,,,,,,,,d7c4904e-e0d4-4ef0-be89-6e50ddd65764,39,,"[58.0, 4.7]",3754025,0,,,,0.41012734,,Right Foot,,,,"[69.5, 9.7]",,Low Pass,,12.539936,,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,2,Chelsea,33,"['178df6d6-22fd-4baf-a4c6-8d84e5016890', 'e44cd476-996d-462b-88ed-e3086b8d1a25', 'ec95eced-b2d8-40ce-bcb1-f16de2409087']",38,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:38.294,Pass,True
,,,,,,,,,,,,,,,,1.135687,,,,,,,,,,,,,,dbfceec6-7a7d-405b-ba6e-9477a919bfb8,43,,"[59.3, 0.1]",3754025,0,,,,1.6180584,,,,,,"[58.6, 14.9]",,High Pass,,14.816545,,,,,Nemanja Matić,3381.0,,,,,Throw-in,1,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,3,Chelsea,33,['41ae737f-e2bf-4c3b-8876-eb7d009c22e1'],48,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:48.088,Pass,
,,,,,,,,,,,,,,,,0.999551,,,,,,,,,,,,,,9af9b662-64f1-4c58-ab99-1fa259afab14,46,,"[52.8, 7.4]",3754025,0,,,,0.9119903,,Left Foot,,,,"[62.4, 19.8]",,Ground Pass,,15.681837,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Nemanja Matić,3381.0,Left Center Midfield,3,Chelsea,33,['1417e3bf-9758-4df6-8cfd-abb3b94279e4'],51,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:51.488,Pass,
,,,,,,,,,,,,,,,,2.467043,,,,,,,,,,,,,,23ef65eb-fd5f-4ea7-b9e3-5a3dbc67a810,49,,"[58.0, 23.1]",3754025,0,,,,1.4644232,,Right Foot,,,,"[63.2, 71.8]",,Low Pass,,48.97683,,,,,Branislav Ivanović,5594.0,,True,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Chelsea,33,['a70203f2-24da-4d3e-841c-edfc43b47ade'],54,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:54.285,Pass,
,,,,,,,,,,,,,,,,0.740961,,,,,,,,,,,,,,5aabca13-10f7-4ac7-b5d6-1982d677ff8f,52,,"[84.3, 66.0]",3754025,0,,,,-0.88597506,,Right Foot,,,,"[94.1, 54.0]",,Ground Pass,,15.493224,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Branislav Ivanović,5594.0,Right Back,3,Chelsea,33,['e6de2fa1-771a-44aa-8094-d31ee6a44330'],59,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:59.700,Pass,
,,,,,,,,,,,,,,,,0.978088,,,,,,,,,,,,,,45519d10-d744-41eb-aa15-475c5e1131e4,54,,"[94.1, 54.0]",3754025,1,,,,0.6857295,,Right Foot,,,,"[100.7, 59.4]",,Ground Pass,,8.527602,,,Incomplete,,Diego da Silva Costa,5198.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Chelsea,33,"['5a259afa-e473-4845-83a3-b9a0a3769e4d', '7b652639-7a8d-4522-9287-253fddd2a9ea']",0,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:00.441,Pass,
,,,,,,,,,,,,,,,,1.491067,,,,,,,,,,,,,,5cb1320c-5eac-454b-b9cd-cb584c99f9ab,63,,"[93.1, 48.6]",3754025,1,,,,1.2934862,,Right Foot,,,,"[100.7, 75.3]",,Ground Pass,,27.760584,,,,,Willian Borges da Silva,3472.0,,,,,Recovery,1,From Throw In,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,3,Chelsea,33,"['1286df8d-df19-494a-85e3-d1c5411b9931', '7cc9ba54-5009-463b-95e5-7b00604ba4a7']",5,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:05.985,Pass,True
,,,,,,,,,,,,,,,,2.365807,,,,,,,,,,,,,,8d369226-746a-446f-b8e0-a8fe02881ed3,66,,"[100.3, 75.3]",3754025,1,,,,-0.5866675,,Right Foot,,,,"[117.6, 63.8]",,Ground Pass,,20.77354,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,From Throw In,Willian Borges da Silva,3472.0,Right Wing,3,Chelsea,33,['e80e2c52-5965-48ee-a925-26a686a851cb'],8,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:08.789,Pass,
,,,,,,,,,,,,,,,,1.431554,,,,,,,,,,,,,,41832b06-ea8e-409f-9349-dbde5a4c5937,70,,"[118.2, 61.6]",3754025,1,,,,-2.3332977,,Right Foot,True,True,,"[105.4, 48.2]",,Ground Pass,,18.531055,,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,3,Chelsea,33,"['17870ba7-bf04-4911-a532-dbbaaa3c39ba', 'a7847ecf-cb88-4113-9ead-36917b1bf6d2', 'f1c4577e-948f-4819-9dfd-970cacfc68bb']",11,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:11.693,Pass,True
,,,,,,,,,,,,,,,,2.633855,,,,,,,,,,,,,,625d473a-a534-45e5-89b7-721b15b70b61,81,,"[12.2, 59.0]",3754025,1,,,,-0.5639591,,Left Foot,,,,"[59.0, 29.4]",,High Pass,,55.375084,,,Incomplete,,,,,,,,,1,From Throw In,Kurt Happy Zouma,3456.0,Right Center Back,3,Chelsea,33,"['a255f0a8-018b-44fd-83b1-18693da47306', 'e268479a-2c78-4cb6-839c-91771f983760']",26,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:26.107,Pass,True
,,,,,,,,,,,,,,,,1.398606,,,,,,,,,,,,,,21742eea-d0c6-4a6b-94cb-edcaed220bfa,85,,"[69.0, 40.9]",3754025,1,,,,-1.298102,,Right Foot,,,,"[72.3, 29.1]",,Ground Pass,,12.252755,,,,,Jack Rodwell,18751.0,,,,,,1,Regular Play,Billy Jones,10503.0,Right Wing Back,4,Sunderland,41,"['78da3d60-e56a-4958-b40a-88fe4b20664e', 'ada8ad66-2704-40b0-a07d-bcd069f5f8ac']",29,,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:29.995,Pass,True
,,,,,,,,,,,,,,,,1.825958,,,,,,,,,,,,,,ad0dbdb0-0bd7-4cdd-8be3-426259a5f0fd,89,,"[73.7, 26.7]",3754025,1,,,,-1.3819622,,Left Foot,,,,"[78.0, 4.2]",,Ground Pass,,22.907204,,,,,Patrick van Aanholt,3321.0,,,,,,1,Regular Play,Jack Rodwell,18751.0,Left Center Midfield,4,Sunderland,41,['ebc76dae-a86d-4dd0-8c6a-c6fadad3766c'],32,,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:32.621,Pass,
,,,,,,,,,,,,,,,,2.822597,,,,,,,,,,,,,,21e0fa11-8e02-449a-8c62-2994b7c59c8b,92,,"[86.5, 12.7]",3754025,1,,,,0.24074738,,Left Foot,,,,"[119.9, 20.9]",,Ground Pass,,34.39186,,,Out,,Jermain Defoe,3337.0,,,,,,1,Regular Play,Patrick van Aanholt,3321.0,Left Wing Back,4,Sunderland,41,['c8f2b899-91f9-4116-abe5-1d3d2fdf6d93'],36,,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:36.430,Pass,
,,,,,,,,,,,,,,,,4.642582,,,,,,,,,,,,,,e549eb14-ae6e-4849-b4ef-9156b7826e9b,94,,"[7.0, 44.1]",3754025,2,True,,,0.25504088,,Left Foot,,,,"[93.3, 66.6]",,High Pass,,89.18487,,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Thibaut Courtois,3509.0,Goalkeeper,5,Chelsea,33,['9aef40f3-3e17-4b07-bd47-46d3c5c485dc'],2,,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:02.593,Pass,
,,,,,,,,,,,,,,,,2.18973,,,,,,,,,,,,,,9aef40f3-3e17-4b07-bd47-46d3c5c485dc,95,,"[26.8, 13.5]",3754025,2,,,,2.4718237,,Head,,,,"[7.1, 29.1]",,Low Pass,,25.12867,,,,,Costel Fane Pantilimon,6871.0,,,,,Recovery,1,Regular Play,Younes Kaboul,4746.0,Left Center Back,6,Sunderland,41,"['9ea68c22-1a2b-411a-8def-c77b969641d9', 'e549eb14-ae6e-4849-b4ef-9156b7826e9b']",7,,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:07.236,Pass,
,,,,,,,,,,,,,,,,2.29715,,,,,,,,,,,,,,dfadf8e8-33ee-4ef2-88b0-c21d9be8ebb0,98,,"[7.3, 29.7]",3754025,2,,,,1.1857905,,Right Foot,,,,"[19.7, 60.3]",,Ground Pass,,33.016964,,,,,Sebastián Coates Nión,6300.0,,,,,,1,Regular Play,Costel Fane Pantilimon,6871.0,Goalkeeper,6,Sunderland,41,['659e087e-c927-452d-9754-8381811f6771'],14,,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:14.081,Pass,
,,,,,,,,,,,,,,,,1.885962,,,,,,,,,,,,,,5c17295e-0587-4d4b-a721-50d7c1aaeb98,101,,"[24.4, 60.3]",3754025,2,,,,-0.095281705,,Right Foot,,,,"[67.3, 56.2]",,High Pass,,43.095474,,,Incomplete,,Duncan Watmore,22281.0,,,,,,1,Regular Play,Sebastián Coates Nión,6300.0,Right Center Back,6,Sunderland,41,"['854bfd9c-34fa-4b05-91db-3954f9a21985', 'c3139716-684b-400d-955e-789e17ece65c']",18,,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:18.875,Pass,
,,,,,,,,,,,,,,,,2.085365,,,,,,,,,,,,,,c3139716-684b-400d-955e-789e17ece65c,103,,"[52.8, 23.9]",3754025,2,,,,1.0666304,,Head,,,,"[56.0, 29.7]",,High Pass,,6.624198,,,,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,1,Regular Play,Nemanja Matić,3381.0,Left Center Midfield,7,Chelsea,33,"['5c17295e-0587-4d4b-a721-50d7c1aaeb98', '9a8d472a-9d17-4d5e-a1bc-f4af7dcf41ed']",20,,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:20.761,Pass,
,,,,,,,,,,,,,,,,1.753907,,,,,,,,,,,,,,62ac2461-1565-469f-8af4-81c2368462bd,106,,"[56.0, 29.7]",3754025,2,,,,-1.7472042,,Right Foot,,,,"[51.9, 6.7]",,Low Pass,,23.362577,,,,,Nemanja Matić,3381.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,7,Chelsea,33,['956f7ba9-0a4e-4473-a38c-17f500a0d75b'],22,,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:22.850,Pass,
,,,,,,,,,,,,,,,,1.920029,,,,,,,,,,,,,,ea9b43d9-4688-4dd4-a883-01a2095543c9,108,,"[51.2, 6.7]",3754025,2,,,,2.0242662,,Left Foot,,,,"[43.5, 22.5]",,Ground Pass,,17.576405,,,,,César Azpilicueta Tanco,3957.0,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Center Midfield,7,Chelsea,33,['ad8796f8-0985-4b1d-99e8-ebbfddcd219b'],24,,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:24.604,Pass,
,,,,,,,,,,,,,,,,1.810289,,,,,,,,,,,,,,086509ad-60eb-4442-a011-a02974bfe525,110,,"[43.5, 22.5]",3754025,2,,,,2.6186538,,Left Foot,,,,"[26.5, 32.3]",,Ground Pass,,19.622437,,,,,John Terry,20287.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,7,Chelsea,33,['893d5814-baf1-4f06-803c-5df1517ee054'],26,,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:26.524,Pass,
,,,,,,,,,,,,,,,,2.311569,,,,,,,,,,,,,,8ff0f3f8-75ba-4743-9f55-d7dd71b32ae9,113,,"[26.5, 32.3]",3754025,2,,,,-3.1042268,,Left Foot,,,,"[5.1, 31.5]",,Ground Pass,,21.414948,,,,,Thibaut Courtois,3509.0,,,,,,1,Regular Play,John Terry,20287.0,Left Center Back,7,Chelsea,33,['8f9f1fc2-c1b5-4fc2-a3b9-2abe6898e0de'],29,,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:29.094,Pass,
,,,,,,,,,,,,,,,,4.177409,,,,,,,,,,,,,,3f5c1963-6161-4461-8bd5-a524b37017f6,115,,"[5.1, 31.5]",3754025,2,,,,0.21141903,,Left Foot,,,,"[68.0, 45.0]",,High Pass,,64.33242,,,,,Diego da Silva Costa,5198.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,7,Chelsea,33,['7ba3ae2e-e45f-4e7f-8986-814decd5aa3e'],31,,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:31.405,Pass,
,,,,,,,,,,,,,,,,2.344358,,,,,,,,,,,,,,bdb9a48d-c06f-4aa0-b382-599bed348655,117,,"[68.0, 45.0]",3754025,2,,,True,0.7320138,,,,,,"[88.7, 63.6]",,High Pass,,27.828941,,,Incomplete,,Willian Borges da Silva,3472.0,,,,,,1,Regular Play,Diego da Silva Costa,5198.0,Center Forward,7,Chelsea,33,"['52905d11-1c97-4d8f-80a3-a9105ac14f88', '747c5714-c4ed-4961-addd-41a5a9398191', '7a501d30-0ade-4a19-b788-985b7a619bde']",35,,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:35.623,Pass,True
