ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8158f7a9-7329-4b7f-8ce5-c38b3d8b3bdb,1,,,3754222,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,314b4a11-f4a9-4b7d-a6e1-b8d9b33a5a26,2,,,3754222,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3619, 'name': 'Alex McCarthy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 34}, {'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 42}, {'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 26}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cedef4a5-9a22-4a59-9066-61dff9ef2103,3,,,3754222,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['baff2e6e-a5d3-4d46-a25c-ec07a2e6e36c'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,baff2e6e-a5d3-4d46-a25c-ec07a2e6e36c,4,,,3754222,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['cedef4a5-9a22-4a59-9066-61dff9ef2103'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,485d015f-e4ef-44d1-ba93-42e760e00185,1783,,,3754222,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Crystal Palace,31,['30ba6e2c-7f98-4c0b-9b85-9ff60819debd'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,30ba6e2c-7f98-4c0b-9b85-9ff60819debd,1784,,,3754222,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Crystal Palace,31,['485d015f-e4ef-44d1-ba93-42e760e00185'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.33175,,,,,,,,,,,,,,7d6107e5-c384-4019-a6a7-8924a674192f,5,,"[61.0, 40.1]",3754222,0,,,,,1.9100889,,Right Foot,,,"[60.4, 41.8]",,Ground Pass,,1.8027756,,,,Harry Kane,10955.0,,,,,,Kick Off,1,From Kick Off,Heung-Min Son,3083.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['24f7d86a-d901-4d23-915a-0f99cba2233e'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.657,Pass,
,,,,,,,,,,,,,,,,0.770564,,,,,,,,,,,,,,ff1e2108-1cf1-4020-a57e-f21963ee9c85,8,,"[60.3, 42.0]",3754222,0,,,,,-2.9971511,,Right Foot,,,"[54.8, 41.2]",,Ground Pass,,5.557877,,,,Bamidele Alli,3094.0,,,,,,,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['023feea6-c764-4598-9fef-db6ef57e479a'],1,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:01.069,Pass,
,,,,,,,,,,,,,,,,1.784982,,,,,,,,,,,,,,24df33af-db9c-431c-8583-2b9e855b9748,11,,"[54.8, 41.2]",3754222,0,,,,,2.1812212,,Right Foot,,,"[39.2, 63.5]",,Ground Pass,,27.214886,,,,Kyle Walker,3205.0,,,,,,,1,From Kick Off,Bamidele Alli,3094.0,Left Defensive Midfield,2,Tottenham Hotspur,38,['ed2d0186-8ee7-4c3c-b4cf-f0a4ee651a2f'],2,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:02.622,Pass,
,,,,,,,,,,,,,,,,1.337241,,,,,,,,,,,,,,043ab067-d8a3-4170-8cb7-9747eb37f963,14,,"[38.9, 63.5]",3754222,0,,,,,-2.6211343,,Right Foot,,,"[22.5, 54.1]",,Ground Pass,,18.90291,,,,Toby Alderweireld,20005.0,,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Back,2,Tottenham Hotspur,38,['82a5860f-5c91-4ecc-95eb-d290c1aff968'],4,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:04.491,Pass,
