bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,77a54f99-ee87-4737-a852-f034f942380b,1,,,3754258,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,facc2057-1d5b-4b2a-8c43-88cc5cd62c0f,2,,,3754258,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 42}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,251989d0-8582-4c80-8551-9c35ed3500ef,3,,,3754258,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['8af3e5d8-e9aa-48d7-9335-aa8e01c34836'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8af3e5d8-e9aa-48d7-9335-aa8e01c34836,4,,,3754258,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['251989d0-8582-4c80-8551-9c35ed3500ef'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aefa4474-5619-4303-875b-5a8b8aaafe19,1977,,,3754258,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,72,Manchester City,36,['1615d8db-9d07-412f-a406-3d4540f2158c'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1615d8db-9d07-412f-a406-3d4540f2158c,1978,,,3754258,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,72,Manchester City,36,['aefa4474-5619-4303-875b-5a8b8aaafe19'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.257576,,,,,,,,,,,,,ceabb469-befb-4e73-8807-e93b19243737,5,,"[60.0, 40.0]",3754258,0,,,,,-0.7853982,,Right Foot,,,,"[60.1, 39.9]",Ground Pass,,0.14142136,,,Jordan Veretout,7153.0,,,,,Kick Off,1,From Kick Off,Jordan Ayew,3450.0,Center Forward,2,Aston Villa,59,['82531c21-4a44-490d-9965-7bdb08186914'],1,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:01.279,Pass,
,,,,,,,,,,,,,,,,,1.08537,,,,,,,,,,,,,9c2b5c82-d388-438c-aee6-fe1b0107bb5d,7,,"[59.8, 40.1]",3754258,0,,,,,-2.5376096,,Right Foot,,,,"[49.8, 33.2]",Ground Pass,,12.149486,,,Idrissa Gana Gueye,3436.0,,,,,,1,From Kick Off,Jordan Veretout,7153.0,Right Center Midfield,2,Aston Villa,59,['19e871c2-a2dd-4236-9337-012f5cc66224'],1,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:01.537,Pass,
,,,,,,,,,,,,,,,,,0.778669,,,,,,,,,,,,,a6dcbf3d-0b11-4667-9d45-71879561a0b2,10,,"[49.8, 33.2]",3754258,0,,,,,2.4057992,,Right Foot,,,,"[42.4, 39.9]",Ground Pass,,9.982485,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,1,From Kick Off,Idrissa Gana Gueye,3436.0,Left Center Midfield,2,Aston Villa,59,['3ec75a96-46ac-4ce0-9aaa-11bf2fcea7c4'],3,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:03.310,Pass,
,,,,,,,,,,,,,,,,,1.978216,,,,,,,,,,,,,6dae6dbd-f4f4-4fe7-8f65-19f3bbe24310,12,,"[42.4, 39.9]",3754258,0,,,,,-2.3987916,,Right Foot,,,,"[26.5, 25.3]",Ground Pass,,21.586338,,,Ciaran Clark,3041.0,,,,,,1,From Kick Off,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,2,Aston Villa,59,['9dfa7d06-185a-4c35-8fb4-230f75cd657e'],4,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:04.089,Pass,
