ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f08254c8-6d3d-4247-8550-73dead9846c0,1,,,3754328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 42}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,710bcf6a-3f9e-47fd-8cbd-cc1721d570ff,2,,,3754328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4631, 'name': 'Leon Britton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffb020ad-a6ca-4d85-b974-a48408fa4159,3,,,3754328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['a2b59543-faab-4cd1-b669-6fab588233eb'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a2b59543-faab-4cd1-b669-6fab588233eb,4,,,3754328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['ffb020ad-a6ca-4d85-b974-a48408fa4159'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e784d454-4dd1-497f-a975-d6554dcf3003,2114,,,3754328,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Swansea City,26,['6f04cdb6-b933-4db5-a190-d2ab0f8a13be'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6f04cdb6-b933-4db5-a190-d2ab0f8a13be,2115,,,3754328,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Swansea City,26,['e784d454-4dd1-497f-a975-d6554dcf3003'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.466351,,,,,,,,,,,,,ea71c352-5a31-4f0d-b1af-8d16942e95f2,5,,"[60.0, 40.0]",3754328,0,,,,,1.9138203,,Right Foot,,,,"[59.5, 41.4]",,Ground Pass,,1.4866068,,,,David Josué Jiménez Silva,3064.0,,,,,,Kick Off,1,From Kick Off,Wilfried Guemiand Bony,3598.0,Center Forward,2,Manchester City,36,['8dd04744-05c5-40c0-86ea-49af84aede1e'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.853,Pass,
,,,,,,,,,,,,,,,0.698559,,,,,,,,,,,,,5d11eb58-4344-4883-a594-b64f19abcf0b,7,,"[60.0, 39.3]",3754328,0,,,,,3.0082424,,Left Foot,,,,"[51.8, 40.4]",,Ground Pass,,8.273452,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,2,Manchester City,36,['645afa2e-8fe6-4207-9142-1cd1280639e2'],1,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:01.319,Pass,
,,,,,,,,,,,,,,,1.798607,,,,,,,,,,,,,35658edd-91cf-4b9e-9e2c-285d16f90e8d,10,,"[51.6, 42.9]",3754328,0,,,,,1.9357891,,Right Foot,,,,"[42.2, 67.5]",,Ground Pass,,26.334768,,,,Bacary Sagna,7110.0,,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,2,Manchester City,36,['3179c5ac-0ebb-4d94-a840-db1591b75668'],3,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:03.969,Pass,
,,,,,,,,,,,,,,,2.047754,,,,,,,,,,,,,8580e0b4-8f7f-44db-a503-043e2fdbb269,13,,"[42.4, 67.3]",3754328,0,,,,,-1.9306103,,Right Foot,,,,"[34.5, 46.3]",,Ground Pass,,22.4368,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Kick Off,Bacary Sagna,7110.0,Right Back,2,Manchester City,36,['848eff2a-78fb-4961-b0ab-0dc7ddf06a8a'],6,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:06.175,Pass,
