ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e371e15-b526-4f82-a1b1-71759e6cb70f,1,,,,3754164,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 44}, {'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e0443e35-bb3f-4fde-9b0e-fb4263be27ce,2,,,,3754164,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18751, 'name': 'Jack Rodwell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 16295, 'name': ""Dame N''Doye""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,59a89c6a-ab3e-4b23-b312-825a7c589393,3,,,,3754164,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['52bad2c1-89bb-4b34-a9e8-308c4e3e064b'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,52bad2c1-89bb-4b34-a9e8-308c4e3e064b,4,,,,3754164,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['59a89c6a-ab3e-4b23-b312-825a7c589393'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d3b105b5-3090-414b-9204-a8d8e53ce57c,1581,,,,3754164,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,85,Sunderland,41,['0cd19c98-e694-44c0-96a2-653bcf2adff9'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0cd19c98-e694-44c0-96a2-653bcf2adff9,1582,,,,3754164,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,85,Sunderland,41,['d3b105b5-3090-414b-9204-a8d8e53ce57c'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.293541,,,,,,,,,,,,6b07746b-5be2-4eb0-8f0e-9e7ba8242f7b,5,,,"[60.0, 40.0]",3754164,0,,,,1.5350972,,Right Foot,,,,"[60.1, 42.8]",,Ground Pass,,2.8017852,,,,Fabio Borini,7171.0,,,,,,Kick Off,1,From Kick Off,Yann Gérard M''Vila,4429.0,Right Center Midfield,2,Sunderland,41,['240cbe81-709b-4d82-ab45-7be327ec03af'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.739,Pass,
,,,,,,,,,,,,,,1.941238,,,,,,,,,,,,3bc5fbce-953c-4745-83cd-f54b3f18e2d5,8,,,"[60.1, 41.1]",3754164,0,,,,-2.407551,,Right Foot,,,,"[37.6, 20.8]",,Ground Pass,,30.304125,,,,Patrick van Aanholt,3321.0,,,,,,,1,From Kick Off,Fabio Borini,7171.0,Right Midfield,2,Sunderland,41,['58b8a594-a12c-4ecc-adc3-d76c92524fc7'],1,,,,,,,,,,,,,,,,,Sunderland,41,00:00:01.044,Pass,
,,,,,,,,,,,,,,6.955833,,,,,,,,,,,,3b905712-e6cf-404a-822b-6356367f2647,11,,,"[35.5, 14.6]",3754164,0,,,,-0.07553838,,Left Foot,,,,"[116.1, 8.5]",,High Pass,,80.830505,,Incomplete,,Dame N''Doye,16295.0,,,,,,,1,From Kick Off,Patrick van Aanholt,3321.0,Left Back,2,Sunderland,41,"['bf2c10b6-8413-4784-a187-62fb6f2c2a04', 'c016ca57-79cf-4419-9e07-8b31106e97dc']",4,,,,,,,,,,,,,,,,,Sunderland,41,00:00:04.448,Pass,
,,,,,,,,,,,,,,2.997541,,,,,,,,,,,,803f0a75-9de1-49b3-95a0-886a211ee0b4,15,,,"[4.5, 73.3]",3754164,0,,,,-0.2184714,,Right Foot,,,,"[58.1, 61.4]",,High Pass,,54.9051,,Incomplete,,,,,,,,,,1,From Kick Off,Rhu-endly Martina,3590.0,Right Back,2,Sunderland,41,['8891a4fa-68b9-452a-998d-c9a87062fd48'],13,,,,,,,,,,,,,,,,,Southampton,25,00:00:13.542,Pass,
