ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffff3e13-a230-4b63-9348-82bbf2843e6d,1,,,3754123,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 38}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 22622, 'name': ""Kieran O''Neill Dowell""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 51}, {'player': {'id': 3652, 'name': 'Tom Davies'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 41}, {'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d0168210-933a-412d-a829-1d57aa3e7456,2,,,3754123,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cbf2f93e-f8f7-4e9f-8f70-e47afe5f85b6,3,,,3754123,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['6586f74a-d7b5-4fbe-a487-3f30848d29d0'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6586f74a-d7b5-4fbe-a487-3f30848d29d0,4,,,3754123,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['cbf2f93e-f8f7-4e9f-8f70-e47afe5f85b6'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,88aaf41b-e18b-47a8-b57d-923ce7446ba3,1590,,,3754123,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Everton,29,['ecbf97b5-4393-4115-bf4b-791f2559d77f'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ecbf97b5-4393-4115-bf4b-791f2559d77f,1591,,,3754123,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Everton,29,['88aaf41b-e18b-47a8-b57d-923ce7446ba3'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.230493,,,,,,,,,,,,,7f2cef2f-1f9b-4f4b-abf5-8eecb6534d88,5,,"[60.0, 40.0]",3754123,0,,,,1.8925469,,Right Foot,,,,"[59.7, 40.9]",Ground Pass,,0.9486833,,,,Nathan Redmond,3286.0,,,,,,Kick Off,1,From Kick Off,Steven Naismith,9528.0,Center Attacking Midfield,2,Norwich City,56,['e091fd9d-46d7-49f1-9ff0-7075fa362627'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.442,Pass,
,,,,,,,,,,,,,,,1.26368,,,,,,,,,,,,,6d72f79c-1c6b-42a8-ad7f-a484ebb561b8,8,,"[59.9, 40.6]",3754123,0,,,,-2.59929,,Right Foot,,,,"[52.1, 35.9]",Ground Pass,,9.106591,,,,Graham Dorrans,16334.0,,,,,,,1,From Kick Off,Nathan Redmond,3286.0,Right Midfield,2,Norwich City,56,['fd341932-5918-4828-8e40-72152f72c539'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.744,Pass,
,,,,,,,,,,,,,,,1.519889,,,,,,,,,,,,,e6278f0d-71f1-4164-bb8d-e8bc3929b149,11,,"[52.5, 35.3]",3754123,0,,,,-1.8186541,,Right Foot,,,,"[46.3, 10.8]",Ground Pass,,25.272316,,,,Martin Olsson,3576.0,,,,,,,1,From Kick Off,Graham Dorrans,16334.0,Right Defensive Midfield,2,Norwich City,56,['aa83c0e9-838c-4fba-ae4d-0d2cea599a1c'],3,,,,,,,,,,,,,,,,,Norwich City,56,00:00:03.053,Pass,
,,,,,,,,,,,,,,,2.155109,,,,,,,,,,,,,a23a74fa-5911-4581-86f7-24f860a4ae1f,14,,"[46.8, 10.2]",3754123,0,,,,-0.20383324,,Left Foot,,,,"[82.6, 2.8]",High Pass,,36.556805,,,,Cameron Jerome,4807.0,,,,,,,1,From Kick Off,Martin Olsson,3576.0,Left Back,2,Norwich City,56,['b1f2eafd-372d-44dc-9523-0207a10b6548'],5,,,,,,,,,,,,,,,,,Norwich City,56,00:00:05.531,Pass,
